,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,4073932,2706337,4321827,3212076,3312662,3895461,3644264,4065754,3156251,4333026,5487499,6101130,4906108,3333820,3041551,1171440,1559240,2422234,554673,625789,Upgrade
1,Short-Term Investments,526029,502385,744646,740244,769376,764255,851086,207042,351864,558315,212676,273336,337610,64583,103479,126370,133940,30170,21000,152656,Upgrade
2,Trading Asset Securities,4523657,4947372,3194699,2445961,3548343,2047928,2374013,2215504,2168840,2316935,2827925,7780585,7036092,5289929,2553999,1854354,1617326,953740,808587,1503920,Upgrade
3,Cash & Short-Term Investments,9123618,8156094,8261172,6398280,7630380,6707644,6869362,6488300,5676955,7208277,8528100,14155051,12279810,8688331,5699030,3152164,3310506,3406143,1384260,2282365,Upgrade
4,Cash Growth,19.57%,21.59%,20.26%,-1.39%,34.41%,-6.95%,-19.45%,-54.16%,-53.77%,-17.03%,49.64%,349.06%,270.93%,155.08%,311.70%,38.11%,51.06%,85.80%,-21.35%,-2.67%,Upgrade
5,Accounts Receivable,1858276,2026627,1812486,2200963,2172144,2953851,2512344,2393948,2185334,2789419,3149533,3258851,3319391,5120210,5337481,4099519,3873328,3263190,2096421,2512848,Upgrade
6,Other Receivables,668000,443987,338574,481337,325339,346042,275560,307912,278453,411517,316162,640046,425098,247054,430556,53142,74360,339284,1024974,112955,Upgrade
7,Receivables,2701351,3011044,2704060,2686800,2501983,3319593,2807603,2711560,2478587,3215836,3480596,3913897,3759937,5384963,5785736,4162661,3961688,3612474,3121395,2628803,Upgrade
8,Inventory,8679518,9356392,9289693,8357971,8323628,8488927,8230708,8410276,9110749,9628536,10027794,9539383,11533262,11454816,10446182,5043454,3236253,3077085,2908589,2724134,Upgrade
9,Prepaid Expenses,58543,151268,109158,118321,66632,91766,120002,148347,76609,148668,136414,139554,124790,88023,103056,33298,28173,46174,45536,72241,Upgrade
10,Other Current Assets,2348958,2668588,2100214,1913270,1776425,1983047,1879690,2437745,2457390,2121301,1887178,2324850,2105533,3231644,3334590,2402072,2534403,2387804,2560448,1811938,Upgrade
11,Total Current Assets,22911987,23343385,22464297,19474642,20299049,20590978,19907365,20196229,19800289,22322618,24060082,30072735,29803333,28847777,25368594,14793649,13071024,12529681,10020228,9519482,Upgrade
12,"Property, Plant & Equipment",21197516,20737189,20412537,25322823,25498232,24319110,23891467,24483136,24365588,23333162,23282708,23222695,23106892,18871700,16986987,6998998,6532055,5781729,5585397,6226272,Upgrade
13,Long-Term Investments,2989756,2704106,2716235,2631833,2658132,2686526,1973625,1609789,1818203,1845021,1866509,1824914,1783048,2056064,2040606,6424154,5809361,3503561,3875827,4458971,Upgrade
14,Goodwill,1057973,1109915,1161857,1213798,1265740,1317682,1369623,1421565,1473507,1525449,1577390,1629332,1681274,1453327,1492929,558221,578197,598173,618149,992647,Upgrade
15,Other Intangible Assets,606683,608844,613352,617638,627112,636389,645891,655140,660498,661204,670592,700607,709830,624404,706226,470675,476152,451037,446530,535867,Upgrade
16,Long-Term Accounts Receivable,10675,21180,10724,7168,7168,7168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Long-Term Deferred Tax Assets,158841,163293,148095,136233,128286,100403,35529,34782,30995,46258,34783,32094,32269,31838,26542,21084,12173,11820,12546,29906,Upgrade
18,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,11667,-,16667,-,-,-,-,Upgrade
19,Other Long-Term Assets,3824834,3931859,3993515,3941981,4071640,4208081,4181402,4172939,4220755,4140306,4125387,4040208,4072701,2376845,1581418,664004,673131,690248,716397,742570,Upgrade
20,Total Assets,53803338,53616968,52442895,53893336,55076876,54283744,52437562,52618580,52384835,53874017,55617452,61522586,61189347,54273622,48203303,29947452,27152093,23566249,21275075,22505714,Upgrade
21,Accounts Payable,3156464,2776832,2835729,2328337,2397644,2605884,3162816,2296211,3544170,3197013,3084669,3110286,3902708,4967011,4206273,2587447,3020708,2393695,1516819,1218913,Upgrade
22,Accrued Expenses,1152964,1256033,1020456,839175,2003308,2194276,1712700,2143922,2004868,1142278,2529872,1919929,1885143,1904613,1987612,292766,442655,371323,326132,342842,Upgrade
23,Short-Term Debt,7163817,7841415,7802571,8178396,8717651,8257869,6481459,6991090,5862227,6606588,7620316,9838321,10732033,10907454,11927482,8916273,6093773,4896257,4714684,5712442,Upgrade
24,Current Portion of Long-Term Debt,1050001,2079742,2087808,2487337,2916328,1795873,1895180,2174804,2639829,2260871,2138752,1096960,1639047,1486835,1756444,992556,773300,698190,288595,962497,Upgrade
25,Current Income Taxes Payable,510071,551091,390746,134004,336994,334855,296668,93836,154194,301078,322824,199442,139953,261946,223071,37495,64870,99261,77384,37351,Upgrade
26,Current Unearned Revenue,2264620,1216085,1277252,1142436,1860154,1825464,2437559,1504872,2673614,46350,2741928,4101627,3798135,2725394,2362227,25324,324629,18904,8054,55920,Upgrade
27,Other Current Liabilities,1697263,1746613,1351659,1646412,358885,457536,288610,2029741,397107,5085976,373096,483763,616305,963184,689235,527636,111360,477531,276725,657986,Upgrade
28,Total Current Liabilities,16995199,17467811,16766221,16756098,18590964,17471756,16274991,17234477,17276009,18640154,18811457,20750328,22713326,23216438,23152344,13379498,10831294,8955162,7208393,8987949,Upgrade
29,Long-Term Debt,8197198,7951255,8007115,10615691,9979189,10403084,10266441,9790682,9489579,10109407,11140464,14911868,13641226,10085412,9200642,7655843,7752211,6568556,6113451,4510940,Upgrade
30,Long-Term Leases,134630,119201,131497,154201,152667,177008,144743,156294,156294,101635,127145,91113,108506,90152,93040,-,-,-,-,-,Upgrade
31,Long-Term Unearned Revenue,3095004,3107979,3064278,2957283,3099942,2992875,2711255,2735056,2757226,2784937,2800024,2759653,2779994,57381,74612,42281,42554,42826,43098,43370,Upgrade
32,Long-Term Deferred Tax Liabilities,630624,613189,611942,608796,607842,601163,601067,592316,594422,590777,590436,587059,587323,675424,681224,136538,136935,137778,138192,165278,Upgrade
33,Other Long-Term Liabilities,1495156,1734462,1582652,1367015,1422513,1020455,1036312,1079470,1067927,734271,692896,686992,861171,533140,510870,152560,173911,119215,138800,163667,Upgrade
34,Total Liabilities,30547810,30993898,30163704,32459085,33853117,32666342,31034809,31588295,31341457,32961181,34162422,39787013,40691545,34657946,33712732,21366720,18936906,15823536,13641934,13871205,Upgrade
35,Common Stock,8594298,8594298,8514958,8514958,8514958,8514958,8514958,8514958,8514958,8514958,8514958,8514958,8514958,7811904,4882440,4882440,4882440,4882440,4882440,4882440,Upgrade
36,Additional Paid-In Capital,663004,663004,663218,663218,663218,663218,663218,663218,663218,663218,663218,663218,663218,664073,56780,35980,13075,66457,66457,66457,Upgrade
37,Retained Earnings,4600540,4045617,3949965,3152494,3048134,3061199,2952026,2681360,2776269,2897226,3297029,3347871,2735164,3136113,2580661,2229910,1976106,1639250,1497927,1273908,Upgrade
38,Treasury Stock,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-43881,-102998,-299968,-299968,-,Upgrade
39,Comprehensive Income & Other,130959,125669,137576,128784,126042,134029,120862,119427,122611,128619,126805,125533,125971,124321,121697,83620,83887,154353,154620,154886,Upgrade
40,Total Common Equity,13988801,13428587,13265717,12459455,12352352,12373404,12251065,11978963,12077056,12204022,12602010,12651579,12039311,11736411,7641578,7188069,6852509,6442532,6301476,6377691,Upgrade
41,Minority Interest,9266727,9194482,9013473,8974797,8871406,9243999,9151689,9051322,8966322,8708815,8853020,9083994,8458491,7879265,6848993,1392663,1362677,1300181,1331665,2256817,Upgrade
42,Shareholders' Equity,23255528,22623069,22279190,21434252,21223758,21617402,21402753,21030285,21043378,20912836,21455030,21735573,20497802,19615676,14490571,8580732,8215187,7742713,7633141,8634509,Upgrade
43,Total Liabilities & Equity,53803338,53616968,52442895,53893336,55076876,54283744,52437562,52618580,52384835,53874017,55617452,61522586,61189347,54273622,48203303,29947452,27152093,23566249,21275075,22505714,Upgrade
44,Total Debt,16545645,17991613,18028991,21435626,21765835,20633834,18787822,19112870,18147928,19078501,21026677,25938263,26120813,22569853,22977607,17564673,14619284,12163003,11116730,11185879,Upgrade
