,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,10142425,8708567,8248282,6660001,8104922,7487167,7995748,6409999,7360241,7013809,9069312,8645391,9421245,6042644,8701395,4413115,5888382,4733474,3827131,3499726,Upgrade
1,Revenue Growth (YoY),25.14%,16.31%,3.16%,3.90%,10.12%,6.75%,-11.84%,-25.86%,-21.88%,16.07%,4.23%,95.90%,60.00%,27.66%,127.36%,26.10%,36.57%,21.29%,-5.17%,14.18%,Upgrade
2,Cost of Revenue,7732521,7048384,6752459,5460378,6947218,6092455,6308121,5141297,6049325,5687466,7078680,6815262,7904056,5082897,7320563,3897860,5034238,4191390,3175281,2920614,Upgrade
3,Gross Profit,2409904,1660183,1495824,1199624,1157704,1394712,1687627,1268702,1310916,1326343,1990632,1830129,1517189,959746,1380832,515254,854144,542085,651850,579112,Upgrade
4,"Selling, General & Admin",1023915,748207,709091,558463,831416,668994,613641,601134,704765,780480,755261,717606,798593,526321,637373,214061,323473,227429,278576,281790,Upgrade
5,Operating Expenses,1023915,748207,709091,558463,831416,668994,613641,601134,704765,780480,755261,717606,798593,526321,637373,214061,323473,227429,278576,281790,Upgrade
6,Operating Income,1385989,911977,786732,641161,326287,725719,1073986,667568,606151,545863,1235371,1112523,718596,433425,743459,301193,530671,314656,373274,297322,Upgrade
7,Interest Expense,-263848,-262988,-280165,-310107,-329889,-367115,-361704,-358034,-318702,-336872,-365389,-392649,-368230,-278116,-332770,-243154,-236130,-227014,-192919,-193248,Upgrade
8,Interest & Investment Income,60750,64210,39728,47872,25889,39977,66961,53428,124758,152552,67554,104674,99897,72586,46889,67289,10778,107956,46535,28652,Upgrade
9,Earnings From Equity Investments,74538,-26944,-2041,-8554,12870,952.48,39618,7360,-16126,-22393,31603,42966,40212,21112,41764,126500,60529,-47545,1955,24346,Upgrade
10,Currency Exchange Gain (Loss),17197,13174,-17936,-25770,12688,-58098,536.77,-304.51,-26233,-46566,-89727,33284,-11232,16668,11367,2576,10883,-5034,9128,-15405,Upgrade
11,Other Non Operating Income (Expenses),9340,-89476,-232064,22369,-63579,-85138,-66357,-81985,-77320,-34548,-91124,-99160,-45391,40300,-54124,-23250,11308,-8523,-95549,49027,Upgrade
12,EBT Excluding Unusual Items,1283967,609953,294253,366970,-15735,256297,753040,288033,292527,258037,788288,801638,433852,305975,456585,231154,388039,134496,142425,190694,Upgrade
13,Gain (Loss) on Sale of Investments,62224,-108328,1088839,18063,22632,117713,117318,-144231,-7742,23933,-204378,99600,205713,98235,220256,102479,17675,112856,264068,-53057,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,1916,-,-,-,28648,-,-,-,2743,-,-,-,-,-,-,-,Upgrade
15,Pretax Income,1346192,501624,1383093,385033,8814,374010,870358,143801,313434,281970,583910,901239,642309,404211,676841,333633,405714,247352,406492,137637,Upgrade
16,Income Tax Expense,332396,204506,280573,131569,89267,115776,218570,109485,87305,61130,192906,207455,138392,60385,149553,42304,66947,43565,62869,44162,Upgrade
17,Earnings From Continuing Operations,1013796,297118,1102520,253464,-80453,258234,651788,34316,226129,220840,391004,693783,503917,343826,527288,291329,338767,203787,343623,93474,Upgrade
18,Minority Interest in Earnings,-446534,-198254,-253109,-144915,59928,-136202,-330652,-126601,-152913,-206326,-377945,-425656,-301591,-104826,-183976,-37265,-74925,-64030,-,-38991,Upgrade
19,Net Income,567262,98864,849410,108550,-20525,122031,321136,-92284,73217,14514,13058,268127,202326,239000,343311,254064,263842,139757,343623,54483,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,-,-,21180,39675,-,10556,2021,13468,25684,11.54,6375,46784,3170,22236,-,3173,-3173,Upgrade
21,Net Income to Common,567262,98864,849410,108550,-20525,100852,281461,-92284,62661,12493,-409.93,242443,202314,232625,296527,250894,241606,139757,340449,57656,Upgrade
22,Net Income Growth,-,-18.98%,164.50%,-,-,740.78%,2359.23%,-,-63.81%,-93.93%,-96.20%,5.54%,-23.32%,71.01%,-0.09%,366.32%,117.31%,-24.06%,100.77%,-56.95%,Upgrade
23,Shares Outstanding (Basic),854,852,853,851,851,851,851,851,851,851,851,851,851,614,677,552,527,522,512,532,Upgrade
24,Shares Outstanding (Diluted),854,852,853,851,851,851,851,851,851,851,851,851,851,614,677,552,527,522,512,532,Upgrade
25,Shares Change (YoY),0.28%,0.06%,0.12%,-,-,-,-,-,-,38.57%,25.86%,54.14%,61.48%,17.71%,32.16%,3.80%,13.23%,-1.90%,-0.18%,4.43%,Upgrade
26,EPS (Basic),664.33,116.04,996.33,127.48,-24.11,118.44,330.55,-108.38,73.59,14.67,-0.48,284.73,237.60,378.57,438.29,454.18,458.19,267.71,665.05,108.34,Upgrade
27,EPS (Diluted),664.33,116.04,996.33,127.48,-24.11,118.44,330.55,-108.38,73.59,14.67,-0.48,284.73,237.60,378.57,438.29,454.18,458.19,267.71,665.05,108.34,Upgrade
28,EPS Growth,-,-2.03%,201.42%,-,-,707.26%,-,-,-69.03%,-96.12%,-,-37.31%,-48.14%,41.41%,-34.10%,319.22%,89.38%,-16.57%,126.62%,-56.37%,Upgrade
29,Free Cash Flow,2796560,-2488521,-1615383,-190120,-1287694,-159582,1442779,-896647,-434688,1337459,3190169,-262230,-187639,-6558547,-587536,-3157331,81496,245574,-654474,-1216721,Upgrade
30,Free Cash Flow Per Share,3275.12,-2920.74,-1894.79,-223.28,-1512.27,-187.41,1694.41,-1053.03,-510.50,1570.72,3746.55,-307.96,-220.36,-10673.32,-868.43,-5715.52,154.55,470.40,-1278.48,-2286.27,Upgrade
