,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,331.81,321.39,305.37,281.59,257.62,474.55,401.21,404.26,439.9,365.35,361.3,341.93,304.84,517.93,327.52,284.72,347.68,260.51,158.81,223.52,Upgrade
1,Short-Term Investments,-,-,-,10.01,-,-,-,-,-,-,-,-,-,73,-,159,-,415.14,-,557.6,Upgrade
2,Trading Asset Securities,115.61,91.95,97.93,119.79,148.1,80,-,31.52,128.06,282.25,321.75,300.57,243.47,323.45,472.79,401.78,30.08,30.03,39.95,50.12,Upgrade
3,Cash & Short-Term Investments,447.42,413.34,403.3,411.4,405.72,554.55,401.21,435.78,567.95,647.6,683.05,642.5,548.31,914.38,800.3,845.49,377.75,705.69,198.76,831.24,Upgrade
4,Cash Growth,10.28%,-25.46%,0.52%,-5.60%,-28.56%,-14.37%,-41.26%,-32.17%,3.58%,-29.18%,-14.65%,-24.01%,45.15%,29.57%,302.64%,1.71%,263.91%,0.56%,134.56%,19.87%,Upgrade
5,Accounts Receivable,183.02,196.25,182.69,216.18,171.62,197.92,209.95,204.43,227.55,266.44,297.27,223.53,246.19,226.25,179.77,174.15,168.74,152.48,138.39,153.41,Upgrade
6,Other Receivables,40.34,3.6,30.98,19.14,43.89,9.61,26.18,0.76,23.82,0.53,11.61,0.36,52.79,2.42,8.36,0.95,9.49,5.02,8.49,2.82,Upgrade
7,Receivables,223.36,278,213.68,262.68,215.51,226.21,236.13,227.01,251.37,276.49,308.88,236.74,298.98,234.47,188.13,183.57,178.24,163.29,146.89,163.57,Upgrade
8,Inventory,647.62,641.95,688.86,710.26,713.45,665.74,655.05,557.33,475.14,301.89,213.81,216.52,179,147.11,118.08,109.1,102.48,123.62,132.35,124.24,Upgrade
9,Other Current Assets,103,72.27,119.12,119.68,73.92,66.84,79.92,75.93,106.18,74.54,51.61,44.34,299.33,60.22,135.47,14.09,424.75,8.95,594.21,7.05,Upgrade
10,Total Current Assets,1421,1406,1425,1504,1409,1513,1372,1296,1401,1301,1257,1140,1326,1356,1242,1152,1083,1002,1072,1126,Upgrade
11,"Property, Plant & Equipment",367.2,317.68,305.33,264,246.08,236.01,217.05,211.36,176.16,132.58,120.16,116.19,88.41,44.1,28.9,27.14,25.02,24.79,25.28,23.8,Upgrade
12,Long-Term Investments,36.87,36.87,36.04,36.04,35.16,35.41,19.76,19.76,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Intangible Assets,116.83,122.77,123.88,120.47,122.85,127.82,124.83,123.01,103.85,98.33,101.72,106.08,110.67,114.57,119.42,123.95,128.45,129.56,49.98,20.89,Upgrade
14,Long-Term Deferred Tax Assets,14.68,14.14,10.92,15.59,17.95,15.47,9,14.28,7.55,7.91,7.19,11.55,9.23,9.13,10.26,10.47,8.27,8.62,11.24,11.38,Upgrade
15,Long-Term Deferred Charges,7.59,7.75,8.33,8.93,9.92,10.5,10.86,11.03,5.88,4.73,0.03,0.03,-,-,-,-,-,0.01,0.05,0.09,Upgrade
16,Other Long-Term Assets,234.4,219.03,225.61,233.99,268.13,281.27,292.06,302.18,263.19,305.51,318.43,331.35,33.64,44.77,13.7,6.01,-,-,66.54,16.5,Upgrade
17,Total Assets,2199,2124,2135,2183,2109,2220,2046,1978,1957,1850,1805,1705,1568,1569,1414,1320,1245,1165,1225,1199,Upgrade
18,Accounts Payable,190.44,128.96,161.82,214.9,237.76,213.05,260.83,226.58,251.74,216.96,142.45,147.78,148.08,153.97,128.21,121.22,104.88,98.45,104.15,92.29,Upgrade
19,Accrued Expenses,54.8,66.85,50.76,77.29,47.2,52.65,39.83,70.07,54.57,72.68,52.68,104.25,81.26,59.04,39.58,67.32,56.1,45.96,35.75,64.97,Upgrade
