,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Cash & Equivalents,1207137,1207137,668308,1023527,870235.0,313176,566768,449545,551660.0,788134,696073,391954,473558,153232,177167,-,582254,-,-,-,Upgrade
1,Trading Asset Securities,1161947,1161947,1271241,827048,1069982.0,1418497,1188504,1078880,1164668.0,954698,855971,1144468,612638,535056,749500,-,497292,-,-,-,Upgrade
2,Accounts Receivable,8049,8049,8240,-,7618.0,-,-,-,6547.0,-,-,-,6534,-,-,-,8642,-,-,-,Upgrade
3,Other Receivables,2774268,2774268,3114139,3246512,2761762.0,3010117,2398684,2191274,2286273.0,3047052,2421486,3554300,2667268,2893709,2337697,-,1421955,-,-,-,Upgrade
4,"Property, Plant & Equipment",56544,56544,53301,44117,41893.0,45718,53050,52786,55275.0,45749,32121,30229,32284,19018,19502,-,13894,-,-,-,Upgrade
5,Goodwill,3249,3249,4873,6497,6497.0,-,-,-,9746.0,-,-,-,12995,-,-,-,-,-,-,-,Upgrade
6,Other Intangible Assets,19871,19871,21209,20015,21500.0,15757,9067,6962,6594.0,6080,3249,3625,3575,3988,4401,-,5274,-,-,-,Upgrade
7,Investments in Debt & Equity Securities,1108490,1108490,852042,404732,470726.0,272851,197464,122549,82725.0,79420,73300,73300,172512,65800,65800,-,-,-,-,-,Upgrade
8,Other Current Assets,15172,15172,14109,19214,24540.0,15851,12434,10745,12724.0,22233,33205,154705,12729,145436,81482,-,4752,-,-,-,Upgrade
9,Long-Term Deferred Tax Assets,1766,1766,958.21,1547,1740.0,-,-,6568,30768.0,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Long-Term Assets,38493,38493,40209,40294,41536.0,42350,43633,45119,47146.0,45576,44203,38655,39063,36850,37197,-,34291,-,-,-,Upgrade
11,Total Assets,6394988,6394988,6048629,5633503,5318029.0,5134318,4469606,3964429,4254126.0,4988941,4159608,5391236,4033154,3853088,3472746,-,2568356,-,-,-,Upgrade
12,Accounts Payable,14935,14935,79795,6014,43080.0,11468,55381,2666,4559.0,8708,4225,17812,36971,7028,145887,-,25715,-,-,-,Upgrade
13,Accrued Expenses,31603,31603,40688,23245,34633.0,45949,44972,22359,30054.0,47316,48826,33911,53101,46177,48789,-,30993,-,-,-,Upgrade
14,Short-Term Debt,392000,392000,286000,190000,190000.0,869916,561473,327000,486250.0,821715,376585,1107956,241468,2241495,1785444,-,1276509,-,-,-,Upgrade
