,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,62.28,44.85,320.16,36.02,322.63,374.57,552.18,397.32,403.68,432.4
1,Short-Term Investments,17.75,1.5,1.5,-,1.6,-,-,-,-,-
2,Trading Asset Securities,5.56,-,-,21.9,-,0.49,0.25,-,-,-
3,Cash & Short-Term Investments,85.59,46.35,321.66,57.93,324.23,375.05,552.42,397.32,403.68,432.4
4,Cash Growth,-73.39%,-19.98%,-0.79%,-84.55%,-41.31%,-5.60%,36.84%,-8.11%,-14.96%,193.96%
5,Accounts Receivable,4.38,16.56,4.49,3.59,65.68,78.54,89.07,85.97,52.08,35.34
6,Other Receivables,73.18,77.84,1.18,6.44,31.84,-,52.34,37.95,-,-
7,Receivables,77.56,94.4,5.67,10.62,98.11,78.54,141.41,123.91,52.08,35.34
8,Inventory,-,-,-,-,44.11,63.26,67.35,41.82,25.23,23.28
9,Prepaid Expenses,-,-,-,-,-,89.78,-,18.59,34.73,10.77
10,Other Current Assets,274.77,189.56,344.16,412.45,341.66,398.52,23.82,51.09,7.76,7.77
11,Total Current Assets,437.92,330.31,671.49,481,808.11,1005,785.01,632.73,523.48,509.55
12,"Property, Plant & Equipment",5.1,0.36,1.09,59.81,167.99,163.92,90.66,79.31,81.99,104.67
13,Long-Term Investments,-,-,-,90.36,92.12,165.66,1.95,-,-,-
14,Goodwill,-,-,-,-,0.17,0.17,0.17,0.17,0.17,0.17
15,Other Intangible Assets,-,-,-,-,-,0.34,0.35,0.36,-,-
16,Other Long-Term Assets,18.06,-,76.06,88.12,-,-,-,-,-,-
17,Total Assets,461.07,330.66,748.64,719.29,1068,1335,878.13,712.58,605.64,614.4
18,Accounts Payable,-,-,-,1.88,25.33,39.93,41.03,30.82,22.39,15.66
19,Short-Term Debt,-,-,-,-,-,-,13.99,104.22,101.86,9.06
20,Current Portion of Long-Term Debt,-,-,359.11,12.75,0.68,60.59,-,-,-,-
21,Current Portion of Leases,2.72,-,-,6.99,90.49,35.03,19.4,11.14,10.65,18.78
22,Current Income Taxes Payable,0.77,-,0.41,8.46,40.95,39.51,40.9,24,8.15,10.71
23,Current Unearned Revenue,152.13,-,-,-,-,3.23,3.35,3.81,4.26,4.97
24,Other Current Liabilities,21.4,13.63,65.11,259.39,258.12,396.86,157.61,92.43,74.84,26.67
25,Total Current Liabilities,177.02,13.63,424.63,289.46,415.56,575.14,276.28,266.43,222.14,85.85
26,Long-Term Debt,-,-,108.1,476.41,466.44,415.18,280.37,217,213.92,364.48
27,Long-Term Leases,2.15,-,-,25.93,32.59,91.63,35.72,30.03,32.28,41.91
28,Long-Term Deferred Tax Liabilities,-,-,2.14,1.59,6.71,8.48,7.16,7.37,7.76,6.48
29,Total Liabilities,179.16,13.63,534.87,793.39,921.31,1090,599.52,520.82,476.1,498.72
30,Common Stock,0.47,0.47,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
31,Additional Paid-In Capital,436.7,-,112.25,112.25,112.25,107.59,107.15,104.5,101.55,96.24
32,Retained Earnings,-277.95,-,-330.53,-297.99,-54.75,93.13,141.91,56.76,0.43,2.81
33,Comprehensive Income & Other,122.69,316.57,424.32,90.03,77.11,43.77,29.23,30.19,27.24,16.33
34,Total Common Equity,281.91,317.03,206.35,-95.41,134.93,244.8,278.61,191.76,129.53,115.68
35,Minority Interest,-,-,7.43,21.3,12.16,-,-,-,-,-
36,Shareholders' Equity,281.91,317.03,213.78,-74.1,147.09,244.8,278.61,191.76,129.53,115.68
37,Total Liabilities & Equity,461.07,330.66,748.64,719.29,1068,1335,878.13,712.58,605.64,614.4
38,Total Debt,4.87,-,467.21,522.08,590.2,602.43,349.47,362.39,358.7,434.23
39,Net Cash (Debt),80.72,46.35,-145.54,-464.15,-265.97,-227.38,202.95,34.93,44.98,-1.83
40,Net Cash Growth,-,-,-,-,-,-,351.18%,-,1024.53%,-
41,Net Cash Per Share,0.17,0.10,-0.46,-1.50,-,-0.74,0.66,0.11,0.15,-0.01
42,Filing Date Shares Outstanding,465.96,465.96,465.96,308.96,308.96,307.95,307.87,307.43,306.8,305.5
43,Total Common Shares Outstanding,465.96,465.96,308.96,308.96,308.96,307.95,307.87,307.43,306.8,305.5
44,Working Capital,260.9,316.68,246.86,191.54,392.55,430.01,508.73,366.31,301.34,423.7
45,Book Value Per Share,0.61,0.68,0.67,-0.31,0.44,0.79,0.90,0.62,0.42,0.38
46,Tangible Book Value,281.91,317.03,206.35,-95.41,134.76,244.29,278.08,191.23,129.36,115.51
47,Tangible Book Value Per Share,0.61,0.68,0.67,-0.31,0.44,0.79,0.90,0.62,0.42,0.38
48,Land,-,-,-,-,-,-,-,-,18.38,-
49,Machinery,11.89,-,11.87,-,119.36,-,103.71,-,98.01,-
50,Leasehold Improvements,5.67,-,5.67,-,17.39,-,21.64,-,11.78,-
