,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,30411470,33080921,33368283,31950444,33087947,28207968,25846371,24594254,25481180,29478308,26322221,31144103,25124005,21872663,22441080,22759393,19212474,18414329,13703634,12916069,10561325,Upgrade
1,Market Cap Growth,17.28%,17.28%,29.10%,29.91%,29.85%,-4.31%,-1.81%,-21.03%,1.42%,34.77%,17.29%,36.84%,30.77%,18.78%,63.76%,76.21%,81.91%,-4.92%,-23.42%,-20.54%,-36.44%,Upgrade
2,Enterprise Value,31610128,32204501,32083686,30552241,33765987,28447694,26593639,24999126,27084677,29648786,25690858,30524987,27490481,24099423,24317045,23657930,20629515,20442551,16121064,15029207,13080704,Upgrade
3,Last Close Price,90000.00,97302.44,96799.84,93566.64,96897.81,83757.92,75936.72,72274.80,74254.44,85337.49,75588.99,90777.44,77657.76,67225.97,68544.60,69516.87,58683.07,55714.11,41568.59,39179.59,31330.02,Upgrade
4,PE Ratio,15.73,15.64,18.28,17.15,18.67,15.82,15.47,14.73,15.00,17.64,15.22,23.63,21.41,22.66,-,17.85,17.72,18.79,14.48,13.56,9.69,Upgrade
5,Forward PE,13.43,14.17,14.18,14.44,15.71,14.28,13.25,12.45,12.58,15.16,13.87,18.85,18.80,17.56,17.31,16.50,15.18,16.17,13.38,13.56,8.02,Upgrade
6,PS Ratio,0.88,0.87,0.86,0.82,0.92,0.85,0.82,0.77,0.76,0.87,0.81,1.19,1.12,1.12,1.22,1.06,0.98,1.05,0.81,0.76,0.61,Upgrade
7,PB Ratio,2.92,2.94,3.17,2.98,3.16,2.88,2.74,2.68,2.77,3.49,3.16,3.88,3.14,3.64,4.04,3.98,3.34,3.51,2.79,2.75,2.12,Upgrade
8,P/TBV Ratio,3.11,3.11,3.37,3.16,3.36,3.07,2.93,2.87,2.98,3.78,3.43,4.22,3.41,4.08,4.58,4.50,3.76,4.01,3.22,3.19,2.44,Upgrade
9,P/FCF Ratio,3069.30,-,-,12.96,17.11,-,52.58,-,-90.56,-,-,22.26,62.88,-,-,-,12.58,13.05,46.11,-,-11.09,Upgrade
10,P/OCF Ratio,329.77,-,-,12.62,16.57,-,45.32,-,-122.75,-,-,21.58,54.63,-,-,-,12.11,12.30,32.98,-,-14.00,Upgrade
11,PEG Ratio,0.83,0.89,0.90,0.96,1.01,1.01,0.83,0.71,0.66,0.65,0.46,0.64,0.61,0.58,0.87,0.80,0.66,1.47,1.31,1.06,0.45,Upgrade
12,EV/Sales Ratio,0.84,0.85,0.82,0.79,0.94,0.86,0.84,0.78,0.81,0.88,0.79,1.17,1.22,1.23,1.32,1.11,1.05,1.17,0.95,0.88,0.76,Upgrade
13,EV/EBITDA Ratio,11.56,11.78,12.08,11.39,13.09,10.92,10.98,10.20,10.70,11.84,10.22,15.38,15.62,16.24,-,12.45,12.17,12.93,10.44,9.81,7.81,Upgrade
14,EV/EBIT Ratio,11.84,12.06,12.37,11.68,13.45,11.25,11.36,10.55,11.07,12.23,10.57,16.00,16.34,17.11,-,12.96,12.70,13.55,10.97,10.26,8.12,Upgrade
15,EV/FCF Ratio,3190.27,-,-,12.39,17.46,-,54.10,-,-96.26,-,-,21.81,68.81,-,-,-,13.51,14.48,54.24,-,-13.73,Upgrade
16,Debt / Equity Ratio,0.30,0.30,0.14,0.02,0.03,0.24,0.18,0.24,0.18,0.32,0.21,0.11,0.23,0.45,0.44,0.37,0.19,0.35,0.46,0.56,0.48,Upgrade
17,Debt / EBITDA Ratio,1.22,0.93,1.15,0.12,0.09,0.73,1.24,1.23,0.42,1.06,1.17,0.41,0.48,1.06,-,1.71,0.41,0.79,1.76,6.26,1.06,Upgrade
18,Debt / FCF Ratio,337.25,-,-,0.11,0.19,-,3.49,-,-5.95,-,-,0.63,4.58,-,-,-,0.73,1.30,7.61,-,-2.54,Upgrade
19,Asset Turnover,2.13,2.04,2.94,3.68,2.84,2.08,2.03,2.99,2.57,2.51,2.88,3.68,2.84,0.38,2.06,3.46,2.82,1.93,1.33,2.35,Upgrade,
20,Inventory Turnover,2.60,2.28,2.29,3.34,4.09,3.10,2.31,2.19,3.12,2.76,2.84,3.44,4.14,2.83,0.39,2.09,3.61,2.90,2.00,1.40,2.32,Upgrade
21,Quick Ratio,0.38,0.38,0.56,0.73,0.75,0.39,0.44,0.37,0.38,0.24,0.40,0.53,0.76,0.09,0.06,0.08,0.12,0.15,0.10,0.08,0.10,Upgrade
22,Current Ratio,2.64,2.64,3.06,5.14,4.64,2.81,3.22,2.82,3.16,2.45,2.70,3.26,3.04,2.04,2.19,2.28,2.87,2.21,2.13,1.99,2.09,Upgrade
23,Return on Equity (ROE),26.90%,8.13%,16.17%,29.10%,26.26%,10.88%,14.69%,33.96%,22.45%,12.34%,18.31%,41.14%,31.34%,-11.32%,15.53%,37.30%,33.69%,16.83%,2.61%,34.15%,Upgrade,
