,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest and Dividend Income,261833,213406,244606,195000,304383,207549,211725,206776,261296,187487,200939,200787,110814,219130,186421,118967,100672,73320,89880,88160,Upgrade
1,Total Interest Expense,197407,199125,189052,178541,174130,143378,132425,112620,130467,115261,117420,114212,110178,96291,76945,47362,39079,30833,39512,64090,Upgrade
2,Net Interest Income,64426,14281,55554,16459,130252,64171,79300,94156,130829,72226,83519,86575,635.8,122839,109476,71605,61594,42487,50367,24071,Upgrade
3,Brokerage Commission,184188,182684,180658,182073,147272,159665,139528,88916,209747,139954,309727,351794,213834,270794,209280,163344,152565,122742,105041,86021,Upgrade
4,Trading & Principal Transactions,-11289,-14137,-10793,-13665,-15933,-5941,-3094,-15248,-6149,-3819,-5105,-4429,-16229,-4961,40366,-49338,-4844,-2244,-6110,-,Upgrade
5,Asset Management Fee,4846,3788,3743,1940,4944,3125,2087,1882,4812,1793,2524,1868,4197,1918,1886,1566,6282,1703,2077,1914,Upgrade
6,Underwriting & Investment Banking Fee,-,-,-,-,-,-,-,-,-,-,-,-,90.91,-,45.45,136.36,-,2600,-,-,Upgrade
7,Gain on Sale of Investments (Rev),529243,563008,470406,425590,335638,291453,143133,193129,305702,183382,504566,261638,540651,360774,480714,484838,380437,78507,192960,199389,Upgrade
8,Other Revenue,18533,11397,15661,1613,13301,4799,4315,7678,14464,8915,24005,-19540,262965,51723,-1329,8845,23630,784.59,6444,3421,Upgrade
9,Revenue Before Loan Losses,789949,761022,715230,614010,615475,517271,365268,370513,659404,402451,919236,677906,1006145,803086,840438,680997,619663,246579,350779,314815,Upgrade
10,Revenue,789949,761022,715230,614010,615475,517271,365268,370513,659404,402451,919236,677906,1006145,803086,840438,680997,619663,246579,350779,314815,Upgrade
11,Revenue Growth (YoY),28.35%,47.12%,95.81%,65.72%,-6.66%,28.53%,-60.26%,-45.34%,-34.46%,-49.89%,9.38%,-0.45%,62.37%,225.69%,139.59%,116.32%,68.32%,-17.40%,-4.10%,-5.97%,Upgrade
12,Salaries & Employee Benefits,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32943,-,-,-,Upgrade
13,Cost of Services Provided,168392,249019,184314,218820,213529,162596,122627,150659,129820,145851,205044,74680,192467,279650,202689,152351,67574,94856,113447,58545,Upgrade
14,Other Operating Expenses,-351.18,-77.1,-777,-101.74,-42.62,-96.72,605.34,-829.46,55693,-205.88,-926.36,-11040,1308,-13717,986.75,2585,955.07,5203,-9247,1081,Upgrade
15,Total Operating Expenses,168040,248942,183537,218719,213487,162500,123232,149830,185514,145646,204118,63640,193774,265934,203676,154936,102860,100059,104200,59626,Upgrade
16,Operating Income,621909,512080,531693,395292,401988,354771,242036,220683,473890,256805,715118,614266,812371,537152,636762,526061,516803,146520,246579,255189,Upgrade
17,Currency Exchange Gains,5662,2090,-343.07,-921.65,-11590,-9920,-61299,-31179,-105730,-,11709,5789,13650,1490,-6172,1965,230,-115,-3915,-220,Upgrade
18,Other Non-Operating Income (Expenses),4203,3716,18440,5927,-44292,3306,-1861,3850,-48184,837.48,45312,2240,-33190,-2544,3358,726.23,-14389,1115,1162,2589,Upgrade
19,EBT Excluding Unusual Items,631773,517886,549790,400297,346107,348158,178877,193355,319977,257642,772139,622295,792831,536098,633948,528752,502644,147520,243827,257558,Upgrade
20,Gain (Loss) on Sale of Investments,-378438,-253191,-206024,-3546,-196975,-138588,-48230,-16236,-287600,-104441,-418637,-101637,-208901,-137161,-130097,-164885,-67591,-31788,66704,-167834,Upgrade
21,Pretax Income,253335,264695,343766,227540,149132,209569,130647,80791,32377,153201,353502,520658,583930,398938,503851,363867,435052,115732,310530,89724,Upgrade
22,Income Tax Expense,34958,49343,64559,29784,26181,30566,13750,7736,3944,30520,52800,103496,116632,69643,93583,72009,85239,20267,105478,-28857,Upgrade
23,Earnings From Continuing Ops.,218377,215352,279207,197756,122951,179003,116897,73054,28433,122681,300702,417162,467297,329295,410269,291858,349813,95465,205053,118581,Upgrade
24,Net Income,218377,215352,279207,197756,122951,179003,116897,73054,28433,122681,300702,417162,467297,329295,410269,291858,349813,95465,205053,118581,Upgrade
25,Net Income to Common,218377,215352,279207,197756,122951,179003,116897,73054,28433,122681,300702,417162,467297,329295,410269,291858,349813,95465,205053,118581,Upgrade
26,Net Income Growth,77.61%,20.31%,138.85%,170.70%,332.42%,45.91%,-61.13%,-82.49%,-93.92%,-62.74%,-26.71%,42.93%,33.58%,244.94%,100.08%,146.13%,74.43%,-36.54%,46.85%,-41.46%,Upgrade
27,Shares Outstanding (Basic),718,574,574,569,569,569,569,566,566,566,566,563,563,563,563,560,560,560,555,555,Upgrade
28,Shares Outstanding (Diluted),718,574,574,569,569,569,569,566,566,566,566,563,563,563,563,560,560,560,555,555,Upgrade
29,Shares Change (YoY),26.26%,1.01%,1.01%,0.46%,0.46%,0.46%,0.46%,0.60%,0.60%,0.60%,0.60%,0.54%,0.54%,0.54%,1.35%,0.80%,0.76%,0.76%,0.82%,0.82%,Upgrade
30,EPS (Basic),304.10,374.87,486.02,347.70,216.18,314.73,205.53,129.04,50.22,216.69,531.13,741.27,830.35,585.13,729.02,521.43,624.97,170.56,369.28,213.55,Upgrade
31,EPS (Diluted),304.10,374.87,486.02,347.70,216.18,314.73,205.53,129.04,50.19,216.69,531.13,741.27,830.35,585.13,729.02,521.43,624.97,170.56,369.28,213.55,Upgrade
