,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,143.43,231,152.92,226.92,193.99,237.38,86.33,142.55,60.81,124.82,Upgrade
1,Revenue Growth (YoY),-6.21%,1.80%,-21.17%,-4.41%,124.69%,66.53%,41.98%,14.21%,-19.07%,-12.38%,Upgrade
2,Cost of Revenue,74.38,136.45,81.66,130.52,133.37,169.43,62.36,98.05,39.52,110.52,Upgrade
3,Gross Profit,69.05,94.55,71.26,96.4,60.62,67.95,23.97,44.5,21.28,14.3,Upgrade
4,"Selling, General & Admin",47.46,72.71,50.95,70.76,54.68,65.64,46.68,62.99,36.26,52.12,Upgrade
5,Operating Expenses,47.46,100.16,50.95,71.12,54.68,64.53,46.68,72.05,36.26,54.92,Upgrade
6,Operating Income,21.6,-5.62,20.31,25.28,5.94,3.42,-22.71,-27.55,-14.98,-40.62,Upgrade
7,Interest Expense,-1.63,-25.88,-1.19,-24.03,-22.78,-21.57,-22.58,-39.97,-15.77,-23,Upgrade
8,Interest & Investment Income,-,0.24,-,0.15,-,0.12,-,0.01,-,1.88,Upgrade
9,Earnings From Equity Investments,-3.88,-27.85,5.89,-18.96,-0.5,-85.6,-2.96,8.18,-14.72,-96.85,Upgrade
10,Currency Exchange Gain (Loss),-,4.26,-,-9.5,-,1.94,-,4.85,-,-2.33,Upgrade
11,Other Non Operating Income (Expenses),2.23,99.31,1.01,-5.17,5.64,-1.42,3.9,5.26,-0.94,-105.7,Upgrade
12,EBT Excluding Unusual Items,18.33,44.47,26.04,-32.23,-11.71,-103.11,-44.35,-49.22,-46.41,-266.62,Upgrade
13,Gain (Loss) on Sale of Investments,-,-34.31,-,-,-,-139.1,-,-,-,-40.14,Upgrade
14,Gain (Loss) on Sale of Assets,-,0.59,-,-,-,0.1,-,-,-,-10.45,Upgrade
15,Asset Writedown,-,-1.06,-,1.47,-,-0.54,-,-0.48,-,-2.56,Upgrade
16,Other Unusual Items,16.36,3.63,29.73,13.08,-,67.54,-,27.03,-,-,Upgrade
17,Pretax Income,34.68,13.31,55.76,-17.69,-11.71,-175.11,-44.35,-22.67,-46.41,-319.77,Upgrade
18,Income Tax Expense,4.4,-1.13,4.5,6.83,2.28,0.71,0.32,0.57,0.46,-0.2,Upgrade
19,Earnings From Continuing Operations,30.28,14.44,51.26,-24.52,-13.98,-175.82,-44.67,-23.24,-46.86,-319.57,Upgrade
20,Minority Interest in Earnings,-12.66,-13.64,-14.85,-11.54,-9.49,-4.82,-1.44,-1.99,0.32,-4.74,Upgrade
21,Net Income,17.61,0.8,36.42,-36.05,-23.47,-180.64,-46.11,-25.23,-46.55,-324.31,Upgrade
22,Net Income to Common,17.61,0.8,36.42,-36.05,-23.47,-180.64,-46.11,-25.23,-46.55,-324.31,Upgrade
23,Net Income Growth,-51.63%,-,-,-,-,-,-,-,-,-,Upgrade
24,Shares Outstanding (Basic),95,98,93,78,23,23,17,11,10,10,Upgrade
25,Shares Outstanding (Diluted),95,98,93,78,23,23,17,11,10,10,Upgrade
26,Shares Change (YoY),2.30%,24.72%,303.11%,238.37%,37.87%,107.20%,65.05%,13.96%,5.32%,20.78%,Upgrade
27,EPS (Basic),0.19,0.01,0.39,-0.46,-1.02,-7.80,-2.76,-2.26,-4.60,-33.08,Upgrade
28,EPS (Diluted),0.19,0.01,0.39,-0.46,-1.02,-7.80,-2.76,-2.26,-4.60,-33.08,Upgrade
29,EPS Growth,-52.72%,-,-,-,-,-,-,-,-,-,Upgrade
30,Free Cash Flow,-47.56,44.1,-33.86,-8.38,-138.65,155.65,-28.79,-50.48,-12.71,42.56,Upgrade
31,Free Cash Flow Per Share,-0.50,0.45,-0.36,-0.11,-6.02,6.72,-1.72,-4.52,-1.26,4.34,Upgrade
32,Operating Margin,15.06%,-2.43%,13.28%,11.14%,3.06%,1.44%,-26.31%,-19.33%,-24.63%,-32.54%,Upgrade
33,Profit Margin,12.28%,0.35%,23.81%,-15.89%,-12.10%,-76.10%,-53.41%,-17.70%,-76.55%,-259.83%,Upgrade
34,Free Cash Flow Margin,-33.16%,19.09%,-22.14%,-3.69%,-71.47%,65.57%,-33.34%,-35.41%,-20.90%,34.10%,Upgrade
35,EBITDA,25.96,5.67,22.51,39.4,24.15,26.98,-18.75,-24.96,-10.99,-33.63,Upgrade
36,D&A For EBITDA,4.36,11.29,2.2,14.12,18.21,23.56,3.96,2.59,3.98,6.99,Upgrade
37,EBIT,21.6,-5.62,20.31,25.28,5.94,3.42,-22.71,-27.55,-14.98,-40.62,Upgrade
