,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,66.45,285.39,199.37,101.85,167.74,192.25,145.29,178.3,347.12,355.7
1,Revenue Growth (YoY),-66.67%,180.22%,18.86%,-47.02%,15.45%,7.82%,-58.14%,-49.87%,90.29%,-42.71%
2,Cost of Revenue,49.93,236.82,159.06,158.77,146,170.04,130.23,239.58,370.66,278.87
3,Gross Profit,16.52,48.57,40.31,-56.93,21.74,22.21,15.07,-61.28,-23.54,76.83
4,"Selling, General & Admin",26.77,32.37,33.2,33.74,32.85,43.89,32.88,58.14,33.76,50.6
5,Operating Expenses,26.77,32.37,33.2,33.74,32.85,43.89,32.88,147.3,33.76,59
6,Operating Income,-10.24,16.2,7.11,-90.67,-11.11,-21.68,-17.82,-208.57,-57.3,17.83
7,Interest Expense,-23.02,-15.49,-24.15,-18.33,-26.99,-23.77,-30.02,-7.09,-5.75,-6.34
8,Interest & Investment Income,-,29.24,-,41.71,-,50.89,-,7.68,-,1.1
9,Earnings From Equity Investments,-1.46,-4.48,-0.15,-1.89,-0.86,-5.45,-,-,-,-
10,Currency Exchange Gain (Loss),-,-,-,-,-,4.34,-,5.97,-,-11.31
11,Other Non Operating Income (Expenses),35.92,-15.69,18.08,-22.76,22.54,-28.78,29.51,-7.07,8.31,21.97
12,EBT Excluding Unusual Items,1.2,9.78,0.9,-91.94,-16.42,-24.44,-18.33,-209.07,-54.74,23.25
13,Asset Writedown,-,-,-,-,-,-,-,-,-,-0.01
14,Legal Settlements,-,-,-,-,-,-,-,323.56,-,-
15,Other Unusual Items,-,-,-,-,-,-,-,-20.13,-,-62.14
16,Pretax Income,1.2,9.78,0.9,-91.94,-16.42,-24.44,-18.33,94.36,-54.74,-38.9
17,Income Tax Expense,-,2.78,-,-24.34,-,-13.43,-,35.39,-,2.09
18,Net Income,1.2,7,0.9,-67.61,-16.42,-11.02,-18.33,58.97,-54.74,-40.99
19,Net Income to Common,1.2,7,0.9,-67.61,-16.42,-11.02,-18.33,58.97,-54.74,-40.99
20,Net Income Growth,33.74%,-,-,-,-,-,-,-,-,-
21,Shares Outstanding (Basic),600,613,400,400,400,400,400,400,400,393
22,Shares Outstanding (Diluted),600,613,400,400,400,400,400,400,400,393
23,Shares Change (YoY),50.00%,53.25%,-,-,-,-,-,1.88%,33.33%,30.87%
24,EPS (Basic),0.00,0.01,0.00,-0.17,-0.04,-0.03,-0.05,0.15,-0.14,-0.10
25,EPS (Diluted),0.00,0.01,0.00,-0.17,-0.04,-0.03,-0.05,0.15,-0.14,-0.10
26,EPS Growth,-10.87%,-,-,-,-,-,-,-,-,-
27,Free Cash Flow,21.51,-120.62,21.97,-52.94,-133.51,34.9,-137.45,153.17,-306.58,-86.58
28,Free Cash Flow Per Share,0.04,-0.20,0.05,-0.13,-0.33,0.09,-0.34,0.38,-0.77,-0.22
29,Operating Margin,-15.41%,5.68%,3.57%,-89.02%,-6.62%,-11.28%,-12.26%,-116.98%,-16.51%,5.01%
30,Profit Margin,1.81%,2.45%,0.45%,-66.38%,-9.79%,-5.73%,-12.61%,33.07%,-15.77%,-11.52%
31,Free Cash Flow Margin,32.36%,-42.27%,11.02%,-51.98%,-79.59%,18.15%,-94.60%,85.90%,-88.32%,-24.34%
32,EBITDA,-10.09,16.37,7.31,-90.42,-10.79,-21.37,-17.45,-208.25,-56.11,19.03
33,D&A For EBITDA,0.16,0.17,0.2,0.24,0.32,0.32,0.37,0.33,1.19,1.2
34,EBIT,-10.24,16.2,7.11,-90.67,-11.11,-21.68,-17.82,-208.57,-57.3,17.83
