,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,7.21,12.62,51.71,26.31,52.64,62.14,33.33,186.17,29.25,266.9
1,Trading Asset Securities,82.07,80.18,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,89.28,92.8,51.71,26.31,52.64,62.14,33.33,186.17,29.25,266.9
3,Cash Growth,72.67%,252.72%,-1.76%,-57.66%,57.94%,-66.62%,13.96%,-30.25%,1435.17%,1434.35%
4,Receivables,634.69,575.53,439.31,481.72,700.02,725.36,686.18,440.36,467.09,354.89
5,Inventory,5.07,5.07,5.07,5.07,5.07,5.07,5.07,6.55,279.94,44.12
6,Prepaid Expenses,239.38,244.47,347.97,307.84,284.82,257.53,211.93,163.35,44.16,207.54
7,Other Current Assets,18.03,16.48,14.7,12.47,17.56,12.29,9.8,9.33,11.71,9.33
8,Total Current Assets,986.45,934.35,858.76,833.41,1060,1062,946.31,805.77,832.14,882.78
9,"Property, Plant & Equipment",7.73,9.74,11.83,2.31,4.35,6.29,8.29,10.52,12.68,4.17
10,Long-Term Investments,7.7,9.17,13.64,13.8,15.69,16.55,22,-,-,-
11,Other Intangible Assets,0.08,0.11,0.14,0.17,0.21,0.42,0.48,0.54,0.36,0.33
12,Long-Term Accounts Receivable,362.6,492.1,514.97,619.84,598.63,712.62,822.6,722.79,-,-
13,Long-Term Deferred Tax Assets,26.49,26.49,29.27,29.27,4.93,4.93,-,-,7.17,7.17
14,Other Long-Term Assets,152.41,162.3,169.9,181.52,104.88,127.66,124.86,129.38,141.48,111.9
15,Total Assets,1543,1634,1599,1680,1789,1931,1925,1669,993.83,1006
16,Accounts Payable,450.44,407.23,358.59,366.55,346.29,484.26,390.15,225.42,258.58,310.94
17,Accrued Expenses,-,41.87,-,37.49,-,37.74,-,27.73,17.39,16.7
18,Short-Term Debt,10.27,19.17,19.63,9.07,2.09,-,5.42,1.06,16.88,29.91
19,Current Portion of Long-Term Debt,179.77,177.86,69.23,225.84,256.58,130.44,151.96,178.4,156.9,63.19
20,Current Portion of Leases,3.89,3.77,3.65,1.75,3.84,4.05,3.94,3.86,3.69,1.91
21,Current Income Taxes Payable,-,-,-,-,3.08,3.08,2.93,17.84,2.62,2.47
22,Current Unearned Revenue,14.53,16.33,25.84,24.95,19.64,8.48,8.62,2.89,2.11,2.6
23,Other Current Liabilities,66.24,16.08,50.49,13.65,44.09,14.68,35.36,5.72,3.72,6.83
24,Total Current Liabilities,725.14,682.32,527.44,679.3,675.61,682.72,598.37,462.92,461.9,434.53
25,Long-Term Debt,229.29,255.61,342.38,196.96,142.98,163.95,127.03,96.26,79.65,72.73
26,Long-Term Leases,3.8,5.77,7.69,-,0.08,1.75,3.8,5.8,7.74,0.12
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,8.33,8.33,-,-
28,Other Long-Term Liabilities,99,206.04,327.4,411.86,510.79,607.18,701.08,591.96,-,-
29,Total Liabilities,1065,1157,1211,1294,1335,1461,1444,1170,554.37,512.13
30,Common Stock,24.98,24.98,15.98,15.98,15.98,15.98,15.98,15.98,15.98,15.98
31,Additional Paid-In Capital,503.19,503.19,428.78,428.78,428.78,428.78,428.78,428.78,428.78,428.78
32,Retained Earnings,-231.89,-233.09,-240.09,-240.99,-173.38,-156.97,-145.95,-127.62,-186.59,-131.85
33,Comprehensive Income & Other,182.41,182.41,182.41,182.41,182.41,182.41,181.75,181.75,181.3,181.3
34,Shareholders' Equity,478.69,477.49,387.08,386.18,453.78,470.2,480.55,498.88,439.47,494.21
35,Total Liabilities & Equity,1543,1634,1599,1680,1789,1931,1925,1669,993.83,1006
36,Total Debt,427.02,462.19,442.58,433.62,405.57,300.2,292.14,285.38,264.86,167.84
37,Net Cash (Debt),-337.74,-369.39,-390.88,-407.31,-352.94,-238.06,-258.82,-99.21,-235.62,99.06
38,Net Cash Per Share,-0.56,-0.60,-0.98,-1.02,-0.88,-0.60,-0.65,-0.25,-0.59,0.25
39,Filing Date Shares Outstanding,600,600,400,400,400,400,400,400,400,400
40,Total Common Shares Outstanding,600,600,400,400,400,400,400,400,400,400
41,Working Capital,261.31,252.04,331.32,154.12,384.5,379.68,347.94,342.85,370.24,448.25
42,Book Value Per Share,0.80,0.80,0.97,0.97,1.13,1.18,1.20,1.25,1.10,1.24
43,Tangible Book Value,478.61,477.38,386.94,386,453.57,469.78,480.08,498.34,439.11,493.88
44,Tangible Book Value Per Share,0.80,0.80,0.97,0.97,1.13,1.17,1.20,1.25,1.10,1.23
45,Machinery,-,6.29,-,6.28,-,5.84,-,5.46,-,5.01
46,Leasehold Improvements,-,3.86,-,3.86,-,3.86,-,3.86,-,3.86
