,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,10903,4118,3421,3065,3031,2963,3427,3953,3519,2502,2306
1,Market Cap Growth,34.32%,34.32%,12.87%,3.47%,-11.56%,-25.05%,-2.60%,57.99%,52.56%,-2.81%,-33.61%
2,Enterprise Value,9856,2918,2276,1952,2428,2307,2641,3446,3122,2149,2048
3,Last Close Price,28.65,10.42,8.30,7.06,6.65,6.18,6.84,7.59,6.61,4.61,4.14
4,PE Ratio,16.38,6.21,6.58,5.72,4.58,4.55,4.16,5.27,7.57,10.78,13.52
5,Forward PE,15.11,6.17,6.25,5.39,5.14,3.97,4.53,6.79,8.99,9.26,8.31
6,PS Ratio,2.72,1.03,1.01,0.85,0.66,0.63,0.63,0.80,0.95,0.98,1.08
7,PB Ratio,3.37,1.28,1.17,1.09,1.05,1.12,1.25,1.59,1.69,1.40,1.43
8,P/TBV Ratio,1.28,1.28,1.17,1.10,1.05,1.13,1.25,1.59,1.69,1.40,1.44
9,P/FCF Ratio,56.38,-,7.52,3.64,3.74,14.26,8.35,7.82,14.71,10.42,85.41
10,P/OCF Ratio,15.65,15.65,6.24,3.26,3.47,9.76,6.46,6.29,9.86,8.04,11.98
11,EV/Sales Ratio,2.47,0.73,0.67,0.54,0.53,0.49,0.48,0.69,0.84,0.84,0.96
12,EV/EBITDA Ratio,10.41,3.10,3.09,2.53,2.53,2.49,2.21,3.14,4.48,5.75,7.40
13,EV/EBIT Ratio,11.15,3.30,3.36,2.74,2.71,2.67,2.34,3.31,4.84,6.64,9.00
14,EV/FCF Ratio,50.97,-,5.00,2.32,3.00,11.11,6.44,6.82,13.05,8.95,75.84
15,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00
16,Debt / FCF Ratio,0.02,-,0.01,0.01,0.00,0.02,0.07,0.06,0.02,0.01,0.12
17,Return on Capital Employed (ROCE),26.23%,26.23%,22.15%,24.33%,29.70%,31.50%,39.72%,40.58%,29.98%,17.77%,13.95%
18,Earnings Yield,6.08%,16.11%,15.21%,17.50%,21.84%,21.99%,24.06%,18.99%,13.22%,9.28%,7.39%
19,FCF Yield,1.77%,4.70%,13.29%,27.50%,26.74%,7.01%,11.97%,12.79%,6.80%,9.60%,1.17%
20,Dividend Yield,3.14%,8.20%,9.64%,10.79%,12.03%,12.13%,11.69%,8.54%,6.05%,6.66%,7.25%
21,Buyback Yield / Dilution,0.61%,0.86%,0.35%,-,-,-,0.00%,0.04%,0.15%,0.10%,0.00%
22,Total Shareholder Return,3.75%,9.06%,9.99%,10.79%,12.03%,12.13%,11.70%,8.59%,6.20%,6.76%,7.25%
