,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,26.25,26.25,30.66,27.1,29.77,36.73,43.98,47.48,65.73,144.13,150.89,146.29,125.51,105.66,105.2,64.05,18.24,19.5,26.66,30.66,Upgrade
1,Revenue Growth (YoY),-11.80%,-28.53%,-30.29%,-42.94%,-54.71%,-74.51%,-70.85%,-67.54%,-47.63%,36.40%,43.44%,128.42%,588.27%,441.91%,294.64%,108.90%,-58.24%,-70.29%,-55.79%,-57.84%,Upgrade
2,Cost of Revenue,23.02,23.02,28.49,24.04,25.94,30.49,35.07,38.92,55.7,101.95,144.75,152.61,117.93,95.5,89.92,60.64,19.97,19.34,25.82,30.38,Upgrade
3,Gross Profit,3.23,3.23,2.17,3.06,3.82,6.24,8.91,8.56,10.03,42.17,6.14,-6.32,7.58,10.16,15.27,3.4,-1.73,0.16,0.84,0.28,Upgrade
4,"Selling, General & Admin",9.54,9.54,10.55,10.31,11.13,10.62,13.18,10.45,11.39,16.6,10,10.31,10.37,10.63,10.59,9.49,8.83,7.95,8.85,9.17,Upgrade
5,Research & Development,0.25,0.25,0.25,0.22,0.25,0.22,0.25,0.22,0.27,0.25,0.1,0.44,0.56,0.2,0.45,0.28,0.29,0.37,0.52,0.49,Upgrade
6,Other Operating Expenses,-0.09,-0.09,-0.09,-0.02,-0.1,-0.03,-0.8,-0.24,18.91,-0,0.06,-0.11,-0.55,-0.22,-0.1,-0.5,-0.76,-0.01,-0.16,-0.02,Upgrade
7,Operating Expenses,9.7,9.7,10.72,10.51,11.28,10.81,12.63,10.44,30.58,16.86,10.16,10.64,10.39,10.61,10.94,9.28,8.36,8.31,9.21,9.64,Upgrade
8,Operating Income,-6.47,-6.47,-8.55,-7.45,-7.46,-4.57,-3.72,-1.87,-20.55,25.32,-4.02,-16.96,-2.81,-0.44,4.33,-5.88,-10.09,-8.15,-8.37,-9.35,Upgrade
