,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,47,45,156,76,82,260,162,223,264,267,224,445,361,460,697,344,295,312,312,312,312,Upgrade
1,Market Cap Growth,-82.86%,-82.86%,-3.67%,-66.00%,-69.10%,-2.78%,-27.81%,-50.00%,-26.75%,-41.94%,-67.87%,29.31%,22.11%,47.62%,123.81%,10.48%,-5.24%,-2.33%,-44.00%,-12.86%,-22.22%,Upgrade
2,Enterprise Value,13,2,113,12,18,182,84,158,200,189,146,374,289,395,632,312,263,256,256,265,265,Upgrade
3,Last Close Price,0.03,0.03,0.10,0.05,0.06,0.17,0.11,0.15,0.18,0.18,0.15,0.30,0.24,0.31,0.47,0.23,0.20,0.21,0.21,0.21,0.21,Upgrade
4,PE Ratio,-,-3.43,-11.72,-,-,-111.15,-,-,130.94,-,-10.87,-,-,-,-,-20.39,-,-,-,-,-,Upgrade
5,PS Ratio,0.43,0.40,1.37,0.61,0.59,1.64,0.83,0.74,0.65,0.53,0.40,0.84,0.75,1.15,2.38,1.66,2.30,3.28,2.59,1.87,1.56,Upgrade
6,PB Ratio,0.50,0.49,1.72,0.85,0.78,2.47,1.48,2.04,-,2.48,2.12,4.20,-,3.12,4.61,2.28,-,2.05,1.83,1.83,-,Upgrade
7,P/TBV Ratio,0.50,0.50,1.75,0.87,0.80,2.53,1.53,2.10,-,2.56,2.20,4.36,-,3.22,4.77,2.36,-,2.13,1.90,1.90,-,Upgrade
8,EV/Sales Ratio,0.12,0.01,0.99,0.09,0.13,1.15,0.43,0.52,0.49,0.37,0.26,0.71,0.60,0.99,2.16,1.51,2.05,2.70,2.13,1.59,1.32,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,62.25,-,-,-,-,-16.78,-,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,95.73,-,-,-,-,-15.75,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.07,0.07,0.07,0.09,0.10,0.10,0.09,0.09,-,0.09,0.11,0.11,-,0.07,0.08,0.08,-,0.07,0.08,0.08,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,0.11,-,-,-,-,0.63,-,-,-,-,-,Upgrade
13,Asset Turnover,0.91,0.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,6.29,8.42,6.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,1.97,1.97,1.97,2.23,-,2.25,-,2.35,-,2.39,-,1.16,-,0.85,-,1.74,-,4.43,-,3.58,-,Upgrade
16,Current Ratio,2.69,2.69,2.69,3.19,-,2.99,-,3.03,-,3.19,-,1.74,-,1.68,-,2.31,-,7.42,-,5.04,-,Upgrade
17,Return on Equity (ROE),4.13%,4.17%,-34.52%,-29.67%,1.34%,-17.94%,-,-,-78.45%,86.41%,-,-,-7.85%,-1.41%,-,-,-25.46%,-19.34%,-,-,Upgrade,
18,Return on Assets (ROA),-13.97%,-13.95%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-16.64%,-16.68%,-20.12%,-16.11%,-15.90%,-9.61%,-,-,-43.81%,53.91%,-,-,-4.38%,-0.68%,-,-,-14.55%,-11.06%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-12.50%,-,-,-,-,-,Upgrade
21,Earnings Yield,-27.37%,-29.20%,-8.53%,-25.25%,-16.50%,-0.90%,-14.68%,1.81%,0.76%,-14.34%,-9.20%,-9.85%,-10.80%,-0.53%,-1.33%,-4.90%,-8.75%,-10.21%,-10.87%,-10.94%,-13.63%,Upgrade
22,FCF Yield,-63.84%,-17.12%,-2.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-7.77%,-,-,-1.11%,7.01%,-,-,0.70%,2.40%,-,-,0.01%,-2.88%,-,-,1.14%,1.10%,-,-,-0.74%,Upgrade,
24,Total Shareholder Return,-7.77%,-,-,-1.11%,7.01%,-,-,0.70%,2.40%,-,-,0.01%,-2.88%,-,-,1.14%,1.10%,-,-,-0.74%,Upgrade,
