,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,154687,198005,164774,164344,167027,196701,190248,187607,209440,214920,208478,173241,258962,215566,167582,198343,187880,174595,173526,171427,Upgrade
1,Revenue Growth (YoY),-7.39%,0.66%,-13.39%,-12.40%,-20.25%,-8.48%,-8.74%,8.29%,-19.12%,-0.30%,24.40%,-12.66%,37.83%,23.47%,-3.43%,15.70%,29.15%,36.80%,33.15%,28.41%,Upgrade
2,Cost of Revenue,114360,159762,134481,135715,131853,155970,152974,154699,173840,173519,177112,131977,191142,177493,138777,164410,154820,133253,139426,134699,Upgrade
3,Gross Profit,40327,38243,30293,28629,35173,40731,37274,32908,35601,41401,31366,41264,67820,38073,28805,33932,33059,41342,34100,36727,Upgrade
4,"Selling, General & Admin",31962,34628,31029,31092,29850,32455,30680,30230,31960,30000,27608,30761,42498,30689,29907,28066,27687,29496,28439,29577,Upgrade
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1947,-,-,-,1284,Upgrade
6,Operating Expenses,31962,34628,31029,31092,29850,32455,30680,30230,31960,30000,27608,30761,42498,30689,29907,30013,27687,29496,28439,30861,Upgrade
7,Operating Income,8365,3614,-735.44,-2463,5323,8275,6594,2678,3641,11401,3757,10503,25322,7384,-1102,3919,5373,11846,5661,5866,Upgrade
8,Interest Expense,-750.02,-1010,-1606,-2237,-2084,-2831,-3323,-3631,-3143,-2324,-2021,-2011,-1463,-1490,-1530,-1369,-1223,-1276,-1279,-1181,Upgrade
9,Interest & Investment Income,21.22,504.87,927.06,637.91,59.03,776.52,1072,1773,-,981.54,692.58,538.73,943.25,710.08,710.28,457.63,707.7,689.93,374.67,400.05,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1115,-,-615.74,-,-633.23,Upgrade
11,Other Non Operating Income (Expenses),576.89,-745.24,-854.26,-1419,4315,-670.09,-633.29,-927.03,793.15,-1287,-657.72,-769.44,-1221,187.01,175.42,1645,-493.77,-163.21,-235.08,55.19,Upgrade
12,EBT Excluding Unusual Items,8213,2364,-2269,-5481,7613,5550,3710,-106.92,1291,8772,1772,8261,23582,6791,-1746,3537,4363,10481,4521,4507,Upgrade
13,Pretax Income,8213,2364,-2269,-5481,7613,5550,3710,-106.92,1291,8772,1772,8261,23582,6791,-1746,3537,4363,10481,4521,4507,Upgrade
14,Income Tax Expense,855.15,332.49,38.71,306.4,2551,1160,601.65,270.45,-588.17,1475,1534,1657,4664,700.55,108.11,486.76,848.1,2212,1240,1391,Upgrade
15,Net Income,7358,2032,-2307,-5788,5062,4390,3108,-377.38,1879,7297,237.09,6604,18917,6091,-1854,3051,3515,8269,3281,3116,Upgrade
16,Net Income to Common,7358,2032,-2307,-5788,5062,4390,3108,-377.38,1879,7297,237.09,6604,18917,6091,-1854,3051,3515,8269,3281,3116,Upgrade
17,Net Income Growth,45.36%,-53.72%,-,-,169.43%,-39.84%,1211.07%,-,-90.07%,19.82%,-,116.48%,438.17%,-26.35%,-,-2.09%,-60.09%,1409.50%,2755.82%,215.37%,Upgrade
18,Shares Outstanding (Basic),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Upgrade
19,Shares Outstanding (Diluted),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Upgrade
20,Shares Change (YoY),-0.06%,0.08%,0.15%,-0.67%,0.11%,-0.02%,-0.10%,0.65%,-0.08%,-0.06%,0.08%,-0.00%,0.01%,0.10%,-0.05%,-0.02%,0.02%,-0.29%,0.31%,-,Upgrade
21,EPS (Basic),1472.00,406.00,-461.00,-1158.00,1012.00,878.00,622.00,-75.00,376.00,1459.00,47.40,1321.00,3783.00,1217.00,-371.00,610.23,703.00,1653.94,656.14,623.10,Upgrade
22,EPS (Diluted),1472.00,406.00,-461.00,-1158.00,1012.00,878.00,622.00,-75.00,376.00,1459.00,47.40,1321.00,3783.00,1217.00,-371.00,609.95,703.00,1653.94,656.14,622.72,Upgrade
23,EPS Growth,45.45%,-53.76%,-,-,169.15%,-39.82%,1212.36%,-,-90.06%,19.89%,-,116.58%,438.12%,-26.42%,-,-2.05%,-60.10%,1413.96%,2747.01%,-,Upgrade
24,Free Cash Flow,15141,30001,67154,19941,-31465,27764,40700,20998,-,776.74,-18682,-4371,-13556,2936,-10039,-26713,3509,7152,-8251,-,Upgrade
25,Free Cash Flow Per Share,3029.12,5994.70,13417.26,3989.93,-6290.79,5552.30,8144.16,4173.15,-,155.30,-3734.63,-874.40,-2710.86,586.67,-2008.53,-5343.34,701.72,1430.38,-1649.94,-,Upgrade
26,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1800.000,-,-,-,1000.000,Upgrade
27,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.00%,-,-,-,-,Upgrade
28,Gross Margin,26.07%,19.31%,18.38%,17.42%,21.06%,20.71%,19.59%,17.54%,17.00%,19.26%,15.04%,23.82%,26.19%,17.66%,17.19%,17.11%,17.60%,23.68%,19.65%,21.42%,Upgrade
29,Operating Margin,5.41%,1.83%,-0.45%,-1.50%,3.19%,4.21%,3.47%,1.43%,1.74%,5.30%,1.80%,6.06%,9.78%,3.43%,-0.66%,1.98%,2.86%,6.78%,3.26%,3.42%,Upgrade
30,Profit Margin,4.76%,1.03%,-1.40%,-3.52%,3.03%,2.23%,1.63%,-0.20%,0.90%,3.40%,0.11%,3.81%,7.31%,2.83%,-1.11%,1.54%,1.87%,4.74%,1.89%,1.82%,Upgrade
31,Free Cash Flow Margin,9.79%,15.15%,40.76%,12.13%,-18.84%,14.12%,21.39%,11.19%,-,0.36%,-8.96%,-2.52%,-5.23%,1.36%,-5.99%,-13.47%,1.87%,4.10%,-4.76%,-,Upgrade
32,EBITDA,9855,5115,796.31,-827,7163,10185,8509,4624,5606,13367,6484,12444,27272,9269,704.21,5280,7223,13376,7267,7561,Upgrade
33,EBITDA Margin,6.37%,2.58%,0.48%,-0.50%,4.29%,5.18%,4.47%,2.46%,2.68%,6.22%,3.11%,7.18%,10.53%,4.30%,0.42%,2.66%,3.84%,7.66%,4.19%,4.41%,Upgrade
34,D&A For EBITDA,1490,1500,1532,1636,1840,1910,1915,1946,1966,1966,2727,1941,1950,1885,1806,1361,1850,1530,1606,1695,Upgrade
35,EBIT,8365,3614,-735.44,-2463,5323,8275,6594,2678,3641,11401,3757,10503,25322,7384,-1102,3919,5373,11846,5661,5866,Upgrade
36,EBIT Margin,5.41%,1.83%,-0.45%,-1.50%,3.19%,4.21%,3.47%,1.43%,1.74%,5.30%,1.80%,6.06%,9.78%,3.43%,-0.66%,1.98%,2.86%,6.78%,3.26%,3.42%,Upgrade
37,Effective Tax Rate,10.41%,14.06%,-,-,33.51%,20.89%,16.22%,-,-,16.81%,86.62%,20.06%,19.78%,10.32%,-,13.76%,19.44%,21.10%,27.43%,30.87%,Upgrade
38,Revenue as Reported,154687,198005,164774,164344,167027,196701,190248,187607,209440,214920,208478,173241,258962,215566,167582,198343,187880,174595,173526,171427,Upgrade
