,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+13 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+13 Quarters
0,Revenue,9075,8795,11729,18077,20481,16368,15929,23467,19232,16688,16921,10510,9232,13052,13993,16101,13991,15067,17938,21165,Upgrade
1,Revenue Growth (YoY),-55.69%,-46.27%,-26.37%,-22.97%,6.50%,-1.92%,-5.86%,123.28%,108.33%,27.86%,20.92%,-34.72%,-34.02%,-13.37%,-21.99%,-23.93%,-9.54%,16.87%,7.09%,1.56%,Upgrade
2,Cost of Revenue,8433,8534,10812,14805,16246,13979,12871,16895,13839,11723,12306,8052,7658,10012,10737,11498,11220,13170,14785,15489,Upgrade
3,Gross Profit,642.73,261.63,917.12,3272,4235,2390,3059,6572,5392,4966,4615,2458,1573,3040,3256,4603,2771,1897,3152,5676,Upgrade
4,"Selling, General & Admin",2349,1570,1771,2909,2609,2967,2692,3000,2748,2624,2566,2490,2359,3088,2719,2543,2538,3014,2544,2541,Upgrade
5,Operating Expenses,2349,1570,1771,2909,2609,2967,2692,3000,2748,2624,2566,2490,2359,3088,2719,2543,2538,3014,2544,2541,Upgrade
6,Operating Income,-1706,-1308,-854.22,363.23,1626,-577.2,366.97,3572,2644,2341,2048,-32.23,-785.34,-47.88,536.95,2060,232.7,-1117,608.76,3134,Upgrade
7,Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.35,-7.95,Upgrade
8,Interest & Investment Income,678.21,1092,1075,990.25,778.12,721.33,712.47,711.82,716.04,603.38,619.44,666.57,748.3,764.19,743.32,587.9,570.96,595.83,361.84,324.02,Upgrade
9,Other Non Operating Income (Expenses),600.86,164.98,1.03,-1.66,0,60.93,0,-514.76,-138.72,-6.12,0,2.5,0,-377.41,0,-23.52,2.98,54.63,0,0,Upgrade
10,EBT Excluding Unusual Items,-427.24,-51.46,222.31,1352,2404,205.06,1079,3769,3221,2939,2668,636.83,-37.04,338.9,1280,2624,806.64,-466.09,967.25,3451,Upgrade
11,Gain (Loss) on Sale of Investments,-52.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Pretax Income,-479.99,-51.46,222.31,1352,2404,205.06,1079,3769,3221,2939,2668,636.83,-37.04,338.9,1280,2624,806.64,-466.09,967.25,3451,Upgrade
13,Income Tax Expense,-130.13,0.3,54.66,287.64,491.04,222.84,226.09,866.97,682.23,211.89,544.35,143.06,-,-256.9,268.05,527.84,182.33,-80.99,203.95,711.11,Upgrade
14,Net Income,-349.85,-51.76,167.65,1064,1913,-17.77,853.35,2902,2539,2727,2123,493.77,-37.04,595.8,1012,2096,624.32,-385.1,763.3,2739,Upgrade
15,Net Income to Common,-349.85,-51.76,167.65,1064,1913,-17.77,853.35,2902,2539,2727,2123,493.77,-37.04,595.8,1012,2096,624.32,-385.1,763.3,2739,Upgrade
16,Net Income Growth,-,-,-80.35%,-63.33%,-24.65%,-,-59.81%,487.74%,-,357.64%,109.78%,-76.45%,-,-,32.61%,-23.47%,-27.32%,-,27.06%,69.52%,Upgrade
17,Shares Outstanding (Basic),14,13,14,14,14,18,14,14,14,14,14,14,12,14,14,14,14,14,14,14,Upgrade
18,Shares Outstanding (Diluted),14,13,14,14,14,18,14,14,14,14,14,14,12,14,14,14,14,14,14,14,Upgrade
19,Shares Change (YoY),1.67%,-27.20%,1.50%,0.01%,-0.26%,29.07%,-0.18%,0.76%,11.76%,-0.61%,-0.56%,-0.55%,-11.00%,0.74%,-0.09%,0.19%,0.13%,0.94%,1.65%,-0.33%,Upgrade
20,EPS (Basic),-25.00,-4.00,12.00,77.00,139.00,-1.00,62.00,210.00,184.00,198.00,154.00,36.00,-3.00,43.00,73.00,152.00,45.00,-28.00,55.00,199.00,Upgrade
21,EPS (Diluted),-25.00,-4.00,12.00,77.00,139.00,-1.00,62.00,210.00,184.00,198.00,154.00,36.00,-3.00,43.00,73.00,152.00,45.00,-28.00,55.00,199.00,Upgrade
22,EPS Growth,-,-,-80.65%,-63.33%,-24.46%,-,-59.74%,483.33%,-,360.47%,110.96%,-76.32%,-,-,32.73%,-23.62%,-27.42%,-,25.00%,70.09%,Upgrade
23,Free Cash Flow,-,3835,2164,1927,-2036,-,3895,765.95,-1578,8275,-3638,-,-1120,-2824,-1736,5987,668.84,1741,-1058,3816,Upgrade
24,Free Cash Flow Per Share,-,296.37,154.90,139.44,-147.96,-,282.96,55.42,-114.36,600.88,-263.85,-,-90.69,-203.81,-125.18,434.09,48.21,126.57,-76.25,277.24,Upgrade
25,Dividend Per Share,-,168.000,-,-,-,-,-,-,-,290.000,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Gross Margin,7.08%,2.97%,7.82%,18.10%,20.68%,14.60%,19.20%,28.00%,28.04%,29.76%,27.27%,23.39%,17.04%,23.29%,23.27%,28.59%,19.81%,12.59%,17.57%,26.82%,Upgrade
27,Operating Margin,-18.80%,-14.87%,-7.28%,2.01%,7.94%,-3.53%,2.30%,15.22%,13.75%,14.03%,12.10%,-0.31%,-8.51%,-0.37%,3.84%,12.79%,1.66%,-7.41%,3.39%,14.81%,Upgrade
28,Profit Margin,-3.85%,-0.59%,1.43%,5.89%,9.34%,-0.11%,5.36%,12.37%,13.20%,16.34%,12.55%,4.70%,-0.40%,4.56%,7.23%,13.02%,4.46%,-2.56%,4.26%,12.94%,Upgrade
29,Free Cash Flow Margin,-,43.60%,18.45%,10.66%,-9.94%,-,24.45%,3.26%,-8.21%,49.58%,-21.50%,-,-12.13%,-21.64%,-12.40%,37.18%,4.78%,11.55%,-5.90%,18.03%,Upgrade
30,EBIT,-1706,-1308,-854.22,363.23,1626,-577.2,366.97,3572,2644,2341,2048,-32.23,-785.34,-47.88,536.95,2060,232.7,-1117,608.76,3134,Upgrade
31,EBIT Margin,-18.80%,-14.87%,-7.28%,2.01%,7.94%,-3.53%,2.30%,15.22%,13.75%,14.03%,12.10%,-0.31%,-8.51%,-0.37%,3.84%,12.79%,1.66%,-7.41%,3.39%,14.81%,Upgrade
