,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,386,249,169,229,230,207,288,409,438,864,576,Upgrade
1,Market Cap Growth,8.54%,8.54%,-26.50%,10.56%,-20.00%,-49.30%,-34.21%,-52.67%,-24.00%,-2.26%,-59.14%,Upgrade
2,Enterprise Value,-465,-548,-571,-512,-431,-418,-241,163,87,524,54,Upgrade
3,Last Close Price,0.34,0.22,0.15,0.20,0.20,0.18,0.25,0.35,0.38,0.75,0.50,Upgrade
4,PE Ratio,-,-6.06,-,40.19,8.46,-1.55,-,4.43,3.70,25.76,-,Upgrade
5,Forward PE,-,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,Upgrade
6,PS Ratio,2.05,1.32,0.71,0.93,0.83,0.73,0.95,1.07,1.18,2.60,1.28,Upgrade
7,PB Ratio,0.26,0.17,0.12,0.16,0.16,0.15,0.21,0.26,0.27,0.54,0.39,Upgrade
8,P/TBV Ratio,0.17,0.17,0.12,0.16,0.16,0.15,0.21,0.26,0.27,0.54,0.39,Upgrade
9,P/FCF Ratio,5.38,3.47,3.64,6.45,3.41,1.91,4.45,-,-,4.69,-,Upgrade
10,P/OCF Ratio,3.44,3.44,3.60,6.42,3.41,1.62,3.42,-,-,4.40,2.93,Upgrade
11,PEG Ratio,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,-,-,0.43,0.23,1.58,0.12,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,2.31,1.79,41.81,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,5.83,-,-39.35,-,Upgrade
15,EV/FCF Ratio,-6.48,-,-,-,-,-,-,-,-,2.85,-,Upgrade
16,Debt / Equity Ratio,-,-,-,-,-,-,-,-,0.10,0.10,0.16,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,0.90,-,Upgrade
18,Return on Capital Employed (ROCE),0.16%,-,1.81%,2.43%,2.18%,2.87%,3.44%,1.78%,-,-0.83%,-,Upgrade
19,Earnings Yield,-10.65%,-16.51%,-39.29%,2.49%,11.82%,-64.61%,-44.79%,22.58%,27.04%,3.88%,13.14%,Upgrade
20,FCF Yield,18.60%,28.84%,27.50%,15.52%,29.28%,52.30%,22.50%,-30.41%,16.16%,21.31%,32.01%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,3.47%,3.56%,0.10%,Upgrade,
22,Total Shareholder Return,-,-,-,-,-,-,-,3.47%,3.56%,0.10%,Upgrade,
