,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,89.28,98.62,140.44,107.25,168.76,114.67,188.93,191.74,179.39,152.47,Upgrade
1,Revenue Growth (YoY),-36.43%,-8.04%,-16.78%,-6.48%,-10.67%,-40.19%,5.32%,25.75%,-39.81%,-49.62%,Upgrade
2,Cost of Revenue,44.04,55.62,61.18,60.78,80.27,57.22,88.23,105.99,95.56,72.61,Upgrade
3,Gross Profit,45.24,43,79.25,46.46,88.49,57.45,100.69,85.74,83.83,79.86,Upgrade
4,"Selling, General & Admin",45.8,48.22,55.9,33.18,68.79,43.79,62.49,76.17,72.28,82.95,Upgrade
5,Operating Expenses,45.8,40.04,55.9,34,68.79,37.57,72.71,85.8,72.28,104.72,Upgrade
6,Operating Income,-0.56,2.96,23.35,12.46,19.7,19.89,27.99,-0.06,11.55,-24.86,Upgrade
7,Interest Expense,-0.03,-,-0.02,-,-0.21,-0,-0.28,-0.44,-2.32,-6.33,Upgrade
8,Interest & Investment Income,1.59,28.56,3.08,3.82,22.1,10.34,44.42,51.97,40.34,21.63,Upgrade
9,Earnings From Equity Investments,0.45,-5.92,-0,13.24,-1.78,1.98,-0.99,2.53,-0.84,-1.48,Upgrade
10,Currency Exchange Gain (Loss),-,-23.16,-,-1.79,-,1.91,-,5.22,-,-13.63,Upgrade
11,Other Non Operating Income (Expenses),32.16,-23.72,-5.85,-1.15,-3.14,18.98,-10.51,-1.25,17.48,5.51,Upgrade
12,EBT Excluding Unusual Items,33.61,-21.28,20.56,26.59,36.67,53.11,60.62,57.96,66.21,-19.16,Upgrade
13,Gain (Loss) on Sale of Investments,-2.59,-42.82,-17.16,-20.48,-7.15,-214.97,-22.18,6.94,-,-2.7,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-0.43,-,-,Upgrade
15,Asset Writedown,-,-,-,-3.58,-,-1.9,-,-5.01,-,-,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,9.57,-,-,Upgrade
17,Pretax Income,31.02,-64.1,3.4,2.52,29.51,-163.76,38.44,69.04,66.21,-21.86,Upgrade
18,Income Tax Expense,2.74,5.24,0.56,-0.34,5.16,-5.5,9.11,6.06,10.87,-0.04,Upgrade
19,Net Income,28.28,-69.34,2.84,2.87,24.36,-158.26,29.34,62.98,55.34,-21.82,Upgrade
20,Net Income to Common,28.28,-69.34,2.84,2.87,24.36,-158.26,29.34,62.98,55.34,-21.82,Upgrade
21,Net Income Growth,897.46%,-,-88.36%,-,-16.98%,-,-46.99%,-,-43.24%,-,Upgrade
22,Shares Outstanding (Basic),1151,1151,1151,1151,1151,1151,1151,1151,1151,1193,Upgrade
23,Shares Outstanding (Diluted),1151,1151,1151,1151,1151,1151,1151,1151,1151,1193,Upgrade
24,Shares Change (YoY),-,-,-,-,-,-,-,-3.47%,-3.56%,-0.10%,Upgrade
25,EPS (Basic),0.02,-0.06,0.00,0.00,0.02,-0.14,0.03,0.05,0.05,-0.02,Upgrade
26,EPS (Diluted),0.02,-0.06,0.00,0.00,0.02,-0.14,0.03,0.05,0.05,-0.02,Upgrade
27,EPS Growth,897.48%,-,-88.28%,-,-16.00%,-,-47.92%,-,-41.21%,-,Upgrade
28,Free Cash Flow,27.61,44.12,2.43,33.12,34.31,74.09,-9.33,-114.97,185.68,-1.64,Upgrade
29,Free Cash Flow Per Share,0.02,0.04,0.00,0.03,0.03,0.06,-0.01,-0.10,0.16,-0.00,Upgrade
30,Operating Margin,-0.63%,3.01%,16.63%,11.62%,11.67%,17.34%,14.81%,-0.03%,6.44%,-16.31%,Upgrade
31,Profit Margin,31.67%,-70.31%,2.02%,2.67%,14.43%,-138.01%,15.53%,32.85%,30.85%,-14.31%,Upgrade
32,Free Cash Flow Margin,30.92%,44.73%,1.73%,30.89%,20.33%,64.61%,-4.94%,-59.96%,103.51%,-1.07%,Upgrade
33,EBITDA,15.12,18.94,39.42,29.18,37.05,36.56,46.33,24.22,24.41,-11.88,Upgrade
34,D&A For EBITDA,15.68,15.97,16.07,16.72,17.35,16.68,18.35,24.28,12.87,12.98,Upgrade
35,EBIT,-0.56,2.96,23.35,12.46,19.7,19.89,27.99,-0.06,11.55,-24.86,Upgrade
