,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest Income on Loans,64250,66190,55269,40286,20668,19962,19520,20553,28202,31545,Upgrade
1,Interest Income on Investments,6638,5050,1980,1542,1274,488,328,439,734,2634,Upgrade
2,Total Interest Income,70888,71240,57249,41828,21942,20450,19848,20992,28936,34179,Upgrade
3,Interest Paid on Deposits,44906,43370,34041,18399,6621,4451,3906,4890,10300,13559,Upgrade
4,Net Interest Income,25982,27870,23208,23429,15321,15999,15942,16102,18636,20620,Upgrade
5,Net Interest Income Growth (YoY),11.95%,18.96%,51.48%,46.44%,-3.90%,-0.64%,-14.46%,-21.91%,-6.37%,-1.63%,Upgrade
6,Income From Trading Activities,5275,4272,4043,3937,8902,2737,2354,2844,2330,2971,Upgrade
7,Gain (Loss) on Sale of Assets,-2,-1,-4,-,-1,-1,-2,-3,-1,-6,Upgrade
8,Gain (Loss) on Sale of Investments,-1083,-700,709,-1535,-2029,1131,451,2157,2571,570,Upgrade
9,Other Non-Interest Income,5162,3218,2878,3033,3157,4065,6303,4628,5206,5114,Upgrade
10,Total Non-Interest Income,9352,6789,7626,5435,10029,7932,9106,9626,10106,8649,Upgrade
11,Non-Interest Income Growth (YoY),22.63%,24.91%,-23.96%,-31.48%,10.14%,-17.60%,-9.90%,11.30%,9.08%,45.24%,Upgrade
12,Revenues Before Loan Losses,35334,34659,30834,28864,25350,23931,25048,25728,28742,29269,Upgrade
13,Provision for Loan Losses,2081,5164,1169,644,1704,963,1182,1341,1366,1229,Upgrade
14,Revenue,33253,29495,29665,28220,23646,22968,23866,24387,27376,28040,Upgrade
15,Revenue Growth (YoY),12.10%,4.52%,25.45%,22.87%,-0.92%,-5.82%,-12.82%,-13.03%,-3.52%,7.77%,Upgrade
16,Salaries and Employee Benefits,5351,5647,5078,5341,4605,5153,4389,5077,4384,5100,Upgrade
17,Occupancy Expenses,2169,2174,2139,2159,2115,2177,2094,2196,2079,2687,Upgrade
18,"Selling, General & Administrative",-,32,-,39,-,29,5,37,6,-287,Upgrade
19,Other Non-Interest Expense,601,902,635,1996,695,1466,1094,1448,1120,1639,Upgrade
20,Total Non-Interest Expense,8212,8869,7977,9715,7574,8949,7671,8856,7643,9133,Upgrade
21,EBT Excluding Unusual Items,25041,20626,21688,18505,16072,14019,16195,15531,19733,18907,Upgrade
22,Asset Writedown,-325,-1235,-165,-1272,-143,-204,-42,-1172,-509,-371,Upgrade
23,Pretax Income,24716,19391,21523,17233,15929,13815,16153,14359,19224,18536,Upgrade
24,Income Tax Expense,4253,2616,3441,3044,2888,2407,2562,2052,3063,2738,Upgrade
25,Earnings From Continuing Operations,20463,16775,18082,14189,13041,11408,13591,12307,16161,15798,Upgrade
26,Minority Interest in Earnings,-423,-354,-388,-174,274,-324,-327,-342,-263,-173,Upgrade
27,Net Income,20040,16421,17694,14015,13315,11084,13264,11965,15898,15625,Upgrade
28,Preferred Dividends & Other Adjustments,-,696,696,697,693,690,688,687,689,695,Upgrade
29,Net Income to Common,20040,15725,16998,13318,12622,10394,12576,11278,15209,14930,Upgrade
30,Net Income Growth,13.26%,17.17%,32.89%,26.44%,0.38%,-7.36%,-16.57%,-23.42%,-11.43%,7.69%,Upgrade
31,Basic Shares Outstanding,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,Upgrade
32,Diluted Shares Outstanding,10573,10573,10573,10573,10573,10573,10573,10573,10573,10573,Upgrade
33,EPS (Basic),1.90,1.49,1.61,1.26,1.19,0.98,1.19,1.07,1.44,1.41,Upgrade
34,EPS (Diluted),1.90,1.49,1.61,1.26,1.19,0.98,1.19,1.07,1.44,1.41,Upgrade
35,EPS Growth,17.90%,18.07%,34.67%,28.13%,0.37%,-7.84%,-17.31%,-24.46%,-11.85%,2.90%,Upgrade
36,Dividend Per Share,0.570,1.145,0.527,0.910,0.447,0.683,0.447,0.795,0.447,0.992,Upgrade
37,Dividend Growth,8.16%,25.82%,17.90%,33.24%,0%,-14.09%,0%,-19.86%,-17.98%,7.48%,Upgrade
