,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,45.56,45.56,42,44.45,42.35,33.48,40.68,42.07,39.27,28.79,33.97,40.91,42.72,26.8,29.36,34.27,32.36,16.73,31.86,23.85,Upgrade
1,Revenue Growth (YoY),7.58%,36.10%,3.25%,5.64%,7.84%,16.27%,19.76%,2.84%,-8.07%,7.45%,15.68%,19.39%,32.04%,60.15%,-7.83%,43.69%,26.42%,-11.90%,37.29%,11.39%,Upgrade
2,Cost of Revenue,26.97,26.97,25.1,26.16,25.5,20.15,23.45,28.66,24.28,19.14,21.54,21.43,25.82,15.57,17.22,20.51,18.8,9.35,19.67,13.34,Upgrade
3,Gross Profit,18.59,18.59,16.9,18.28,16.85,13.33,17.23,13.41,14.99,9.65,12.43,19.48,16.9,11.23,12.15,13.76,13.55,7.39,12.19,10.5,Upgrade
4,"Selling, General & Admin",11.99,11.99,14.95,11.14,9.9,9.21,10.02,8.58,9.82,8.71,11.51,8.81,9.29,8.39,11.21,7.31,7.31,6.02,11.41,6.66,Upgrade
5,Research & Development,4.03,4.03,3.31,2.94,2.75,2.59,2.98,2.73,2.93,1.98,3.86,2.95,2.64,1.24,2.28,2.03,1.7,1.36,2.06,2.28,Upgrade
6,Other Operating Expenses,-0.52,-0.52,-0.86,0.29,-1.75,-0.2,0.73,-0.67,-0.57,-0.07,-1.26,-0.82,-0.48,-0.75,-0.12,0.03,-0.05,-0.11,-1.46,-0,Upgrade
7,Operating Expenses,15.5,15.5,17.4,14.37,10.89,11.6,13.73,10.64,12.17,10.62,14.11,10.95,11.46,8.88,13.37,9.36,8.96,7.27,12.02,8.93,Upgrade
8,Operating Income,3.09,3.09,-0.5,3.91,5.95,1.73,3.5,2.78,2.82,-0.96,-1.68,8.53,5.44,2.35,-1.22,4.4,4.59,0.12,0.17,1.57,Upgrade
9,Interest Expense,-1.63,-1.63,-1.76,-1.67,-1.16,-2.32,-1.29,-1.96,-1.85,-1.4,-1.72,-1.62,-1.41,-1.24,-1.63,-1.61,-1.4,-1.45,-1.94,-1.43,Upgrade
10,Interest & Investment Income,0.02,0.02,-,0.32,0.02,0,0.02,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.18,0,Upgrade
11,Currency Exchange Gain (Loss),0.03,0.03,0.07,-,-,-,0.48,-,-,-,0.03,-,-,-,-0.23,-,-,-,-0.07,-,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.02,-,Upgrade
13,EBT Excluding Unusual Items,1.52,1.52,-2.19,2.56,4.81,-0.59,2.72,0.83,0.98,-2.35,-3.36,6.93,4.04,1.12,-3.08,2.79,3.2,-1.33,-1.67,0.14,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-1.98,-,-0.02,-,-0.58,-,-,-,-0.34,-,-,-,-0.31,-,-,-,-0.13,-,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,0.05,-,-,-,0.02,-,-,-,-0.02,-,-,-,0.05,-,-,-,-,-,Upgrade
16,Pretax Income,1.52,1.52,-4.12,2.56,4.8,-0.59,2.16,0.83,0.98,-2.35,-3.72,6.93,4.04,1.12,-3.33,2.79,3.2,-1.33,-1.8,0.14,Upgrade
17,Income Tax Expense,0.12,0.12,-0.18,0.34,0.48,-0.31,0.38,0.18,0.25,-0.62,-0.74,0.63,1,0.05,-0.01,0.03,0.44,-0.29,-0.4,-0.08,Upgrade
18,Net Income,1.4,1.4,-3.94,2.22,4.31,-0.28,1.78,0.64,0.73,-1.73,-2.98,6.29,3.04,1.07,-3.31,2.76,2.76,-1.03,-1.4,0.22,Upgrade
19,Net Income to Common,1.4,1.4,-3.94,2.22,4.31,-0.28,1.78,0.64,0.73,-1.73,-2.98,6.29,3.04,1.07,-3.31,2.76,2.76,-1.03,-1.4,0.22,Upgrade
20,Net Income Growth,-67.47%,-,-,245.00%,494.52%,-,-,-89.80%,-76.18%,-,-,128.06%,10.16%,-,-,1149.54%,1096.05%,-,-,-,Upgrade
21,Shares Outstanding (Basic),38,38,38,37,38,38,38,32,38,38,38,39,39,38,38,39,38,38,38,38,Upgrade
22,Shares Outstanding (Diluted),38,38,38,37,38,38,38,32,38,38,38,39,39,38,38,39,38,38,38,38,Upgrade
23,Shares Change (YoY),-,-,-,15.00%,0.61%,-,-,-18.37%,-0.97%,-,-,-0.22%,0.40%,-,-,2.68%,-0.33%,-,11.91%,18.52%,Upgrade
24,EPS (Basic),0.04,0.04,-0.10,0.06,0.11,-0.01,0.05,0.02,0.02,-0.05,-0.08,0.16,0.08,0.03,-0.09,0.07,0.07,-0.03,-0.04,0.01,Upgrade
25,EPS (Diluted),0.04,0.04,-0.10,0.06,0.11,-0.01,0.05,0.02,0.02,-0.05,-0.08,0.16,0.08,0.03,-0.09,0.07,0.07,-0.03,-0.04,0.01,Upgrade
26,EPS Growth,-67.47%,-,-,200.00%,490.90%,-,-,-87.50%,-75.95%,-,-,128.57%,9.72%,-,-,1116.97%,1100.00%,-,-,-,Upgrade
27,Free Cash Flow,-1.3,-1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Free Cash Flow Per Share,-0.03,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Gross Margin,40.81%,40.81%,40.24%,41.14%,39.78%,39.82%,42.36%,31.89%,38.17%,33.53%,36.59%,47.62%,39.55%,41.92%,41.36%,40.15%,41.89%,44.15%,38.25%,44.05%,Upgrade
30,Operating Margin,6.78%,6.78%,-1.19%,8.81%,14.06%,5.16%,8.62%,6.60%,7.17%,-3.35%,-4.94%,20.86%,12.73%,8.78%,-4.16%,12.84%,14.19%,0.72%,0.54%,6.59%,Upgrade
31,Profit Margin,3.08%,3.08%,-9.38%,4.99%,10.18%,-0.84%,4.38%,1.53%,1.85%,-6.01%,-8.76%,15.39%,7.13%,4.00%,-11.28%,8.05%,8.54%,-6.18%,-4.41%,0.93%,Upgrade
32,Free Cash Flow Margin,-2.86%,-2.86%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,EBITDA,5.33,5.33,3.01,6.19,7.55,4,5.78,5.59,4.6,1.85,1.14,10.71,7.32,4.53,0.95,6.74,6.59,2.46,2.51,3.64,Upgrade
34,EBITDA Margin,11.70%,11.70%,7.16%,13.93%,17.83%,11.96%,14.21%,13.29%,11.72%,6.43%,3.35%,26.18%,17.14%,16.90%,3.25%,19.66%,20.37%,14.68%,7.86%,15.27%,Upgrade
35,D&A For EBITDA,2.24,2.24,3.51,2.28,1.6,2.28,2.28,2.81,1.79,2.81,2.81,2.18,1.89,2.18,2.18,2.33,2,2.33,2.33,2.07,Upgrade
36,EBIT,3.09,3.09,-0.5,3.91,5.95,1.73,3.5,2.78,2.82,-0.96,-1.68,8.53,5.44,2.35,-1.22,4.4,4.59,0.12,0.17,1.57,Upgrade
37,EBIT Margin,6.78%,6.78%,-1.19%,8.81%,14.06%,5.16%,8.62%,6.60%,7.17%,-3.35%,-4.94%,20.86%,12.73%,8.78%,-4.16%,12.84%,14.19%,0.72%,0.54%,6.59%,Upgrade
38,Effective Tax Rate,7.66%,7.66%,-,13.37%,10.11%,-,17.47%,22.23%,25.89%,-,-,9.11%,24.63%,4.68%,-,1.15%,13.69%,-,-,-,Upgrade
