,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,112.33,113.81,139.18,113.1,165.66,154.11,217.17,118.42,106.17,87.92,Upgrade
1,Revenue Growth (YoY),-19.29%,0.63%,-15.98%,-26.61%,-23.72%,30.14%,104.54%,34.69%,18.97%,8.06%,Upgrade
2,Cost of Revenue,110.11,87.82,107.86,104.94,111.28,99.9,91.67,69.08,72.74,73.43,Upgrade
3,Gross Profit,2.22,25.99,31.32,8.16,54.38,54.21,125.5,49.34,33.44,14.49,Upgrade
4,"Selling, General & Admin",-,0.42,-,0.69,-,0.64,-,1.51,-,1.33,Upgrade
5,Other Operating Expenses,4.46,10.02,5.27,6.85,4.57,8.99,2.59,3.29,3.37,0.8,Upgrade
6,Operating Expenses,10.11,20.12,15.08,19.91,15.88,24.75,14.5,20.15,16.84,15.71,Upgrade
7,Operating Income,-7.89,5.87,16.24,-11.75,38.5,29.46,111,29.19,16.6,-1.21,Upgrade
8,Interest Expense,-3.92,-4.18,-4.18,-4.01,-3.89,-5.18,-7.46,-8.09,-9.45,-11.07,Upgrade
9,Interest & Investment Income,0.84,1.01,0.4,0.32,0.05,0.02,0.02,0.02,0.03,0.06,Upgrade
10,Currency Exchange Gain (Loss),-0.94,1.92,0.48,-3.46,-2.08,1.23,-0.53,2.45,5.23,-0.66,Upgrade
11,Other Non Operating Income (Expenses),0.9,1.62,0.43,3.24,2.57,0.52,-3.02,-8.38,-1.23,-3.32,Upgrade
12,EBT Excluding Unusual Items,-11,6.24,13.36,-15.66,35.15,26.05,100.02,15.18,11.18,-16.2,Upgrade
13,Gain (Loss) on Sale of Investments,-,-0.02,-,-0.33,-0,-0.01,-,-0.46,-,-0.02,Upgrade
14,Gain (Loss) on Sale of Assets,0.01,0.01,1.87,-0.11,-0.28,12.19,-0,0.16,0.22,0.47,Upgrade
15,Asset Writedown,-,-90.32,-73.58,9.82,-112.99,-,-,75.83,-,-0.14,Upgrade
16,Legal Settlements,-,-,-,-,-,2.05,-2.05,5.03,-5.03,-,Upgrade
17,Other Unusual Items,-2.07,-2.09,-2.05,-2.09,-2.05,-4.14,-,-,-,-,Upgrade
18,Pretax Income,-13.05,-86.18,-60.39,-8.37,-80.17,36.14,97.96,95.74,6.37,-15.9,Upgrade
19,Income Tax Expense,0.17,4.96,5.36,1.53,-2.23,0.32,-0.27,1.16,0.44,-2.45,Upgrade
20,Earnings From Continuing Operations,-13.23,-91.14,-65.75,-9.9,-77.94,35.82,98.23,94.58,5.93,-13.45,Upgrade
21,Minority Interest in Earnings,-0.01,0.03,0.05,-0.11,0.06,-0.02,0.04,0.03,0.01,-0.02,Upgrade
22,Net Income,-13.24,-91.11,-65.7,-10.01,-77.89,35.8,98.27,94.61,5.94,-13.47,Upgrade
23,Net Income to Common,-13.24,-91.11,-65.7,-10.01,-77.89,35.8,98.27,94.61,5.94,-13.47,Upgrade
24,Net Income Growth,-,-,-,-,-,-62.16%,1554.12%,-,-,-,Upgrade
25,Shares Outstanding (Basic),8520,8520,8520,7730,7100,7098,7094,7093,7093,7093,Upgrade
26,Shares Outstanding (Diluted),8520,8520,8520,7730,7100,7098,7094,7093,7093,7093,Upgrade
27,Shares Change (YoY),-,10.22%,20.00%,8.91%,0.08%,0.06%,0.01%,-,-,-,Upgrade
28,EPS (Basic),-0.00,-0.01,-0.01,-0.00,-0.01,0.01,0.01,0.01,0.00,-0.00,Upgrade
29,EPS (Diluted),-0.00,-0.01,-0.01,-0.00,-0.01,0.01,0.01,0.01,0.00,-0.00,Upgrade
30,EPS Growth,-,-,-,-,-,-62.19%,1555.08%,-,-,-,Upgrade
31,Free Cash Flow,-10.85,13.77,1.8,-24.24,41.53,72.49,79.4,39.73,18.42,16.65,Upgrade
32,Free Cash Flow Per Share,-0.00,0.00,0.00,-0.00,0.01,0.01,0.01,0.01,0.00,0.00,Upgrade
33,Operating Margin,-7.02%,5.16%,11.67%,-10.39%,23.24%,19.11%,51.11%,24.65%,15.63%,-1.38%,Upgrade
34,Profit Margin,-11.79%,-80.06%,-47.20%,-8.85%,-47.02%,23.23%,45.25%,79.89%,5.60%,-15.32%,Upgrade
35,Free Cash Flow Margin,-9.66%,12.10%,1.29%,-21.43%,25.07%,47.04%,36.56%,33.55%,17.35%,18.94%,Upgrade
36,EBITDA,-2.24,15.42,26.05,-2.92,49.81,41.01,122.91,41.06,30.07,10.69,Upgrade
37,D&A For EBITDA,5.65,9.55,9.81,8.83,11.31,11.55,11.9,11.88,13.47,11.9,Upgrade
38,EBIT,-7.89,5.87,16.24,-11.75,38.5,29.46,111,29.19,16.6,-1.21,Upgrade
