,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1150,1108,912,784,1133,1406,1605,1916,993,603,837,Upgrade
1,Market Cap Growth,41.30%,41.30%,-19.55%,-44.24%,-29.38%,-26.61%,61.57%,217.71%,18.64%,-61.01%,151.06%,Upgrade
2,Enterprise Value,1332,1187,1124,1104,1357,1903,2618,3377,2665,2382,2682,Upgrade
3,Last Close Price,0.09,0.13,0.11,0.09,0.13,0.19,0.22,0.27,0.14,0.08,0.12,Upgrade
4,PE Ratio,-,-,-,-,-,-,1.53,1.28,1.27,-10.34,-,Upgrade
5,Forward PE,-,0.65,0.65,0.65,0.65,1.09,9.68,9.68,9.68,9.68,5.41,Upgrade
6,PS Ratio,0.43,0.63,0.46,0.40,0.52,0.56,0.55,0.74,0.57,0.40,0.61,Upgrade
7,PB Ratio,0.35,0.51,0.40,0.26,0.32,0.40,0.40,0.52,0.34,0.27,0.39,Upgrade
8,P/TBV Ratio,0.51,0.51,0.40,0.26,0.32,0.40,0.40,0.52,0.33,0.27,0.39,Upgrade
9,P/FCF Ratio,50.45,-,7.49,-4.46,-,1.57,1.35,2.07,2.20,2.22,3.84,Upgrade
10,P/OCF Ratio,6.65,-,2.11,5.79,-,1.41,1.25,1.93,2.00,1.88,3.25,Upgrade
11,EV/Sales Ratio,0.75,0.67,0.57,0.56,0.62,0.76,0.90,1.30,1.53,1.58,1.94,Upgrade
12,EV/EBITDA Ratio,12.82,-,3.47,6.09,-,2.67,2.05,2.65,4.83,7.54,13.00,Upgrade
13,EV/EBIT Ratio,-,-,6.51,31.35,-,3.57,2.39,3.10,7.51,19.97,-,Upgrade
14,EV/FCF Ratio,58.42,-,9.24,-6.28,-,2.13,2.21,3.65,5.91,8.76,12.30,Upgrade
15,Debt / Equity Ratio,0.23,0.23,0.23,0.19,0.17,0.24,0.23,0.42,0.55,0.77,0.84,Upgrade
16,Debt / FCF Ratio,21.66,-,4.33,-3.25,-,0.92,0.77,1.66,3.60,6.30,8.32,Upgrade
17,Return on Capital Employed (ROCE),-,-,6.39%,1.00%,-,12.66%,22.72%,21.10%,7.85%,3.07%,-,Upgrade
18,Earnings Yield,-70.84%,-73.57%,-134.38%,-75.69%,-60.48%,-23.49%,65.15%,78.19%,78.50%,-9.67%,-35.98%,Upgrade
19,FCF Yield,1.98%,2.06%,13.35%,-22.43%,11.90%,63.65%,73.82%,48.30%,45.40%,45.08%,26.04%,Upgrade
20,Buyback Yield / Dilution,-4.86%,-,-10.22%,-20.00%,-8.91%,-0.08%,-0.06%,-0.01%,-,-,-,Upgrade
21,Total Shareholder Return,-4.86%,-,-10.22%,-20.00%,-8.91%,-0.08%,-0.06%,-0.01%,-,-,-,Upgrade
