,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Other Revenue,-,-,-,-,-,-1114,1114,-,-,-,Upgrade
1,Revenue,1390,1207,1603,1090,2915,2905,1114,622,833.8,1514,Upgrade
2,Revenue Growth (YoY),-13.27%,10.75%,-45.02%,-62.47%,161.67%,367.04%,33.61%,-58.92%,-40.19%,-41.01%,Upgrade
3,Cost of Revenue,977.8,721.4,960.2,705.6,1573,1860,664.1,430.7,621.8,904.3,Upgrade
4,Gross Profit,412.3,486,642.5,384.6,1342,1045,449.9,191.3,212,609.9,Upgrade
5,"Selling, General & Admin",231.3,226.8,298,272.8,327.6,358.8,265.3,177.5,229.8,273.6,Upgrade
6,Other Operating Expenses,-14.1,-12,-5.5,-6,-7.1,-2.3,-5.4,-9.4,-1.9,-9.2,Upgrade
7,Operating Expenses,584,590.6,668,651,698.3,696.4,595.9,499.9,557.8,598.7,Upgrade
8,Operating Income,-171.7,-104.6,-25.5,-266.4,643.5,348.5,-146,-308.6,-345.8,11.2,Upgrade
9,Interest Expense,-653.9,-695.8,-521.1,-406.1,-190.9,-180.6,-173.6,-151,-243.3,-303.1,Upgrade
10,Interest & Investment Income,35.3,24.8,35.1,24.8,14.9,22.1,38,47.6,49.7,65,Upgrade
11,Earnings From Equity Investments,-3,2.6,-7.8,-7.4,-3.6,10.9,0.7,3.3,1.5,16.9,Upgrade
12,Other Non Operating Income (Expenses),1.1,-3.5,-2.5,-2.4,-2.5,-3.4,-5.5,-4,-5.1,-5,Upgrade
13,EBT Excluding Unusual Items,-792.2,-776.5,-521.8,-657.5,461.4,197.5,-286.4,-412.7,-543,-215,Upgrade
14,Impairment of Goodwill,-,-,-,-,-,-261,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-67.7,-133.9,-46.1,-17.8,-40.1,-175.8,13.9,152.2,-170.1,15.3,Upgrade
16,Gain (Loss) on Sale of Assets,68.1,-138.2,-14.2,-20.5,-5.6,68.4,-0.8,-3,52.6,480,Upgrade
17,Asset Writedown,-143.5,-34.9,-33.4,-30.4,1.5,-14.9,15.5,-158,-170.1,-107.2,Upgrade
18,Other Unusual Items,-,-,-,-,23.7,-,-,-,-,-,Upgrade
19,Pretax Income,-935.3,-1084,-615.5,-726.2,440.9,-185.8,-257.8,-421.5,-830.6,173.1,Upgrade
20,Income Tax Expense,87.4,-50.6,36.2,-27.8,142,213.5,-12.1,-3.9,-5.4,18.3,Upgrade
21,Earnings From Continuing Operations,-1023,-1033,-651.7,-698.4,298.9,-399.3,-245.7,-417.6,-825.2,154.8,Upgrade
22,Minority Interest in Earnings,600.1,606.2,408,402.4,-161.6,188,160.2,243.4,459.7,-48.5,Upgrade
23,Net Income,-422.6,-426.7,-243.7,-296,137.3,-211.3,-85.5,-174.2,-365.5,106.3,Upgrade
24,Preferred Dividends & Other Adjustments,24,23.9,24.1,24.6,24.6,24.4,24.4,24,24.1,24.7,Upgrade
25,Net Income to Common,-446.6,-450.6,-267.8,-320.6,112.7,-235.7,-109.9,-198.2,-389.6,81.6,Upgrade
26,Net Income Growth,-,-,-,-,-,-,-,-,-,94.33%,Upgrade
27,Shares Outstanding (Basic),3093,3093,3093,3093,3094,3118,3204,3204,3204,3204,Upgrade
28,Shares Outstanding (Diluted),3093,3093,3093,3093,3094,3118,3204,3204,3204,3204,Upgrade
29,Shares Change (YoY),-,-0.03%,-0.04%,-0.78%,-3.43%,-2.69%,-,-,-,-,Upgrade
30,EPS (Basic),-0.14,-0.15,-0.09,-0.10,0.04,-0.08,-0.03,-0.06,-0.12,0.03,Upgrade
31,EPS (Diluted),-0.14,-0.15,-0.09,-0.10,0.04,-0.08,-0.03,-0.06,-0.12,0.03,Upgrade
32,EPS Growth,-,-,-,-,-,-,-,-,-,170.20%,Upgrade
33,Free Cash Flow,-42.1,232,330.9,339.9,322.2,142.4,31.5,1187,224.8,-160.9,Upgrade
34,Free Cash Flow Per Share,-0.01,0.08,0.11,0.11,0.10,0.05,0.01,0.37,0.07,-0.05,Upgrade
35,Dividend Per Share,-,-,-,-,-,-,-,-,-,0.006,Upgrade
36,Dividend Growth,-,-,-,-,-,-,-,-,-,-61.76%,Upgrade
37,Operating Margin,-12.35%,-8.66%,-1.59%,-24.44%,22.08%,12.00%,-13.11%,-49.61%,-41.47%,0.74%,Upgrade
38,Profit Margin,-32.13%,-37.32%,-16.71%,-29.41%,3.87%,-8.11%,-9.87%,-31.86%,-46.73%,5.39%,Upgrade
39,Free Cash Flow Margin,-3.03%,19.21%,20.65%,31.18%,11.05%,4.90%,2.83%,190.84%,26.96%,-10.63%,Upgrade
40,EBITDA,12.8,86.4,167.1,-68.5,837.5,522,30.7,-140,-178.8,177.8,Upgrade
41,D&A For EBITDA,184.5,191,192.6,197.9,194,173.5,176.7,168.6,167,166.6,Upgrade
42,EBIT,-171.7,-104.6,-25.5,-266.4,643.5,348.5,-146,-308.6,-345.8,11.2,Upgrade
