,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,320342,332569,305670,366804,286107,271435,273881,298334,264099,300779,342351,425493,596668,655357,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,22.52%,22.52%,11.61%,22.95%,8.33%,-9.76%,-20.00%,-29.89%,-55.74%,-54.10%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,298246,317509,287165,363864,293911,279239,275974,306719,272611,290498,318825,407854,571278,629967,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,13100.00,13600.00,12500.00,14488.64,11301.14,10721.59,10818.18,11784.09,9980.05,11366.16,12937.10,16078.96,21115.92,23192.90,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,19.39,20.33,18.95,24.56,19.30,19.51,19.72,23.26,21.82,20.84,19.85,16.06,16.24,15.86,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,1.87,1.87,1.75,2.28,1.92,1.89,1.93,1.99,1.74,1.98,2.40,2.70,3.38,3.36,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,1.18,1.18,1.10,1.29,1.02,0.98,1.00,1.05,0.94,1.08,1.24,1.55,1.96,2.17,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,1.21,1.21,1.13,1.32,1.04,0.99,1.02,1.07,0.96,1.09,1.26,1.58,1.98,2.20,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,10.66,11.06,8.32,11.29,15.92,15.85,-33.30,-,-,-,-94.44,36.30,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,7.84,7.84,7.24,10.09,13.29,15.70,22.78,-,10.83,16.17,48.13,18.09,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.67,1.78,1.64,2.26,1.97,1.95,1.95,2.05,1.79,1.91,2.24,2.59,3.24,3.23,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,7.03,7.51,6.76,8.93,7.16,7.02,7.15,8.33,7.68,7.73,7.80,7.71,8.42,8.50,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,14.71,15.78,13.88,18.89,14.87,15.01,15.55,18.79,17.67,16.29,15.07,12.27,11.87,11.58,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,9.92,10.56,7.81,11.20,16.35,16.31,-33.55,-,-,-,-87.95,34.79,-,-,-,-,-,-,-,-,-,Upgrade
