,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Revenue,46242,45932,48235,37657,42844,32074,36373,32220,41049,40216,38481,32132,31707,55151,57446,50639,31028,26368,40268,43302,Upgrade
1,Revenue Growth (YoY),7.93%,43.21%,32.61%,16.87%,4.37%,-20.24%,-5.48%,0.27%,29.46%,-27.08%,-33.01%,-36.55%,2.19%,109.16%,42.66%,16.94%,-27.79%,-20.92%,5.93%,-6.10%,Upgrade
2,Cost of Revenue,32967,33677,35777,27070,30925,24065,25456,23174,30487,31803,28531,20842,18779,32225,29344,30717,17317,17718,23355,23692,Upgrade
3,Gross Profit,13275,12255,12457,10586,11919,8010,10917,9045,10562,8413,9950,11290,12928,22926,28103,19923,13711,8650,16914,19610,Upgrade
4,"Selling, General & Admin",8237,7001,7667,5551,6303,4188,5625,5171,5802,6012,5554,5018,4845,8442,8816,7385,6794,2734,7522,8896,Upgrade
5,Operating Expenses,8237,7001,7667,5551,6303,4188,5625,5171,5802,6012,5554,5018,4845,8442,8816,7385,6794,2734,7522,8896,Upgrade
6,Operating Income,5038,5253,4790,5035,5616,3821,5292,3874,4760,2401,4396,6272,8083,14484,19286,12537,6917,5916,9392,10713,Upgrade
7,Interest Expense,-204.13,-169.16,-200.63,-181.09,-239.84,-224.65,-232.8,-211.76,-,-,-,-,-8.03,-,-317.81,-415.56,-486.59,-1166,-1320,-1601,Upgrade
8,Interest & Investment Income,275.04,125.51,723.25,34.69,88.52,124.56,403.86,14.59,278.28,153.38,241.69,252.43,264.17,123.07,202.37,164.78,119.88,367.28,393.83,550.94,Upgrade
9,Other Non Operating Income (Expenses),-29.64,-12.65,441.88,4.47,66.99,-16.53,43.32,4.46,2.44,23.82,6,-16.76,4.48,-283.98,-1923,122.46,3.57,-14.74,4.5,-889.25,Upgrade
10,EBT Excluding Unusual Items,5080,5197,5755,4893,5532,3705,5506,3682,5041,2578,4644,6508,8344,14323,17248,12409,6553,5103,8470,8774,Upgrade
11,Pretax Income,5080,5197,5755,4893,5532,3705,5506,3682,5041,2578,4644,6508,8344,14323,17248,12409,6553,5103,8470,8774,Upgrade
12,Income Tax Expense,1032,960.09,1200,944.94,1667,700.09,983.31,720.09,1218,485.43,867.05,1313,1631,3105,3319,2525,561.15,1033,1659,1861,Upgrade
13,Earnings From Continuing Operations,4047,4237,4555,3948,3864,3005,4523,2962,3823,2093,3777,5195,6712,11218,13929,9884,5992,4070,6811,6913,Upgrade
14,Minority Interest in Earnings,-66.64,-127.47,-117.72,-117.59,-110.04,-90.05,-200.86,-39.87,-89.16,-244.17,-178.73,54.4,-164.56,-121.59,-73.19,-54.8,-37.51,-55.32,-74.38,-29.9,Upgrade
15,Net Income,3981,4110,4437,3830,3754,2914,4322,2922,3734,1849,3598,5250,6548,11097,13856,9829,5955,4015,6736,6883,Upgrade
16,Net Income to Common,3981,4110,4437,3830,3754,2914,4322,2922,3734,1849,3598,5250,6548,11097,13856,9829,5955,4015,6736,6883,Upgrade
