,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,110,36,42,57,141,133,133,133,154,164,162,Upgrade
1,Market Cap Growth,-36.61%,-36.61%,-70.55%,-56.92%,5.77%,0%,-13.33%,-18.75%,-4.76%,-2.04%,-28.41%,Upgrade
2,Enterprise Value,92,-11,9,-0,65,69,142,142,162,111,392,Upgrade
3,Last Close Price,0.21,0.07,0.08,0.11,0.28,0.26,0.26,0.26,0.30,0.32,0.32,Upgrade
4,PS Ratio,0.31,0.10,0.08,0.12,0.34,0.38,0.17,0.12,0.17,0.24,0.21,Upgrade
5,PB Ratio,2.25,0.74,0.76,0.96,2.19,1.92,1.88,1.74,1.77,1.63,1.55,Upgrade
6,P/TBV Ratio,0.74,0.74,0.76,0.96,2.19,1.92,1.88,1.74,1.77,1.63,1.55,Upgrade
7,P/FCF Ratio,-,-,-4.33,-,-,52.14,-,1.48,-,-,95.66,Upgrade
8,P/OCF Ratio,-,-,-4.40,-,-,51.82,-,1.48,-,-,95.66,Upgrade
9,EV/Sales Ratio,0.26,-,0.02,-,0.16,0.20,0.18,0.12,0.18,0.16,0.51,Upgrade
10,EV/FCF Ratio,-8.05,-,-0.91,-,-,26.90,-,1.58,-,-,231.84,Upgrade
11,Debt / Equity Ratio,0.06,0.06,0.02,0.03,0.04,0.05,0.06,0.06,2.80,0.87,0.26,Upgrade
12,Debt / FCF Ratio,-,-,-0.11,-,-,1.35,-,0.05,-,-,16.12,Upgrade
13,Earnings Yield,-9.61%,-29.09%,-23.82%,-15.91%,-4.61%,-5.96%,-12.49%,-18.52%,-11.42%,-4.79%,-3.30%,Upgrade
14,FCF Yield,-10.32%,-31.26%,-23.10%,-74.84%,-9.88%,1.92%,182.71%,67.42%,-140.50%,102.45%,1.05%,Upgrade
15,Buyback Yield / Dilution,-,-,-,-,-,-,-,-47.58%,-50.00%,-1.64%,Upgrade,
16,Total Shareholder Return,-,-,-,-,-,-,-,-47.58%,-50.00%,-1.64%,Upgrade,
