,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,2.77,6.26,4.44,7.7,10.12,8.78,8.8,9.17,10.24,10.43,Upgrade
1,Cash & Short-Term Investments,2.77,6.26,4.44,7.7,10.12,8.78,8.8,9.17,10.24,10.43,Upgrade
2,Cash Growth,-37.59%,-18.67%,-56.16%,-12.37%,14.95%,-4.24%,-14.06%,-12.04%,284.39%,170.92%,Upgrade
3,Accounts Receivable,3.32,-,8.27,9.85,3.67,14.63,-,31.86,14.09,14.7,Upgrade
4,Other Receivables,0.8,0.35,0.12,0.35,0.16,0.11,0.35,3.11,3.62,4.6,Upgrade
5,Receivables,4.12,0.35,8.38,10.2,3.83,14.74,0.35,34.97,17.71,19.3,Upgrade
6,Prepaid Expenses,0,0,0.01,0,-,0.2,0.35,0.01,-,-,Upgrade
7,Other Current Assets,-,1.18,-,1.25,-,0.9,1.41,3.4,-,-,Upgrade
8,Total Current Assets,6.89,7.79,12.83,19.15,13.95,24.62,10.91,47.54,27.96,29.72,Upgrade
9,"Property, Plant & Equipment",0.31,0.03,0.02,0.02,0.02,0,0,0.06,0.16,0.25,Upgrade
10,Total Assets,7.2,7.82,12.85,19.17,13.97,24.62,10.91,47.6,28.11,29.98,Upgrade
11,Accounts Payable,-,-,4.68,9.83,3.37,13.59,-,-,2.51,11.15,Upgrade
12,Short-Term Debt,-,-,-,-,-,-,-,31.12,11.1,3.14,Upgrade
13,Current Portion of Leases,0.25,0.14,0.24,0.29,0.28,0.28,0.28,0.14,0.24,0.32,Upgrade
14,Current Income Taxes Payable,0.05,0.05,0.05,0.05,-,-,-,-,-,-,Upgrade
15,Current Unearned Revenue,-,-,-,-,-,1,-,2.5,-,-,Upgrade
16,Other Current Liabilities,0.47,0.67,0.2,0.72,1.32,0.45,0.44,2.66,1.23,1.87,Upgrade
17,Total Current Liabilities,0.77,0.87,5.18,10.9,4.98,15.31,0.71,36.42,15.09,16.48,Upgrade
18,Long-Term Leases,0.12,-,-,0.05,0.16,0.26,0.35,-,-,0.06,Upgrade
19,Total Liabilities,0.89,0.87,5.18,10.95,5.14,15.57,1.06,36.42,15.09,16.54,Upgrade
20,Common Stock,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,Upgrade
21,Additional Paid-In Capital,21.87,21.87,21.87,21.87,21.87,21.87,21.87,21.87,21.87,21.87,Upgrade
22,Retained Earnings,-16.22,-15.57,-14.86,-14.3,-13.69,-13.48,-12.68,-11.35,-9.5,-9.09,Upgrade
23,Shareholders' Equity,6.31,6.96,7.67,8.22,8.84,9.05,9.85,11.18,13.03,13.44,Upgrade
24,Total Liabilities & Equity,7.2,7.82,12.85,19.17,13.97,24.62,10.91,47.6,28.11,29.98,Upgrade
25,Total Debt,0.37,0.14,0.24,0.34,0.44,0.53,0.63,31.26,11.34,3.52,Upgrade
26,Net Cash (Debt),2.4,6.12,4.2,7.35,9.68,8.25,8.18,-22.09,-1.1,6.91,Upgrade
27,Net Cash Growth,-42.79%,-16.79%,-56.67%,-10.84%,18.38%,-,-,-,-,674.66%,Upgrade
28,Net Cash Per Share,0.00,0.01,0.01,0.01,0.02,0.02,0.02,-0.04,-0.00,0.02,Upgrade
29,Filing Date Shares Outstanding,513.18,513.18,513.18,513.18,513.18,513.18,513.18,513.18,513.18,513.18,Upgrade
30,Total Common Shares Outstanding,513.18,513.18,513.18,513.18,513.18,513.18,513.18,513.18,513.18,513.18,Upgrade
31,Working Capital,6.12,6.93,7.65,8.26,8.97,9.31,10.2,11.12,12.87,13.25,Upgrade
32,Book Value Per Share,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,Upgrade
33,Tangible Book Value,6.31,6.96,7.67,8.22,8.84,9.05,9.85,11.18,13.03,13.44,Upgrade
34,Tangible Book Value Per Share,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,Upgrade
35,Machinery,-,0.21,-,0.19,-,0.16,-,0.16,-,0.16,Upgrade
36,Leasehold Improvements,-,0.03,-,0.03,-,0.03,-,0.03,-,0.03,Upgrade
