,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,12.34,29.85,7.84,12.64,9.3,10.13,5.18,10.66,3.75,5.24
1,Short-Term Investments,3.45,3.46,5.36,4.8,4.09,4.65,4.34,3.94,5.9,6.96
2,Cash & Short-Term Investments,15.8,33.32,13.21,17.44,13.39,14.79,9.52,14.6,9.65,12.19
3,Cash Growth,19.59%,91.09%,-1.32%,17.91%,40.67%,1.27%,-1.35%,19.76%,-23.27%,-61.02%
4,Accounts Receivable,104.04,63.27,121.54,117.75,145.64,155.13,160.5,134.79,155.71,182.95
5,Other Receivables,0.09,0.09,-,-,-,-,-,0.09,0.45,2.64
6,Receivables,104.12,63.36,121.54,117.75,145.64,155.13,160.5,134.88,156.16,185.59
7,Total Current Assets,119.92,96.67,134.75,135.19,159.03,169.92,170.02,149.48,165.8,197.79
8,"Property, Plant & Equipment",32.82,39.2,45.73,39.62,44.4,46.91,53.73,54.06,59.59,58.71
9,Other Long-Term Assets,5.09,5.05,4.42,4.36,4.26,4.24,4.28,4.28,3.83,4.41
10,Total Assets,157.83,140.92,184.89,179.17,207.68,221.06,228.03,207.81,229.22,260.9
11,Accounts Payable,22.86,15.52,35.07,37.04,37.25,57.46,63.74,37.63,45.77,76.99
12,Accrued Expenses,4.96,5.27,8.3,7.93,8.32,9.54,12.25,11.48,9.73,7.84
13,Short-Term Debt,-,18.56,-,17.23,-,20.1,28.15,32.91,39.24,37.24
14,Current Portion of Long-Term Debt,26.97,3.58,28.37,9.7,23.46,3.69,-,5.31,-,2.69
15,Current Portion of Leases,3.97,4.07,4.59,0.76,0.73,0.61,2.17,2.25,1.83,5.59
16,Current Income Taxes Payable,-,-,0.08,0.08,0.05,0.01,0.45,-,-,-
17,Current Unearned Revenue,0.28,2.42,5.87,4.26,0.38,2.5,-,0.25,5.8,4.67
18,Other Current Liabilities,12.68,9.32,20.96,21.88,18.36,16.81,11.56,8.41,12.93,16.56
19,Total Current Liabilities,71.73,58.73,103.24,98.89,88.55,110.72,118.31,98.23,115.31,151.57
20,Long-Term Debt,4.31,0.04,0.25,2.38,7.01,0.59,1.44,2.18,5.4,1.17
21,Long-Term Leases,2.66,4.57,6.05,0.97,1.36,-,-,0.61,1.48,1.47
22,Long-Term Deferred Tax Liabilities,0.14,0.14,0.14,0.14,2.91,2.91,2.19,2.19,1.55,1.55
23,Total Liabilities,78.83,63.47,109.67,102.37,99.83,114.23,121.94,103.22,123.74,155.76
24,Common Stock,8,8,8,8,8,8,8,8,8,8
25,Additional Paid-In Capital,123.37,123.37,123.37,123.37,123.37,123.37,123.37,123.37,123.37,123.37
26,Retained Earnings,7.76,6.21,3.98,5.56,36.61,35.6,34.85,33.36,34.25,33.91
27,Comprehensive Income & Other,-60.13,-60.13,-60.13,-60.13,-60.13,-60.13,-60.13,-60.13,-60.13,-60.13
28,Total Common Equity,78.99,77.45,75.22,76.79,107.85,106.83,106.09,104.59,105.48,105.14
29,Shareholders' Equity,78.99,77.45,75.22,76.79,107.85,106.83,106.09,104.59,105.48,105.14
30,Total Liabilities & Equity,157.83,140.92,184.89,179.17,207.68,221.06,228.03,207.81,229.22,260.9
31,Total Debt,37.91,30.8,39.26,31.04,32.56,25,31.75,43.26,47.95,48.15
32,Net Cash (Debt),-22.12,2.52,-26.05,-13.6,-19.18,-10.21,-22.24,-28.66,-38.31,-35.96
33,Net Cash Per Share,-0.03,0.00,-0.03,-0.02,-0.02,-0.01,-0.03,-0.04,-0.05,-0.04
34,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
35,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
36,Working Capital,48.19,37.94,31.5,36.3,70.48,59.2,51.71,51.25,50.49,46.21
37,Book Value Per Share,0.10,0.10,0.09,0.10,0.13,0.13,0.13,0.13,0.13,0.13
38,Tangible Book Value,78.99,77.45,75.22,76.79,107.85,106.83,106.09,104.59,105.48,105.14
39,Tangible Book Value Per Share,0.10,0.10,0.09,0.10,0.13,0.13,0.13,0.13,0.13,0.13
40,Machinery,-,99.16,-,97.73,-,97.45,-,93.96,-,59.91
41,Leasehold Improvements,-,0.53,-,0.53,-,0.53,-,0.53,-,0.53
