,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,749,616,392,266,224,249,277,336,277,280,294,Upgrade
1,Market Cap Growth,131.58%,131.58%,75.00%,7.04%,-18.99%,-26.04%,0%,20.00%,-5.95%,42.86%,121.05%,Upgrade
2,Enterprise Value,418,321,120,15,-65,-87,46,40,52,43,154,Upgrade
3,Last Close Price,1.07,0.88,0.51,0.32,0.25,0.20,0.22,0.27,0.21,0.22,0.22,Upgrade
4,PE Ratio,9.52,7.83,5.64,3.52,6.58,-,5.25,5.91,10.97,-,4.19,Upgrade
5,PS Ratio,2.31,1.90,1.28,1.07,0.97,0.82,0.80,1.08,1.10,1.15,1.00,Upgrade
6,PB Ratio,3.47,2.56,1.91,1.40,1.19,0.77,0.77,1.08,0.91,1.22,1.11,Upgrade
7,P/TBV Ratio,3.08,3.08,2.46,1.78,1.57,1.03,1.05,1.50,1.28,1.52,1.37,Upgrade
8,P/FCF Ratio,6.63,5.45,3.75,2.39,3.49,-,2.01,-,44.57,-,3.61,Upgrade
9,P/OCF Ratio,5.44,5.44,3.74,2.39,3.48,-,2.00,-,42.48,-,3.53,Upgrade
10,EV/Sales Ratio,1.29,0.99,0.39,0.06,-,-,0.13,0.13,0.21,0.18,0.53,Upgrade
11,EV/EBITDA Ratio,4.15,3.22,1.39,0.19,-,-,0.75,0.50,1.39,-,1.85,Upgrade
12,EV/EBIT Ratio,4.26,3.27,1.42,0.19,-,-,0.79,0.51,1.48,-,1.88,Upgrade
13,EV/FCF Ratio,3.71,2.84,1.15,0.14,-,-,0.33,-,8.33,-,1.90,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.03,-,-,-,-,-,-,-,-,Upgrade
15,Debt / FCF Ratio,0.05,0.05,0.06,-,-,-,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),40.08%,40.08%,40.33%,41.54%,15.68%,-,16.04%,25.09%,11.48%,-,30.88%,Upgrade
17,Earnings Yield,10.51%,12.78%,17.73%,28.38%,15.19%,8.76%,19.05%,16.91%,9.12%,17.79%,23.89%,Upgrade
18,FCF Yield,15.07%,18.33%,26.70%,41.82%,28.65%,70.72%,49.74%,-4.26%,2.24%,24.55%,27.69%,Upgrade
19,Dividend Yield,7.84%,-,24.61%,21.56%,41.33%,37.73%,-,-,-,-,-,Upgrade
20,Total Shareholder Return,7.84%,-,24.61%,21.56%,41.33%,37.73%,-,-,-,-,-,Upgrade
