,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,959.99,708.69,540.92,101.82,1134,521.75,546.73,408.34,593.87,492.78,475.98,312.93,746.17,529.22,527.95,322.94,642.93,313.13,248.05,-158.58,Upgrade
1,Other Revenue,-63.16,63.16,-,595.51,-321.72,321.72,-,162.62,-70.26,70.26,-,236.81,-132.51,132.51,-,232.66,-97.9,97.9,-,780.77,Upgrade
2,Revenue,896.83,771.85,540.92,697.33,812.5,843.47,546.73,570.96,523.61,563.04,475.98,549.74,613.67,661.72,527.95,555.6,545.03,411.03,248.05,622.2,Upgrade
3,Revenue Growth (YoY),10.38%,-8.49%,-1.06%,22.13%,55.17%,49.81%,14.87%,3.86%,-14.68%,-14.91%,-9.84%,-1.05%,12.59%,60.99%,112.84%,-10.70%,9.53%,-11.50%,-29.49%,93.66%,Upgrade
4,Cost of Revenue,815.36,698.19,483.45,685.93,748.32,798.66,482.6,518.78,462.4,515.83,415.36,508.9,543.6,597.69,466.35,505.53,470.01,372.36,220.37,579.39,Upgrade
5,Gross Profit,81.47,73.66,57.46,11.4,64.18,44.81,64.14,52.17,61.21,47.21,60.62,40.84,70.06,64.03,61.6,50.07,75.02,38.67,27.68,42.81,Upgrade
6,"Selling, General & Admin",37.96,31.74,29.33,28.36,31.78,25.25,23.44,18.04,21.7,18.65,20.58,15.23,22.55,14.19,18.11,11.6,16.45,15.42,12.64,14.31,Upgrade
7,Research & Development,24.59,24.8,17.9,14.76,23.74,26.3,19.93,19.55,18.27,16.42,13.67,15.18,18.08,16.55,14.36,15.98,17.08,12.51,8.05,14.7,Upgrade
8,Other Operating Expenses,-7.4,3.29,-5.02,-0.8,-1.15,0.73,0.85,9.06,-0.94,0.89,1.24,7.38,-0.07,2.26,1.29,9.29,0.18,-1.04,0.37,11.22,Upgrade
9,Operating Expenses,53.49,63.14,40.75,40.7,57.16,51.01,46.9,45.85,39.12,37,38.08,31.53,39.45,34.8,34.25,39.19,35.44,31.54,18.63,40.01,Upgrade
10,Operating Income,27.97,10.52,16.72,-29.3,7.01,-6.21,17.24,6.32,22.09,10.21,22.54,9.32,30.61,29.23,27.34,10.88,39.58,7.13,9.04,2.8,Upgrade
11,Interest Expense,-22.57,-21.51,-21.41,-23.04,-18.54,-19.76,-16.67,-18,-16.31,-15.63,-10.42,-13.2,-14.26,-12.69,-11.06,-14.71,-10.22,-9.12,-7.7,-9.94,Upgrade
12,Interest & Investment Income,0.25,0.24,0.56,-,1.73,92.68,0.8,4,0.89,1.64,0.43,2.37,0.16,1.6,1.32,1.16,0.07,1.91,0.05,0.38,Upgrade
13,Currency Exchange Gain (Loss),-0.79,0.79,-,1.56,-1.47,1.47,-,4.09,-1.33,1.33,-,-2.14,0.69,-0.69,-,-1.45,-0.34,0.34,-,0.24,Upgrade
14,Other Non Operating Income (Expenses),-1.43,-0.34,-1.11,-1.75,0.36,0.26,-1.01,-3.34,2.59,0.25,-1.22,0.88,-1.57,1.25,-2.14,0.15,-1.94,0.62,-1.12,-2.25,Upgrade
15,EBT Excluding Unusual Items,3.44,-10.31,-5.24,-52.54,-10.91,68.44,0.36,-6.92,7.93,-2.2,11.32,-2.77,15.63,18.7,15.47,-3.97,27.16,0.87,0.27,-8.76,Upgrade
16,Gain (Loss) on Sale of Investments,1.85,2.75,2.94,3.42,2.3,3.51,3.09,1.19,2.05,2.93,1.64,5.87,3.44,0.86,1.62,-0.16,1.08,-0.79,1.8,3.78,Upgrade
17,Gain (Loss) on Sale of Assets,0.03,-0.19,-0.01,0.03,-0.33,-0.11,-0.01,-0.52,-0.58,0.45,-0.01,-0.05,0.12,-,-,0.01,0.08,0.01,-0.01,0.02,Upgrade
18,Asset Writedown,-22.33,9.88,-9.95,9.15,-9.95,3.28,-3.28,9.38,-9.64,4.19,-4.27,6.36,-6.43,4.76,-4.68,12.87,-12.85,10.59,-10.63,1.66,Upgrade
19,Other Unusual Items,-2.32,2.32,-,1.4,0.43,-0.43,-,8.17,-,-,-,4.84,-,-,-,8.91,-,-,-,11.09,Upgrade
20,Pretax Income,-19.34,4.44,-12.26,-38.54,-18.46,74.7,0.16,11.3,-0.23,5.37,8.68,14.24,12.76,24.32,12.41,17.66,15.47,10.68,-8.58,7.8,Upgrade
21,Income Tax Expense,-1.68,1.22,2.14,-3.55,-1.83,13.36,-0.83,-0.27,-3.42,-1.63,1.58,1.65,-3.07,2.02,1.6,1.08,0.77,0.04,-0.62,-1.43,Upgrade
22,Earnings From Continuing Operations,-17.66,3.23,-14.4,-34.99,-16.63,61.34,0.99,11.56,3.18,7,7.1,12.6,15.83,22.3,10.8,16.58,14.7,10.65,-7.95,9.22,Upgrade
23,Minority Interest in Earnings,7.75,6.98,1.57,9.48,6.22,-8.19,2.9,2.12,0.07,-0.63,-0.08,-0.84,-0.2,-0.4,0.23,0.07,0.31,0.36,0.21,0.36,Upgrade
24,Net Income,-9.91,10.21,-12.84,-25.51,-10.41,53.15,3.89,13.69,3.25,6.38,7.01,11.76,15.64,21.9,11.03,16.65,15.01,11.01,-7.74,9.58,Upgrade
25,Net Income to Common,-9.91,10.21,-12.84,-25.51,-10.41,53.15,3.89,13.69,3.25,6.38,7.01,11.76,15.64,21.9,11.03,16.65,15.01,11.01,-7.74,9.58,Upgrade
26,Net Income Growth,-,-80.80%,-,-,-,733.40%,-44.59%,16.36%,-79.22%,-70.88%,-36.42%,-29.38%,4.17%,98.96%,-,73.90%,273.09%,15.07%,-,216.81%,Upgrade
27,Shares Outstanding (Basic),728,98,428,418,394,489,389,485,355,542,351,399,501,456,368,376,717,267,387,501,Upgrade
28,Shares Outstanding (Diluted),728,98,428,418,394,489,389,485,355,542,351,399,501,456,368,376,717,267,387,501,Upgrade
29,Shares Change (YoY),84.60%,-79.95%,10.09%,-13.79%,10.96%,-9.83%,10.82%,21.48%,-29.13%,18.97%,-4.64%,6.22%,-30.12%,70.97%,-4.99%,-24.96%,73.56%,-50.63%,31.65%,15.32%,Upgrade
30,EPS (Basic),-0.01,0.10,-0.03,-0.06,-0.03,0.11,0.01,0.03,0.01,0.01,0.02,0.03,0.03,0.05,0.03,0.04,0.02,0.04,-0.02,0.02,Upgrade
31,EPS (Diluted),-0.01,0.10,-0.03,-0.06,-0.03,0.11,0.01,0.03,0.01,0.01,0.02,0.03,0.03,0.05,0.03,0.04,0.02,0.04,-0.02,0.02,Upgrade
32,EPS Growth,-,-4.19%,-,-,-,824.29%,-50.00%,-4.21%,-70.68%,-75.53%,-33.33%,-33.52%,49.05%,16.37%,-,131.74%,114.96%,133.08%,-,174.73%,Upgrade
33,Free Cash Flow,-7.89,-77.85,-179.91,-103.33,-148.92,-30.67,-106.7,-127.75,-44.51,-73.03,-100.89,139.49,-4.36,-70.09,-10.29,-105.49,-52.9,-19.01,44.02,1.09,Upgrade
34,Free Cash Flow Per Share,-0.01,-0.79,-0.42,-0.25,-0.38,-0.06,-0.27,-0.26,-0.13,-0.13,-0.29,0.35,-0.01,-0.15,-0.03,-0.28,-0.07,-0.07,0.11,0.00,Upgrade
35,Dividend Per Share,-,-,-,0.020,-,-,-,0.025,-,-,-,0.040,-,-,-,0.020,-,-,-,0.013,Upgrade
36,Dividend Growth,-,-,-,-20.00%,-,-,-,-37.50%,-,-,-,100.00%,-,-,-,53.85%,-,-,-,30.00%,Upgrade
37,Gross Margin,9.08%,9.54%,10.62%,1.63%,7.90%,5.31%,11.73%,9.14%,11.69%,8.38%,12.74%,7.43%,11.42%,9.68%,11.67%,9.01%,13.76%,9.41%,11.16%,6.88%,Upgrade
38,Operating Margin,3.12%,1.36%,3.09%,-4.20%,0.86%,-0.74%,3.15%,1.11%,4.22%,1.81%,4.73%,1.69%,4.99%,4.42%,5.18%,1.96%,7.26%,1.73%,3.65%,0.45%,Upgrade
39,Profit Margin,-1.10%,1.32%,-2.37%,-3.66%,-1.28%,6.30%,0.71%,2.40%,0.62%,1.13%,1.47%,2.14%,2.55%,3.31%,2.09%,3.00%,2.75%,2.68%,-3.12%,1.54%,Upgrade
40,Free Cash Flow Margin,-0.88%,-10.09%,-33.26%,-14.82%,-18.33%,-3.64%,-19.52%,-22.38%,-8.50%,-12.97%,-21.20%,25.37%,-0.71%,-10.59%,-1.95%,-18.99%,-9.71%,-4.63%,17.75%,0.17%,Upgrade
41,EBITDA,49.92,34.67,38.66,-7.36,26.3,16,36.52,25.6,39.03,28.85,39.47,26.25,46.27,45.52,43,26.54,53.96,22.49,23.43,17.19,Upgrade
42,EBITDA Margin,5.57%,4.49%,7.15%,-1.06%,3.24%,1.90%,6.68%,4.48%,7.45%,5.12%,8.29%,4.78%,7.54%,6.88%,8.15%,4.78%,9.90%,5.47%,9.45%,2.76%,Upgrade
43,D&A For EBITDA,21.94,24.15,21.94,21.94,19.28,22.21,19.28,19.28,16.94,18.64,16.94,16.94,15.66,16.29,15.66,15.66,14.39,15.37,14.39,14.39,Upgrade
44,EBIT,27.97,10.52,16.72,-29.3,7.01,-6.21,17.24,6.32,22.09,10.21,22.54,9.32,30.61,29.23,27.34,10.88,39.58,7.13,9.04,2.8,Upgrade
45,EBIT Margin,3.12%,1.36%,3.09%,-4.20%,0.86%,-0.74%,3.15%,1.11%,4.22%,1.81%,4.73%,1.69%,4.99%,4.42%,5.18%,1.96%,7.26%,1.73%,3.65%,0.45%,Upgrade
46,Effective Tax Rate,-,27.41%,-,-,-,17.88%,-,-,-,-,18.24%,11.56%,-,8.31%,12.93%,6.11%,4.98%,0.33%,-,-,Upgrade
47,Revenue as Reported,896.83,771.85,540.92,697.33,812.5,843.47,546.73,570.96,523.61,563.04,475.98,549.74,613.67,661.72,527.95,555.6,545.03,411.03,248.05,622.2,Upgrade
