,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,6769,6360,5767,6941,5942,4931,6119,6803,7378,11754,Upgrade
1,Short-Term Investments,587.5,335.04,310.54,397.65,380.63,345.58,244.73,253.44,441.29,963.54,Upgrade
2,Trading Asset Securities,577.56,512.86,717.19,530.46,539.84,984.31,732.25,444.18,463.85,610.28,Upgrade
3,Cash & Short-Term Investments,7934,7208,6795,7869,6862,6261,7096,7501,8283,13328,Upgrade
4,Cash Growth,16.77%,-8.41%,-0.98%,25.69%,-3.30%,-16.53%,-14.33%,-43.72%,-27.39%,29.64%,Upgrade
5,Accounts Receivable,585.15,632.15,439.26,707.29,771.04,567.64,373.73,2343,2614,447.29,Upgrade
6,Other Receivables,897.81,189.35,140.17,169.12,178.89,152.85,240.31,210.81,267.06,207.95,Upgrade
7,Receivables,1483,821.49,579.42,876.4,949.93,720.49,614.04,2554,2881,655.24,Upgrade
8,Inventory,12759,11960,11548,11500,12197,12561,12727,12560,3536,6436,Upgrade
9,Restricted Cash,113.17,120.28,117.23,56.83,53.29,76.08,102.89,170.3,171.75,94,Upgrade
10,Other Current Assets,-,-,50.31,137.81,144.09,28.64,53.5,-,20.95,14.3,Upgrade
11,Total Current Assets,22290,20110,19090,20441,20206,19647,20594,22786,14893,20528,Upgrade
12,"Property, Plant & Equipment",84395,86448,88721,88837,89728,91194,92421,92873,94677,98063,Upgrade
13,Long-Term Investments,2682,2766,2960,2362,2408,3538,5590,1942,1214,1136,Upgrade
14,Other Long-Term Assets,97.22,105.97,37.42,42.7,111.59,142.23,46.82,2.5,-,25.57,Upgrade
15,Total Assets,109589,109554,111163,112056,112887,115080,119251,118395,111780,120594,Upgrade
