,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,34.29,917.76,23.46,32.99,52.9,2217,3093,2876,2277,2289
1,Revenue Growth (YoY),46.19%,2681.69%,-55.66%,-98.51%,-98.29%,-22.92%,35.80%,25.62%,73.02%,165.22%
2,Cost of Revenue,30.32,712.68,18.63,1897,39.75,1486,2157,1968,1400,1327
3,Gross Profit,3.97,205.09,4.82,-1864,13.15,730.91,935.98,907.47,876.86,962.16
4,"Selling, General & Admin",58.43,153.89,126.4,202.38,147.09,291.63,304.26,357.65,310.1,192.89
5,Other Operating Expenses,18.33,84.41,53.77,79.58,8.73,17.89,3.11,-3.35,35.24,9.38
6,Operating Expenses,77.7,259.7,204.46,326.31,155.81,309.52,307.37,354.3,345.33,202.27
7,Operating Income,-73.72,-54.61,-199.64,-2190,-142.67,421.38,628.61,553.17,531.52,759.89
8,Interest Expense,-149.41,-75.26,-103.15,-38.87,-160.23,-94.12,-56.69,-91.77,-43.78,-48.13
9,Interest & Investment Income,0.12,0.14,0.11,11.17,32.71,19.38,14.31,34.19,6.08,13.43
10,Earnings From Equity Investments,-5.86,-12.48,-3.02,8.46,-4.66,-58.35,75.38,63.02,133.08,-8.46
11,Currency Exchange Gain (Loss),1.51,1.59,-,-10.12,10.12,-,-,9.49,-,-0.14
12,Other Non Operating Income (Expenses),4.67,2.02,4.78,-13.35,12.08,1.92,6,15.73,5.66,-1.06
13,EBT Excluding Unusual Items,-222.7,-138.61,-300.91,-2233,-252.64,290.22,667.62,583.83,632.56,715.53
14,Gain (Loss) on Sale of Investments,-,-112.97,-8.25,-18.66,-110.6,-85.53,-23.4,71.09,-,-
15,Gain (Loss) on Sale of Assets,-0.69,-33.27,-,0.29,-,40.63,41.88,0.09,-,-
16,Asset Writedown,-3.04,-33.03,-37.68,-214.86,-30.99,130.12,40.64,55.11,-13.55,2.64
17,Other Unusual Items,-,-,-,54.52,-,-,-,-,-,-
18,Pretax Income,-226.43,-317.89,-346.84,-2412,-394.23,375.43,726.73,710.12,619.01,718.17
19,Income Tax Expense,1.66,72.87,-7.24,-1.65,29.49,278.48,273.29,275.52,313.13,311.46
20,Earnings From Continuing Operations,-228.1,-390.75,-339.6,-2410,-423.72,96.95,453.45,434.6,305.88,406.71
21,Minority Interest in Earnings,0.33,8.5,25.13,377.81,3.39,-173.58,-120.67,-221.34,-2.78,-5.25
22,Net Income,-227.77,-382.25,-314.47,-2032,-420.33,-76.63,332.77,213.26,303.1,401.47
23,Net Income to Common,-227.77,-382.25,-314.47,-2032,-420.33,-76.63,332.77,213.26,303.1,401.47
24,Net Income Growth,-,-,-,-,-,-,9.79%,-46.88%,41.69%,150.04%
25,Shares Outstanding (Basic),5254,5254,5254,5254,5254,5254,5254,5254,5189,4466
26,Shares Outstanding (Diluted),5254,5254,5254,5254,5254,5254,5266,5254,5194,4466
27,Shares Change (YoY),-,-,-,-,-0.23%,-0.01%,1.40%,17.66%,16.29%,-
28,EPS (Basic),-0.04,-0.07,-0.06,-0.39,-0.08,-0.01,0.06,0.04,0.06,0.09
29,EPS (Diluted),-0.04,-0.07,-0.06,-0.39,-0.08,-0.01,0.06,0.04,0.06,0.09
30,EPS Growth,-,-,-,-,-,-,2.72%,-54.33%,21.94%,-
31,Free Cash Flow,-111.51,-66.05,77.94,-1379,-974.76,-1167,-236.45,344.87,-466.01,1120
32,Free Cash Flow Per Share,-0.02,-0.01,0.01,-0.26,-0.19,-0.22,-0.04,0.07,-0.09,0.25
33,Operating Margin,-214.98%,-5.95%,-851.08%,-6639.04%,-269.69%,19.01%,20.33%,19.23%,23.34%,33.19%
34,Profit Margin,-664.19%,-41.65%,-1340.63%,-6159.98%,-794.58%,-3.46%,10.76%,7.42%,13.31%,17.54%
35,Free Cash Flow Margin,-325.18%,-7.20%,332.25%,-4179.54%,-1842.65%,-52.64%,-7.65%,11.99%,-20.46%,48.93%
36,EBITDA,-70.34,-49.98,-196.49,-2186,-139.71,424.67,631.34,557.66,535.34,762.23
37,D&A For EBITDA,3.39,4.63,3.15,4.25,2.95,3.29,2.73,4.49,3.82,2.34
38,EBIT,-73.72,-54.61,-199.64,-2190,-142.67,421.38,628.61,553.17,531.52,759.89
