,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,58.81,126.16,143.05,78.27,1547,2702,2557,2084,720.63,452.46
1,Trading Asset Securities,41.61,44.31,95.64,99.4,136.2,232.82,455.11,494.84,353.39,-
2,Cash & Short-Term Investments,100.42,170.47,238.7,177.67,1683,2935,3012,2579,1074,452.46
3,Cash Growth,-57.93%,-4.05%,-85.82%,-93.95%,-44.13%,13.83%,180.48%,469.89%,400.33%,185.17%
4,Accounts Receivable,9.95,9.67,20,20.93,33.15,37.5,189.27,56.76,66.4,112.81
5,Other Receivables,343.08,1129,379.22,1469,162.06,664.86,201.81,680.92,405.61,70.64
6,Receivables,353.03,1139,399.22,1490,195.21,702.35,391.07,737.68,472.01,183.44
7,Inventory,4707,4581,5963,5266,5990,5374,6095,5259,3662,4709
8,Prepaid Expenses,3.22,3.24,3.24,3.24,-,-,72.44,3.24,-,22.34
9,Restricted Cash,-,-,-,-,-,-,245.04,-,394.03,276.3
10,Other Current Assets,1612,839.21,2274,1690,4258,3246,3634,1759,1435,975.69
11,Total Current Assets,6776,6733,8878,8627,12127,12258,13450,10338,7037,6619
12,"Property, Plant & Equipment",63.19,87.94,95.16,95.68,96.22,71.08,75.74,72.01,25.59,27.74
13,Long-Term Investments,218.39,224.25,274.98,278,288.24,292.9,307.99,225.06,157.59,28.96
14,Other Intangible Assets,3.2,3.88,4.55,5.1,5.78,6.32,7.23,7.62,6.6,5.46
15,Long-Term Deferred Tax Assets,164.3,165.8,168.61,168.84,209.62,168.96,168.81,165.8,191.85,154.08
16,Other Long-Term Assets,3237,3203,3343,3039,2392,2385,2265,1931,1554,1290
17,Total Assets,10462,10417,12765,12213,15118,15182,16275,12739,8973,8617
18,Accounts Payable,1312,1291,1730,1342,1735,1678,1831,1739,1368,1583
19,Accrued Expenses,657.19,1235,674.45,886.51,674.14,760,707.68,924.74,708.94,711.46
20,Short-Term Debt,989.3,908.54,867.67,772.67,917.64,915.93,873.4,871.33,-,62.44
21,Current Portion of Long-Term Debt,4089,4013,2032,1639,1036,1452,1352,823.1,1212,1277
22,Current Portion of Leases,1.47,5.45,5.17,5.16,5.41,1.93,3.88,5.16,4.49,5.71
23,Current Income Taxes Payable,674.42,674.42,772.72,774.36,748.14,726.91,539.4,644.15,657.57,564.04
24,Current Unearned Revenue,1143,1162,2643,2514,2973,2676,4029,2223,451.84,1725
25,Other Current Liabilities,1288,522.6,1030,603.69,522.95,407.93,1070,492.29,574.65,197.29
26,Total Current Liabilities,10154,9812,9755,8537,8612,8619,10406,7723,4977,6126
27,Long-Term Debt,-,-,1963,2223,2576,2144,1207,1073,735.77,781.86
28,Long-Term Leases,0.71,20.09,22.57,25.22,24.91,0.08,0.65,2.13,3.45,4.66
29,Long-Term Deferred Tax Liabilities,59.4,60.17,99.66,109.08,168.69,167.5,136.19,111.16,76.17,82.48
30,Total Liabilities,10214,9892,11840,10895,11381,10931,11749,8909,5793,6995
31,Common Stock,47.97,47.97,47.97,47.97,47.97,47.97,47.97,47.97,47.97,-
32,Additional Paid-In Capital,737.12,737.12,-,737.12,737.12,843.47,843.47,1062,1062,-
33,Retained Earnings,-1015,-787.05,-,-92.34,1932,2352,2424,2091,1875,1570
34,Comprehensive Income & Other,-37.7,14.14,315.79,39.94,34.57,78.02,105.62,43.83,56.88,15.59
35,Total Common Equity,-267.42,12.18,363.76,732.69,2752,3322,3421,3245,3042,1586
36,Minority Interest,514.94,513.24,560.85,585.98,985.79,929.71,1104,584.83,138.01,36.75
37,Shareholders' Equity,247.52,525.42,924.61,1319,3737,4251,4525,3830,3180,1623
38,Total Liabilities & Equity,10462,10417,12765,12213,15118,15182,16275,12739,8973,8617
39,Total Debt,5081,4947,4891,4665,4560,4514,3437,2775,1956,2132
40,Net Cash (Debt),-4980,-4776,-4652,-4488,-2877,-1579,-424.63,-196.21,-881.92,-1679
41,Net Cash Per Share,-0.95,-0.91,-0.89,-0.85,-0.55,-0.30,-0.08,-0.04,-0.17,-0.38
42,Filing Date Shares Outstanding,5254,5254,5254,5254,5254,5254,5254,5254,5254,4466
43,Total Common Shares Outstanding,5254,5254,5254,5254,5254,5254,5254,5254,5254,4466
44,Working Capital,-3378,-3079,-876.8,89.83,3515,3639,3044,2615,2060,493.37
45,Book Value Per Share,-0.05,0.00,0.07,0.14,0.52,0.63,0.65,0.62,0.58,0.36
46,Tangible Book Value,-270.62,8.3,359.21,727.6,2746,3315,3414,3237,3036,1580
47,Tangible Book Value Per Share,-0.05,0.00,0.07,0.14,0.52,0.63,0.65,0.62,0.58,0.35
48,Machinery,-,93.62,-,86.86,-,94.32,-,84.74,-,38.33
49,Leasehold Improvements,-,22.6,-,21.82,-,16.56,-,16.37,-,9.16
