,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,100,147,268,268,473,9405,10245,10350,10718,10771,-
1,Market Cap Growth,-45.10%,-45.10%,-43.33%,-97.15%,-95.38%,-9.14%,-4.41%,-3.90%,-,-,-
2,Enterprise Value,6005,5975,4792,4792,4997,12484,12084,11737,11837,12621,-
3,Last Close Price,0.02,0.03,0.05,0.05,0.09,1.79,1.92,1.94,1.96,1.97,-
4,PE Ratio,-,-,-,-,-,-,-,15.76,17.48,13.93,-
5,PS Ratio,0.10,0.14,0.26,4.39,4.87,3.54,1.57,1.44,1.75,2.15,-
6,PB Ratio,0.55,0.55,0.46,0.27,0.32,2.15,1.96,1.90,2.36,3.09,-
7,P/TBV Ratio,-,-,29.29,0.69,0.57,2.92,2.52,2.52,2.79,3.23,-
8,P/FCF Ratio,-,-,-,-0.19,-,-,-,-,-74.50,-,-
9,P/OCF Ratio,-,-,-,-0.19,-,-,-,-,-140.42,-,-
10,EV/Sales Ratio,5.87,5.84,4.62,78.57,51.46,4.70,1.85,1.64,1.93,2.52,-
11,EV/EBITDA Ratio,-,-,-,-,-,-,9.32,8.21,9.12,8.87,-
12,EV/EBIT Ratio,-,-,-,-,-,-,9.38,8.26,9.19,8.91,-
13,EV/FCF Ratio,-31.47,-,-,-3.41,-,-,-,-,-82.28,-,-
14,Debt / Equity Ratio,20.53,20.53,9.42,5.29,3.54,1.22,1.06,0.76,0.72,0.62,1.31
15,Debt / FCF Ratio,-,-,-,-3.76,-,-,-,-,-22.91,-,2.66
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,16.00%,20.14%,21.62%,32.32%,51.58%
17,Earnings Yield,-656.60%,-445.55%,-286.45%,-946.38%,-586.38%,-6.19%,3.07%,6.34%,5.72%,7.18%,-
18,FCF Yield,-191.12%,-129.69%,4.89%,-524.65%,-562.72%,-26.67%,-16.81%,1.26%,-1.34%,6.66%,-
19,Buyback Yield / Dilution,-,-,-,-,0.23%,0.01%,-1.40%,-17.66%,-16.29%,-,
20,Total Shareholder Return,-,-,-,-,0.23%,0.01%,-1.40%,-17.66%,-16.29%,-,
