,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2315304,2301012,2406773,2092349,1740765,1412049,1080475,1026165,940413,957564,1320581,1320581,2543976,1869393,1958004,1640721,1257696,997581,971856,657432,571680,Upgrade
1,Market Cap Growth,62.96%,62.96%,122.75%,103.90%,85.11%,47.46%,-18.18%,-22.29%,-63.03%,-48.78%,-32.55%,-19.51%,102.27%,87.39%,101.47%,149.57%,120.00%,55.11%,14.09%,-40.57%,-58.85%,Upgrade
2,Enterprise Value,2719990,3281139,3199065,3568564,2820132,2386244,2689039,3156143,2745166,2685329,3582231,2798450,3996567,2930689,3043975,2512919,2226673,2236915,2339122,2129084,1855355,Upgrade
3,Last Close Price,40500.00,40250.00,41550.39,36122.19,28511.33,23127.42,17344.16,16472.37,13962.64,13729.83,18934.87,18934.87,34076.52,25040.50,26227.43,21977.44,15947.52,12649.28,11929.38,8069.87,6630.50,Upgrade
4,PE Ratio,7.18,6.98,8.32,6.59,8.72,10.58,9.13,23.51,-,7.30,7.52,6.76,12.92,10.00,12.17,9.75,7.71,8.32,8.81,5.95,8.89,Upgrade
5,Forward PE,-,11.14,11.14,11.14,12.03,10.57,6.72,6.72,6.45,6.22,7.43,15.39,20.92,10.95,11.71,14.43,6.47,7.38,7.53,15.98,5.31,Upgrade
6,PS Ratio,0.25,0.25,0.26,0.21,0.19,0.16,0.13,0.13,0.13,0.11,0.15,0.16,0.30,0.24,0.27,0.24,0.20,0.18,0.18,0.12,0.10,Upgrade
7,PB Ratio,1.84,1.51,1.66,1.51,1.29,1.10,0.86,0.84,0.74,0.70,0.99,0.99,1.84,1.37,1.57,1.36,1.01,0.83,0.81,0.57,0.50,Upgrade
8,P/TBV Ratio,2.18,2.18,2.38,2.19,1.87,1.63,1.28,1.37,1.19,1.12,1.58,1.60,2.85,2.18,2.54,2.20,1.60,1.34,1.33,0.94,0.82,Upgrade
9,P/FCF Ratio,2.65,2.63,-,2.15,-,-,1.27,1.36,-,-,-2.40,-,-,-,6.10,-,1.89,2.76,2.32,1.39,-,Upgrade
10,P/OCF Ratio,2.50,2.50,-,2.11,-,-,1.22,1.26,-,-,-3.00,-,-6.92,-,5.28,-,1.66,2.22,1.82,1.12,-,Upgrade
11,EV/Sales Ratio,0.29,0.35,0.35,0.37,0.31,0.28,0.32,0.40,0.37,0.31,0.42,0.35,0.47,0.38,0.41,0.36,0.35,0.41,0.42,0.38,0.31,Upgrade
12,EV/EBITDA Ratio,3.98,4.80,4.85,5.22,5.10,5.48,6.49,9.59,8.34,5.68,6.52,4.84,6.90,5.41,6.75,5.46,4.87,5.88,5.97,5.42,5.59,Upgrade
13,EV/EBIT Ratio,4.59,5.54,5.70,6.29,6.47,7.49,9.10,13.44,-,7.11,7.75,5.77,8.29,6.53,8.39,6.76,6.01,7.53,7.68,6.86,7.45,Upgrade
14,EV/FCF Ratio,3.11,3.75,-,3.66,-,-,3.17,4.19,-,-,-6.51,-,-,-,9.48,-,3.34,6.19,5.57,4.51,-,Upgrade
15,Debt / Equity Ratio,0.51,0.51,0.77,0.74,1.07,1.16,0.95,1.40,1.64,1.53,1.43,1.62,1.14,1.05,0.96,0.83,0.77,0.96,1.09,1.26,1.25,Upgrade
16,Debt / EBITDA Ratio,1.14,1.27,2.31,0.94,2.68,2.87,2.07,2.97,30.69,4.79,7.92,3.76,2.46,1.92,3.34,1.74,1.95,3.06,3.28,2.58,7.77,Upgrade
17,Debt / FCF Ratio,0.89,0.89,-,1.06,-,-,1.41,2.27,-,-,-3.46,-,-,-,3.71,-,1.44,3.20,3.10,3.07,-,Upgrade
