,Fiscal Quarter,Q3 2015,Q2 2015,Q1 2015,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,+6 Quarters
,Period Ending,"Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Jan '11 Jan 1, 2011","Sep '10 Sep 30, 2010",+6 Quarters
0,Revenue,125278,62991,75683,48877,52107,45730,64411,66570,32595,26068,58763,47971,58191,43368,92986,42218,74452,59792,98399,98349,Upgrade
1,Revenue Growth (YoY),140.43%,37.74%,17.50%,-26.58%,59.86%,75.43%,9.61%,38.77%,-43.99%,-39.89%,-36.80%,13.63%,-21.84%,-27.47%,-5.50%,-57.07%,-40.85%,0%,14.62%,23.20%,Upgrade
2,Cost of Revenue,106166,46241,63484,39671,43822,39514,54757,62908,27026,21967,53488,41377,51901,35416,77791,37991,65585,45432,89495,77855,Upgrade
3,Gross Profit,19112,16749,12198,9206,8285,6217,9654,3662,5569,4101,5275,6594,6290,7952,15195,4228,8867,14361,8903,20494,Upgrade
4,"Selling, General & Admin",12884,5227,5442,4224,4177,2625,3496,922.68,2506,2417,3556,2567,2729,2274,3261,2653,2939,2891,6056,2969,Upgrade
5,Operating Expenses,12884,5227,5442,4224,4177,2625,3496,922.68,2506,2417,3556,2567,2729,2274,3261,2653,2939,2891,6056,2969,Upgrade
6,Operating Income,6228,11522,6756,4982,4108,3592,6158,2739,3063,1684,1719,4026,3561,5678,11934,1575,5927,11470,2847,17526,Upgrade
7,Interest Expense,-3615,-3832,-3286,-1757,-1939,-2047,-3886,-2277,-3159,-1853,-5172,-2449,-2437,-2795,-2095,-2653,-3314,-1726,-5385,-2503,Upgrade
8,Interest & Investment Income,439.99,518.04,296.87,102.85,210.71,203.37,111.23,90.28,147.26,177.89,126.99,140.42,-,1042,254.91,759.94,588.98,873.67,1052,467.55,Upgrade
9,Earnings From Equity Investments,-,2.21,-,-,0.61,-,6.98,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
