,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,4328,2492,1806,2525,2005,1837,1697,1399,1428,1341,1355,1448,1499,1441,2150,1361,1339,1476,1491,1380,1608,Upgrade
1,Market Cap Growth,35.68%,35.68%,6.43%,80.48%,40.45%,36.91%,25.28%,-3.36%,-4.73%,-6.92%,-36.98%,6.40%,11.93%,-2.36%,44.17%,-1.42%,-16.76%,-11.47%,-14.49%,-34.28%,-7.65%,Upgrade
2,Enterprise Value,4020,2156,1446,2205,1685,1518,1425,1051,1080,972,959,1071,1122,1056,1762,992,971,1123,1117,1332,1560,Upgrade
3,Last Close Price,19.73,11.36,8.17,11.42,9.07,8.30,7.67,6.32,6.45,6.06,6.12,6.54,6.77,6.63,9.89,6.26,6.16,6.79,6.83,6.33,7.37,Upgrade
4,PE Ratio,-,-,-,214.49,-,-,-20.76,-,-,-,-,-,-,-,-,-40.61,-,-,-,-,169.99,Upgrade
5,Forward PE,-,59.83,59.83,59.83,59.83,59.83,59.83,59.83,59.83,59.83,59.83,59.83,59.83,59.83,98.90,131.79,-,-,171.50,158.75,185.00,Upgrade
6,PS Ratio,4.99,3.09,2.16,2.95,2.47,2.30,2.12,1.87,1.86,1.55,1.55,1.53,1.51,1.48,2.19,1.48,1.50,1.57,1.51,1.25,1.30,Upgrade
7,PB Ratio,5.68,3.21,2.25,3.07,2.46,2.24,2.07,1.74,1.75,1.57,1.53,1.57,1.57,1.50,2.19,1.39,1.38,1.50,1.50,1.35,1.57,Upgrade
8,P/TBV Ratio,3.37,3.37,2.35,3.23,2.58,2.34,2.16,1.83,1.83,1.63,1.60,1.63,1.64,1.57,2.29,1.45,1.44,1.57,1.57,1.42,1.65,Upgrade
