,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+19 Quarters
,Period Ending,"Dec '24 Dec 12, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,91,88,91,102,100,121,116,112,112,130,136,149,153,171,182,170,182,170,174,181,236,Upgrade
1,Market Cap Growth,-27.56%,-27.56%,-21.73%,-9.39%,-10.83%,-6.79%,-14.27%,-24.87%,-26.46%,-24.10%,-25.68%,-12.37%,-16.30%,0.89%,4.57%,-5.80%,-22.58%,-21.48%,-26.10%,-28.25%,-1.83%,Upgrade
2,Last Close Price,0.11,0.11,0.11,0.12,0.12,0.15,0.14,0.14,0.14,0.16,0.17,0.18,0.19,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.29,Upgrade
3,PE Ratio,49.04,-,-,8.05,7.81,9.22,11.59,11.35,15.20,-,16.52,21.39,13.49,16.22,28.43,27.06,-63.36,-,78.17,-,15.69,Upgrade
4,PS Ratio,2.03,1.97,1.98,2.15,2.28,2.76,2.81,2.57,2.29,2.55,2.53,2.88,2.99,3.22,3.34,3.09,3.39,3.25,3.37,3.29,3.95,Upgrade
5,PB Ratio,0.23,0.22,0.23,0.26,0.25,0.31,0.28,0.27,-,0.33,0.31,0.34,-,0.37,0.39,0.37,-,0.36,0.37,0.39,-,Upgrade
6,P/FCF Ratio,7.30,7.02,8.37,10.99,21.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,7.01,7.01,8.36,10.98,21.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Debt / Equity Ratio,0.39,0.39,0.39,0.37,0.37,0.39,0.38,0.38,-,0.40,0.40,0.40,-,0.41,0.44,0.44,-,0.46,0.47,0.47,-,Upgrade
9,Debt / FCF Ratio,12.69,12.69,14.58,15.88,31.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Asset Turnover,0.07,0.07,0.08,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
11,Quick Ratio,0.88,0.88,0.88,0.65,0.65,0.51,-,0.50,-,0.50,-,0.46,-,0.45,-,0.47,-,0.49,-,0.51,-,Upgrade
12,Current Ratio,0.90,0.90,0.90,0.79,0.79,0.53,-,0.52,-,0.52,-,0.51,-,0.49,-,0.51,-,0.53,-,0.54,-,Upgrade
13,Return on Equity (ROE),-2.51%,-2.54%,4.09%,4.11%,2.22%,3.04%,-,-,-0.79%,2.75%,-,-,1.51%,1.71%,-,-,-2.04%,1.61%,-,-,Upgrade,
14,Return on Assets (ROA),-1.66%,-1.69%,2.74%,2.75%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
15,Earnings Yield,2.07%,2.15%,7.48%,12.43%,12.81%,10.85%,8.62%,8.81%,6.58%,4.43%,6.05%,4.68%,7.41%,6.17%,3.52%,3.70%,-1.58%,-2.01%,1.28%,0.27%,6.37%,Upgrade
16,FCF Yield,13.69%,14.24%,11.94%,9.10%,4.61%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Dividend Yield,1.45%,0.75%,0.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.96%,-,1.36%,-,Upgrade
18,Payout Ratio,34.80%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Buyback Yield / Dilution,-1.13%,-0.61%,-0.73%,-1.02%,-0.55%,-0.17%,-0.40%,-0.09%,-0.42%,-0.40%,-0.34%,-0.34%,-0.62%,-0.56%,-0.42%,-0.99%,-0.14%,0.03%,-0.01%,1.36%,-0.59%,Upgrade
20,Total Shareholder Return,0.32%,0.15%,-0.36%,-1.02%,-0.55%,-0.17%,-0.40%,-0.09%,-0.42%,-0.40%,-0.34%,-0.34%,-0.62%,-0.56%,-0.42%,-0.99%,-0.14%,1.00%,-0.01%,2.72%,-0.59%,Upgrade
