,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Total Interest Expense,1.07,1.07,1.29,1.29,1.35,1.21,1.18,1.17,1.04,0.88,0.87,0.96,1.18,1.04,1.11,1.12,1.17,1.23,1.3,1.17,Upgrade
1,Net Interest Income,-1.07,-1.07,-1.29,-1.29,-1.35,-1.21,-1.18,-1.17,-1.04,-0.88,-0.87,-0.96,-1.18,-1.04,-1.11,-1.12,-1.17,-1.23,-1.3,-1.17,Upgrade
2,Underwriting & Investment Banking Fee,4.44,4.44,5.93,5.93,5.49,4.52,1.86,5.47,2.65,6.36,6.11,5.85,3.81,3.27,4.65,6.91,4.54,3.49,4.11,6.32,Upgrade
3,Gain on Sale of Investments (Rev),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.05,0.19,-,-,-,Upgrade
4,Other Revenue,6.74,6.74,7.44,7.44,7.56,7.98,8.19,7.71,7.58,8.14,8.95,9,9.29,9.53,9.79,10.15,9.88,9.98,9.33,9.22,Upgrade
5,Revenue,10.12,10.12,12.09,12.09,11.71,11.29,8.86,12.01,9.19,13.63,14.19,13.88,11.92,11.76,13.43,15.99,13.44,12.24,12.14,14.37,Upgrade
6,Revenue Growth (YoY),-13.60%,-10.43%,36.49%,0.64%,27.40%,-17.12%,-37.56%,-13.46%,-22.93%,15.90%,5.65%,-13.16%,-11.26%,-3.98%,10.60%,11.22%,3.31%,-20.84%,-27.88%,-25.70%,Upgrade
7,Cost of Services Provided,8.44,8.44,9.24,9.24,8.46,6.88,7.57,6.7,8.45,9.85,10.79,10.36,9.21,8.64,9.43,11.5,10.15,9.67,9.74,12.41,Upgrade
8,Other Operating Expenses,-0.02,-0.02,0,0,-0,0,0.02,-0.01,-0.01,-0,0.08,-0.14,-0.01,-,1.58,-0.46,-0.61,0.02,1,-0.05,Upgrade
9,Total Operating Expenses,8.42,8.42,9.24,9.24,8.46,6.88,7.59,6.69,8.44,9.85,10.87,10.22,9.2,8.64,11.01,11.04,9.54,9.68,10.74,12.36,Upgrade
10,Operating Income,1.69,1.69,2.85,2.85,3.25,4.41,1.27,5.33,0.75,3.78,3.32,3.66,2.73,3.11,2.41,4.94,3.9,2.56,1.4,2.01,Upgrade
11,Currency Exchange Gains,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,-,Upgrade
12,Other Non-Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.45,-,-,Upgrade
13,EBT Excluding Unusual Items,1.71,1.71,2.86,2.86,3.28,4.42,1.26,5.32,0.78,3.78,3.31,3.64,2.74,3.13,2.42,4.94,3.91,3.03,1.49,1.99,Upgrade
14,Asset Writedown,-3.5,-3.5,3.05,3.05,-,-,4.89,-,-1,-,-0.67,-,-,-,3.6,-2.3,-5.36,-,-5.27,-,Upgrade
15,Other Unusual Items,-,-,0.14,0.14,-,-,0.03,0.04,0.26,0.16,-,-,-,-,1.56,-,-,-,-0.32,-,Upgrade
16,Pretax Income,-1.79,-1.79,6.04,6.04,3.28,4.42,6.19,5.36,0.04,3.94,2.64,3.64,2.74,3.13,7.58,2.64,-1.46,3.03,-3.94,2.03,Upgrade
17,Income Tax Expense,0.74,0.74,2.02,2.02,1.03,1.21,1.86,1.12,0.86,0.91,0.88,1.16,0.98,1.14,1.6,0.97,0.94,1.15,-0.73,0.84,Upgrade
18,Earnings From Continuing Ops.,-2.53,-2.53,4.02,4.02,2.25,3.21,4.33,4.24,-0.82,3.02,1.76,2.48,1.75,1.99,5.98,1.67,-2.4,1.88,-3.21,1.19,Upgrade
19,Minority Interest in Earnings,-0.17,-0.17,-0.37,-0.37,-0.04,-0.09,-0.49,-0.29,-0.08,-0.04,-0.41,-0.15,-0.21,-0.23,-0.28,-0.11,-0.2,-0.24,-0.27,-0.16,Upgrade
20,Net Income,-2.7,-2.7,3.65,3.65,2.21,3.12,3.85,3.95,-0.9,2.98,1.36,2.33,1.54,1.76,5.7,1.56,-2.6,1.64,-3.48,1.03,Upgrade
21,Net Income to Common,-2.7,-2.7,3.65,3.65,2.21,3.12,3.85,3.95,-0.9,2.98,1.36,2.33,1.54,1.76,5.7,1.56,-2.6,1.64,-3.48,1.03,Upgrade
22,Net Income Growth,-,-,-5.22%,-7.74%,-,4.80%,183.91%,69.91%,-,69.76%,-76.21%,49.20%,-,7.33%,-,52.10%,-,-,-,-82.32%,Upgrade
23,Shares Outstanding (Basic),820,820,816,816,813,813,811,808,807,807,806,804,803,803,802,800,800,800,800,800,Upgrade
24,Shares Outstanding (Diluted),820,820,819,819,815,814,811,815,813,810,810,811,810,808,808,806,806,804,800,805,Upgrade
25,Shares Change (YoY),0.61%,0.73%,1.02%,0.55%,0.17%,0.40%,0.09%,0.42%,0.40%,0.34%,0.34%,0.62%,0.56%,0.42%,0.99%,0.14%,-0.03%,0.01%,-1.36%,0.59%,Upgrade
26,EPS (Basic),-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,-0.00,0.00,-0.00,0.00,Upgrade
