,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,6418,3597,2615,3209,4065,3232,5139,2266,1845,2973,3645,Upgrade
1,Market Cap Growth,12.10%,12.10%,-35.67%,-0.71%,-20.89%,42.59%,178.51%,-23.75%,-49.38%,-31.50%,-5.60%,Upgrade
2,Enterprise Value,6103,2425,2246,1879,2987,2023,4115,1295,1320,2217,2938,Upgrade
3,Last Close Price,5.62,3.15,2.27,2.76,3.50,2.78,4.43,1.96,1.59,2.57,3.15,Upgrade
4,PE Ratio,23.14,12.97,11.77,21.22,30.30,41.60,73.09,-21.18,-,-,16.04,Upgrade
5,Forward PE,17.78,10.79,10.16,48.70,48.70,49.22,21.13,13.72,129.60,13.99,11.02,Upgrade
6,PS Ratio,0.72,0.40,0.29,0.33,0.52,0.67,1.19,0.65,0.61,1.01,1.12,Upgrade
7,PB Ratio,2.80,1.53,1.13,1.55,1.91,1.56,2.38,0.90,0.77,1.36,1.57,Upgrade
8,P/TBV Ratio,1.59,1.59,1.18,1.60,1.99,1.62,2.50,0.95,0.82,1.46,1.67,Upgrade
9,P/FCF Ratio,99.57,-,11.13,-,23.09,-,101.07,-,22.95,-,13.73,Upgrade
10,P/OCF Ratio,38.57,-,9.89,-,19.17,-,53.01,-,18.48,-,12.75,Upgrade
11,PEG Ratio,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.69,Upgrade
12,EV/Sales Ratio,0.68,0.27,0.25,0.19,0.38,0.42,0.95,0.37,0.43,0.76,0.91,Upgrade
13,EV/EBITDA Ratio,26.89,12.52,15.24,-30.62,-,-,-,-,-,-,-,Upgrade
14,EV/EBIT Ratio,37.85,15.99,21.87,-,-,-,-,-,-,-,-,Upgrade
15,EV/FCF Ratio,94.69,-,9.56,-,16.96,-,80.95,-,16.42,-,11.07,Upgrade
16,Debt / Equity Ratio,0.09,0.09,0.08,0.06,0.01,0.01,0.01,0.01,0.01,0.00,0.01,Upgrade
17,Debt / FCF Ratio,3.26,-,0.78,-,0.13,-,0.49,-,0.31,-,0.05,Upgrade
18,Return on Capital Employed (ROCE),5.73%,5.73%,3.87%,-,-,-,-,-,-,-,-,Upgrade
19,Earnings Yield,4.32%,7.71%,8.49%,4.71%,3.30%,2.40%,1.37%,-4.72%,-10.11%,1.50%,6.23%,Upgrade
20,FCF Yield,1.00%,1.79%,8.98%,-12.18%,4.33%,0.70%,0.99%,9.69%,4.36%,6.72%,7.28%,Upgrade
21,Buyback Yield / Dilution,0.02%,0.03%,0.00%,-0.02%,0.15%,0.10%,-0.42%,-0.38%,0.91%,1.75%,-0.86%,Upgrade
22,Total Shareholder Return,0.55%,0.03%,0.00%,-0.02%,0.15%,0.10%,-0.42%,-0.38%,0.91%,1.75%,-0.86%,Upgrade
