,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,661,1194,1212,1432,1487,2809,3166,3367,1629,796,751,Upgrade
1,Market Cap Growth,-16.67%,-16.67%,-18.52%,-49.02%,-53.03%,-16.56%,94.36%,322.73%,116.87%,-11.11%,-21.70%,Upgrade
2,Enterprise Value,10828,11114,9917,9764,7953,8907,7020,6742,5112,4052,3831,Upgrade
3,Last Close Price,0.36,0.65,0.66,0.76,0.79,1.50,1.64,1.72,0.83,0.41,0.38,Upgrade
4,PE Ratio,-,-,-,-,11.33,4.14,3.50,6.42,-16.19,-,8.13,Upgrade
5,Forward PE,-,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,Upgrade
6,PS Ratio,0.10,0.19,0.21,0.30,0.30,0.47,0.51,0.70,0.43,0.28,0.28,Upgrade
7,PB Ratio,0.57,0.63,0.49,0.51,0.40,0.71,0.76,1.14,0.63,0.37,0.30,Upgrade
8,P/TBV Ratio,1.92,1.92,1.09,0.74,0.55,0.97,1.05,1.33,0.76,0.45,0.36,Upgrade
9,P/FCF Ratio,0.92,1.66,-10.88,-,-,5.68,47.97,-,7.53,-4.38,-,Upgrade
10,P/OCF Ratio,1.19,1.19,1.98,-13.53,-,2.15,2.69,3.08,2.18,2.26,4.85,Upgrade
11,PEG Ratio,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,Upgrade
12,EV/Sales Ratio,1.71,1.76,1.70,2.07,1.63,1.49,1.13,1.40,1.36,1.44,1.45,Upgrade
13,EV/EBITDA Ratio,16.55,17.15,24.69,23.23,10.09,5.56,3.52,4.70,8.08,14.10,13.00,Upgrade
14,EV/EBIT Ratio,3014.59,3014.59,-,-,21.17,7.50,4.37,6.04,15.62,-,72.48,Upgrade
15,EV/FCF Ratio,15.03,15.43,-89.01,-,-,18.01,106.35,-,23.64,-22.27,-,Upgrade
16,Debt / Equity Ratio,5.92,5.92,4.27,3.40,2.44,1.78,1.46,1.47,1.61,1.96,1.48,Upgrade
17,Debt / FCF Ratio,15.66,15.66,-94.03,-,-,14.24,91.69,-,19.17,-23.18,-,Upgrade
18,Return on Capital Employed (ROCE),0.05%,0.05%,-,-,4.89%,18.81%,28.34%,26.40%,7.99%,-,1.29%,Upgrade
19,Earnings Yield,-69.16%,-38.30%,-37.25%,-7.76%,8.83%,24.13%,28.55%,15.58%,-6.18%,-30.71%,12.30%,Upgrade
20,FCF Yield,108.98%,60.36%,-9.19%,-141.78%,-86.14%,17.61%,2.08%,-2.06%,13.27%,-22.84%,-84.07%,Upgrade
21,Dividend Yield,0.00%,-,-,2.36%,-,-,6.10%,2.90%,-,-,5.20%,Upgrade
22,Buyback Yield / Dilution,0.00%,-,0.01%,-0.15%,-0.49%,-1.41%,-1.09%,1.51%,2.16%,0.63%,0.62%,Upgrade
23,Total Shareholder Return,0.00%,-,0.01%,2.21%,-0.49%,-1.41%,5.00%,4.42%,2.16%,0.63%,5.82%,Upgrade
