,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2019,Q4 2018,Q4 2014,Q4 2013,+3 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018","Dec '14 Dec 31, 2014","Dec '13 Dec 31, 2013",+3 Quarters
0,Market Capitalization,744172,167850,75121,79817,80990,80990,84512,99771,76295,77469,91554,76295,145548,97423,97423,63384,62210,69253,106813,56726,81468,Upgrade
1,Market Cap Growth,107.25%,107.25%,-11.11%,-20.00%,6.15%,4.55%,-7.69%,30.77%,-47.58%,-20.48%,-6.02%,20.37%,133.96%,40.68%,-8.79%,11.74%,-23.64%,8.26%,151.58%,60.33%,-,Upgrade
2,Enterprise Value,647680,266784,174055,207948,186080,187432,220289,224389,276714,277888,291973,267309,293941,245816,245816,211777,210603,105745,143306,67412,93984,Upgrade
3,Last Close Price,63400.00,14300.00,6400.00,6800.00,6900.00,6900.00,7200.00,8500.00,6500.00,6600.00,7800.00,6500.00,12400.00,8300.00,8300.00,5400.00,5300.00,5900.00,9100.00,9400.00,13500.00,Upgrade
4,PE Ratio,13.80,2.85,2.44,11.44,11.74,11.57,16.30,24.49,21.11,26.44,4.58,2.06,6.92,15.15,-29.33,-,-,-47.09,-,-6.71,-,Upgrade
5,PS Ratio,1.31,0.28,0.14,0.17,0.17,0.17,0.21,0.29,0.27,0.32,0.33,0.24,0.39,0.26,0.30,0.30,0.34,0.47,1.64,0.86,2.43,Upgrade
6,PB Ratio,3.14,0.71,0.32,0.43,0.44,0.44,0.46,0.55,0.43,0.44,0.51,0.55,1.06,0.56,0.56,-,-,0.45,0.75,0.44,1.35,Upgrade
7,P/TBV Ratio,0.71,0.71,0.32,0.43,0.44,0.44,0.46,0.55,0.43,0.44,0.51,0.55,1.06,0.56,0.56,-,-,0.45,0.75,0.44,1.37,Upgrade
8,P/FCF Ratio,3.71,0.84,0.62,1.89,-,2.79,1.84,-,1.18,1.57,5.73,-,-,-,-,5.75,12.55,-,-,-,-,Upgrade
9,P/OCF Ratio,0.76,0.76,0.55,1.58,-,2.30,1.52,-,0.94,1.19,2.82,-,-,4.29,5.51,5.00,9.18,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.14,0.44,0.32,0.43,0.39,0.39,0.56,0.64,0.99,1.16,1.05,0.85,0.80,0.65,0.75,0.99,1.14,0.72,2.20,1.02,2.80,Upgrade
11,EV/EBITDA Ratio,7.26,2.79,2.95,7.55,6.33,6.13,8.46,9.94,12.43,12.75,6.64,4.04,5.84,6.77,11.17,-,-,5.29,-,41.36,-,Upgrade
12,EV/EBIT Ratio,8.48,3.22,3.86,16.41,13.27,12.57,22.13,36.95,49.62,-,-,5.42,8.80,12.72,60.27,-,-,34.16,-,-16.03,-,Upgrade
13,EV/FCF Ratio,3.23,1.33,1.43,4.93,-,6.47,4.79,-,4.27,5.63,18.26,-,-,-,-,19.20,42.48,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.20,0.20,0.20,0.81,0.75,0.72,0.72,0.76,0.77,0.77,0.77,1.46,1.44,1.13,1.13,-,-,0.97,0.69,0.29,0.23,Upgrade
15,Debt / EBITDA Ratio,0.53,0.27,0.31,5.56,5.08,4.40,5.14,3.96,4.36,11.52,11.52,6.09,6.61,1.97,1.97,-,-,3.48,-,0.68,-,Upgrade
16,Debt / FCF Ratio,0.24,0.24,0.39,3.58,-,4.57,2.88,-,2.14,2.78,8.57,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,2.23,1.96,1.03,0.65,1.96,1.40,0.93,0.71,0.97,0.91,0.22,-,1.15,-,-,-,-,-,-,0.02,Upgrade,
18,Inventory Turnover,4.05,8.78,5.20,2.25,1.37,4.73,2.90,1.73,1.41,2.15,1.58,0.23,-,4.07,-,-,-,-,-,-,0.98,Upgrade
19,Quick Ratio,1.00,1.00,1.00,0.51,0.51,0.57,0.57,0.34,0.40,0.41,0.41,0.07,0.11,0.71,0.71,-,-,0.53,0.15,0.41,0.29,Upgrade
20,Current Ratio,1.77,1.77,1.77,1.55,1.64,1.53,1.53,1.33,1.35,1.33,1.33,1.14,1.14,1.13,1.13,-,-,1.12,0.99,1.10,0.67,Upgrade
21,Return on Equity (ROE),50.62%,47.34%,4.96%,3.15%,4.26%,2.75%,4.92%,3.49%,0.33%,0.37%,5.10%,-,39.34%,-,-,-,-,-,-,-41.51%,Upgrade,
22,Return on Assets (ROA),24.24%,21.23%,2.00%,1.94%,2.61%,1.74%,2.77%,2.45%,-0.73%,-0.68%,2.35%,-,11.67%,-,-,-,-,-,-,-12.79%,Upgrade,
23,Return on Capital (ROIC),36.56%,28.24%,2.39%,2.29%,3.03%,2.17%,3.54%,3.01%,-0.89%,-0.85%,2.96%,-,14.18%,-,-,-,-,-,-,-20.08%,Upgrade,
24,Return on Capital Employed (ROCE),28.56%,30.96%,16.85%,5.83%,6.53%,7.68%,5.12%,3.17%,2.94%,-,-,33.07%,22.67%,10.45%,2.21%,-,-,1.99%,-,-3.23%,-,Upgrade
25,Earnings Yield,7.24%,35.05%,41.00%,8.74%,8.52%,8.64%,6.14%,4.08%,4.74%,3.78%,21.83%,48.56%,14.45%,6.60%,-3.41%,-49.09%,-13.71%,-2.12%,-12.58%,-14.91%,-24.55%,Upgrade
26,FCF Yield,26.96%,119.53%,161.62%,52.86%,-4.35%,35.79%,54.44%,63.17%,84.91%,63.71%,17.46%,-22.77%,-1.28%,10.02%,10.67%,17.41%,7.97%,-,-,-,-7.94%,Upgrade
27,Buyback Yield / Dilution,0.08%,0.12%,0.18%,0.06%,-0.14%,-0.09%,-0.16%,-0.11%,0.79%,-0.05%,-0.05%,0.01%,-0.59%,0.03%,0.01%,-0.00%,-94.51%,-104.62%,-114.51%,-114.66%,-,Upgrade
28,Total Shareholder Return,0.08%,0.12%,0.18%,0.06%,-0.14%,-0.09%,-0.16%,-0.11%,0.79%,-0.05%,-0.05%,0.01%,-0.59%,0.03%,0.01%,-0.00%,-94.51%,-104.62%,-114.51%,-114.66%,-,Upgrade
