,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,49218,54161,60739,50280,35777,48351,33696,27993,9929,11562,Upgrade
1,Short-Term Investments,2602,1594,1542,3062,1516,1453,506.87,209.96,164.15,226.45,Upgrade
2,Trading Asset Securities,-,1,2,5,297.1,280.5,79.5,25.84,50,348.99,Upgrade
3,Cash & Short-Term Investments,51819,55756,62283,53347,37590,50085,34283,28229,10143,12138,Upgrade
4,Cash Growth,-16.80%,4.51%,65.69%,6.51%,9.65%,77.43%,237.98%,132.57%,4.49%,163.58%,Upgrade
5,Accounts Receivable,1986,2818,1462,1519,1449,1579,309.12,442.07,110.71,218.07,Upgrade
6,Other Receivables,55311,48975,56739,41858,40337,32180,28642,15082,9078,10489,Upgrade
7,Receivables,57297,51793,58201,43377,41786,33760,28951,15524,9189,10707,Upgrade
8,Inventory,297255,270923,293082,258505,285223,231215,186139,119481,99653,76168,Upgrade
9,Prepaid Expenses,6943,6042,5388,3925,3635,2244,1769,663.36,1028,510.96,Upgrade
10,Other Current Assets,9104,6747,14162,3537,3037,7655,18527,8224,9843,6419,Upgrade
11,Total Current Assets,422418,391260,433116,362691,371270,324959,269669,172122,129856,105942,Upgrade
12,"Property, Plant & Equipment",745.82,746.75,692.24,638.03,639.01,655.4,321.23,343.86,335.93,319.72,Upgrade
13,Long-Term Investments,25903,25750,25957,22148,16343,14001,9359,6974,5481,6607,Upgrade
14,Goodwill,-,690.23,-,690.23,-,648.82,-,-,0.58,-,Upgrade
15,Other Intangible Assets,728.28,42.6,737.29,48.36,724.38,43.48,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,7654,7055,7872,5875,5531,4404,4508,2592,2153,1400,Upgrade
17,Other Long-Term Assets,1731,1732,1367,1372,1374,1374,1302,1392,1320,1320,Upgrade
18,Total Assets,459180,427278,469741,393463,395882,346086,285159,183424,139146,115589,Upgrade
19,Accounts Payable,25212,26851,19597,18570,23235,21403,11304,11245,5183,6420,Upgrade
20,Accrued Expenses,13466,15374,6469,6975,3624,4068,1586,2980,2131,2456,Upgrade
21,Short-Term Debt,4446,4851,4060,2709,1266,3672,3796,2329,1021,2279,Upgrade
22,Current Portion of Long-Term Debt,5372,5922,4845,5890,7965,6858,6444,3273,1775,5762,Upgrade
23,Current Portion of Leases,59.56,80.39,63.97,59.13,93.65,55.88,30.12,28.33,22.17,28.36,Upgrade
24,Current Income Taxes Payable,3340,4671,4948,4529,2960,3146,3240,3229,1719,1883,Upgrade
25,Current Unearned Revenue,213299,190922,236084,177605,184290,148905,116802,66116,53091,36424,Upgrade
26,Other Current Liabilities,12969,12189,21385,13196,26235,18289,23955,6517,4598,2413,Upgrade
27,Total Current Liabilities,278164,260860,297452,229534,249670,206397,167158,95717,69540,57665,Upgrade
28,Long-Term Debt,83358,73984,80779,83448,74837,74445,66718,49936,51381,37965,Upgrade
29,Long-Term Leases,151.64,136.17,152.12,141.17,101.87,149.12,134.25,138.33,105.81,109.74,Upgrade
30,Long-Term Deferred Tax Liabilities,1359,1358,936.68,920.27,828.04,827.73,330.35,280.56,254.46,239.26,Upgrade
31,Total Liabilities,363033,336339,379319,314043,325437,281820,234340,146072,121281,95979,Upgrade
32,Common Stock,163.15,163.15,148.69,148.69,124.02,117.22,108.94,100.64,100.64,76.92,Upgrade
33,Additional Paid-In Capital,3628,5876,3790,5873,2751,3279,3429,2448,2458,1691,Upgrade
34,Retained Earnings,18431,17614,14559,13275,9897,9055,6029,5740,4031,3880,Upgrade
35,Comprehensive Income & Other,11630,9803,14208,12341,13064,14501,14561,9527,-160.16,1651,Upgrade
36,Total Common Equity,33851,33456,32706,31637,25836,26952,24128,17815,6429,7298,Upgrade
37,Minority Interest,62296,57482,57716,47783,44609,37315,26691,19536,11436,12312,Upgrade
38,Shareholders' Equity,96147,90939,90422,79420,70445,64267,50819,37352,17865,19610,Upgrade
39,Total Liabilities & Equity,459180,427278,469741,393463,395882,346086,285159,183424,139146,115589,Upgrade
40,Total Debt,93387,84973,89900,92248,84264,85180,77122,55705,54305,46144,Upgrade
41,Net Cash (Debt),-41568,-29218,-27617,-38900,-46675,-35095,-42840,-27476,-44161,-34006,Upgrade
42,Net Cash Per Share,-21.94,-15.06,-16.02,-21.02,-33.46,-23.26,-36.23,-,-37.53,-,Upgrade
43,Filing Date Shares Outstanding,1896,1896,1738,1738,1458,1378,1277,1177,1177,909.86,Upgrade
44,Total Common Shares Outstanding,1896,1896,1738,1738,1458,1378,1277,1177,1177,909.86,Upgrade
45,Working Capital,144254,130400,135664,133158,121601,118561,102511,76405,60316,48277,Upgrade
46,Book Value Per Share,11.53,11.32,10.48,9.86,7.78,9.04,7.54,7.07,5.46,6.09,Upgrade
47,Tangible Book Value,33123,32724,31969,30899,25111,26259,24128,17815,6429,7298,Upgrade
48,Tangible Book Value Per Share,11.14,10.93,10.05,9.44,7.28,8.53,7.54,7.07,5.46,6.09,Upgrade
49,Land,-,112.51,-,115.08,-,116.88,-,12.64,-,13.41,Upgrade
50,Machinery,-,222.44,-,204.4,-,174.56,-,54.97,-,61.27,Upgrade
51,Construction In Progress,-,119.39,-,58.84,-,61.59,-,56.46,-,37.94,Upgrade
52,Leasehold Improvements,-,215.24,-,179.18,-,151.71,-,102.17,-,95.08,Upgrade
