,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,106.37,109.03,80.32,94.96,189.77,259.84,262.8,299.67,148.25,176.94
1,Short-Term Investments,-,-,-,-,45.35,4.46,188.7,123.2,-,-
2,Trading Asset Securities,4.68,9.86,9.5,-,-,-,15,10,80,55
3,Cash & Short-Term Investments,111.05,118.9,89.82,94.96,235.12,264.3,466.5,432.87,228.25,231.94
4,Cash Growth,23.64%,25.21%,-61.80%,-64.07%,-49.60%,-38.94%,104.38%,86.63%,-,-
5,Accounts Receivable,2.33,1.36,4.22,9.35,-,-,-,-,-,-
6,Other Receivables,-,6.41,-,-,0.35,0.65,1.6,1.42,6.73,0.27
7,Receivables,2.33,7.77,4.22,18.35,0.35,0.65,1.6,1.42,6.73,0.27
8,Inventory,-,-,0.17,0.24,0.01,0.01,12.65,9.36,10.58,7.09
9,Prepaid Expenses,-,0.01,-,1.98,-,-,0.03,-,0.59,0.54
10,Other Current Assets,47.12,2.87,60.66,25.77,0.89,0.02,7.18,1.31,14.52,8.42
11,Total Current Assets,160.5,129.54,154.86,141.3,236.36,264.99,487.96,444.95,260.67,248.25
12,"Property, Plant & Equipment",38.15,46.33,44.54,26.99,30.9,36.37,305.41,331.84,300.47,279.31
13,Long-Term Investments,36.18,39.3,42,7.71,-,23.14,5,5,-,-
14,Goodwill,26.73,26.44,8.25,7.21,1.75,-,-,-,-,-
15,Other Intangible Assets,6.6,8.94,11.28,7.07,-,-,-,-,-,-
16,Long-Term Deferred Tax Assets,-,-,-,-,0.01,-,0.89,1.02,0.17,0.11
17,Other Long-Term Assets,17.49,17.53,19.35,78.75,5.51,5.04,15.22,8.29,8.35,9.94
18,Total Assets,285.65,268.09,280.27,269.03,274.54,329.54,814.48,791.09,569.66,537.61
19,Accounts Payable,-,0.12,-,-,0.07,0.26,3.24,1,2.33,0.78
20,Accrued Expenses,3.97,9.66,1.75,2.76,1.33,5.5,14.79,15.04,10.51,12.74
21,Short-Term Debt,1,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,9.52,10.62,9.42,3.88,2.66,5.28,40.01,36.55,34.01,26.7
23,Current Income Taxes Payable,0.11,0.09,0.12,0.11,0.15,-,3.31,3.41,0.79,3.02
24,Current Unearned Revenue,98.61,71.91,42.33,15.37,14.54,44.92,232.8,192.71,192.17,170.89
25,Other Current Liabilities,29.28,19.84,18.61,23.83,4.89,9.34,11.96,10.68,26.47,17.52
26,Total Current Liabilities,142.48,112.24,72.23,45.95,23.64,65.3,306.1,259.39,266.27,231.65
27,Long-Term Debt,-,-,-,-,-,-,-,-,35.64,49.81
28,Long-Term Leases,11.91,15.11,18.31,6.13,5.62,17.48,175.24,197.4,189.66,168.23
29,Long-Term Deferred Tax Liabilities,1.65,2.24,3.07,1.77,-,-,-,-,-,-
30,Total Liabilities,156.04,129.59,93.61,53.84,29.26,82.78,481.34,456.79,491.57,449.69
31,Common Stock,7.22,7.22,7.22,7.22,7.22,7.22,7.22,7.22,-,32.26
32,Additional Paid-In Capital,238.55,238.55,238.55,238.55,238.55,238.55,238.55,238.55,1.44,1.44
33,Retained Earnings,-90.66,-80.76,-51.8,-30.78,-0.98,-0.15,74.94,56.27,44.38,54.22
34,Comprehensive Income & Other,2.65,2.66,1.52,1.52,1.52,1.52,12.43,32.26,32.26,-
35,Total Common Equity,157.76,167.67,195.49,216.51,246.31,247.14,333.13,334.3,78.09,87.92
36,Minority Interest,-28.14,-29.17,-8.82,-1.32,-1.03,-0.37,-,-,-,-
37,Shareholders' Equity,129.61,138.49,186.67,215.19,245.28,246.76,333.13,334.3,78.09,87.92
38,Total Liabilities & Equity,285.65,268.09,280.27,269.03,274.54,329.54,814.48,791.09,569.66,537.61
39,Total Debt,22.43,25.74,27.74,10.01,8.28,22.76,215.25,233.95,259.31,244.74
40,Net Cash (Debt),88.62,93.16,62.08,84.96,226.84,241.55,251.25,198.92,-31.06,-12.8
41,Net Cash Growth,42.75%,9.66%,-72.63%,-64.83%,-9.72%,21.43%,-,-,-,-
42,Net Cash Per Share,0.12,0.12,0.08,0.11,0.29,0.31,0.32,0.25,-0.05,-0.02
43,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,568.42
44,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,568.42,568.42
45,Working Capital,18.02,17.29,82.63,95.36,212.73,199.69,181.86,185.56,-5.6,16.6
46,Book Value Per Share,0.20,0.21,0.24,0.27,0.31,0.31,0.42,0.42,0.14,0.15
47,Tangible Book Value,124.43,132.28,175.96,202.24,244.56,247.14,333.13,334.3,78.09,87.92
48,Tangible Book Value Per Share,0.16,0.17,0.22,0.25,0.31,0.31,0.42,0.42,0.14,0.15
49,Land,-,26.53,-,26.37,-,26.37,-,26.37,-,26.37
50,Machinery,-,12.13,-,23.02,-,33.9,-,49.01,-,37.32
51,Leasehold Improvements,-,12.08,-,10.89,-,68.03,-,118.33,-,83.49
