,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,47.5,34.29,20.57,17.8,9.87,136.73,216.14,222.76,110.28,209.56
1,Revenue Growth (YoY),130.96%,92.62%,108.30%,-86.98%,-95.43%,-38.62%,95.99%,6.30%,-36.65%,-
2,Cost of Revenue,28.56,35.11,10.74,8.45,10.27,102.2,133.24,134.91,93.35,116.99
3,Gross Profit,18.94,-0.82,9.83,9.35,-0.39,34.53,82.91,87.85,16.94,92.57
4,"Selling, General & Admin",31.42,21.35,26.63,27.98,11.84,45.29,58.55,61.83,34.16,55.39
5,Operating Expenses,31.42,21.35,26.63,27.98,11.84,45.29,58.55,61.83,34.16,55.39
6,Operating Income,-12.48,-22.18,-16.8,-18.63,-12.23,-10.77,24.36,26.02,-17.22,37.19
7,Interest Expense,-0.24,-0.29,-0.25,-0,-0.23,-3.13,-4.05,-4.2,-3.72,-3.63
8,Interest & Investment Income,0.15,0.12,0.46,0.46,0.59,4.5,2.1,3.51,0.65,4.06
9,Earnings From Equity Investments,-3.11,-2.97,-3.95,-0.14,-,-,-,-,-,-
10,Currency Exchange Gain (Loss),-0.12,-0.68,1.47,1.04,0.74,-1.18,-0.58,-7.72,1.18,-0.56
11,Other Non Operating Income (Expenses),1.98,-10.15,1.03,0.6,-0.52,-0.97,0.15,-9.53,13.96,-6.93
12,EBT Excluding Unusual Items,-13.82,-36.15,-18.03,-16.68,-11.66,-11.54,21.99,8.08,-5.15,30.12
13,Gain (Loss) on Sale of Investments,-5.59,0.36,-1.84,0.57,-,-1.39,-,-,-,-
14,Gain (Loss) on Sale of Assets,10,0.08,-,0.1,0.28,-48.54,0.08,-0.04,-0.06,-0.11
15,Asset Writedown,0.09,-,-,-14.09,10.05,-16.85,0.52,-3.28,0.87,2.47
16,Other Unusual Items,-,-,-,-,-,-,-,9.02,-4.76,-
17,Pretax Income,-9.32,-35.71,-19.87,-30.1,-1.32,-78.32,22.59,13.77,-9.09,32.48
18,Income Tax Expense,-0.51,-0.82,-0.26,-0.01,-0.01,-2.86,3.93,1.88,0.74,3.59
19,Earnings From Continuing Operations,-8.81,-34.89,-19.62,-30.09,-1.31,-75.46,18.67,11.89,-9.83,28.89
20,Minority Interest in Earnings,-1.09,5.93,-1.41,0.37,0.49,0.37,-,-,-,-
21,Net Income,-9.9,-28.96,-21.03,-29.72,-0.83,-75.09,18.67,11.89,-9.83,28.89
22,Net Income to Common,-9.9,-28.96,-21.03,-29.72,-0.83,-75.09,18.67,11.89,-9.83,28.89
23,Net Income Growth,-,-,-,-,-,-,-,-58.85%,-,-
24,Shares Outstanding (Basic),771,771,771,771,771,770,774,784,568,568
25,Shares Outstanding (Diluted),771,771,771,771,771,770,774,786,600,579
26,Shares Change (YoY),-,-,-,0.06%,-0.49%,-1.99%,29.07%,35.68%,5.56%,-
27,EPS (Basic),-0.01,-0.04,-0.03,-0.04,-0.00,-0.10,0.02,0.02,-0.02,0.05
28,EPS (Diluted),-0.01,-0.04,-0.03,-0.04,-0.00,-0.10,0.02,0.02,-0.04,0.05
29,EPS Growth,-,-,-,-,-,-,-,-69.61%,-,-
30,Free Cash Flow,-3.86,42.21,-32.18,-17.44,-70.09,-182.36,95.52,30.29,24.21,-23.74
31,Free Cash Flow Per Share,-0.01,0.05,-0.04,-0.02,-0.09,-0.24,0.12,0.04,0.04,-0.04
32,Operating Margin,-26.27%,-64.68%,-81.69%,-104.68%,-123.86%,-7.87%,11.27%,11.68%,-15.61%,17.74%
33,Profit Margin,-20.85%,-84.46%,-102.23%,-166.97%,-8.38%,-54.92%,8.64%,5.34%,-8.92%,13.79%
34,Free Cash Flow Margin,-8.12%,123.11%,-156.45%,-97.98%,-709.85%,-133.37%,44.19%,13.60%,21.95%,-11.33%
35,EBITDA,-6.12,-22.95,-10.1,-16.43,-11.26,-27.65,76.51,15.04,26.07,28.95
36,D&A For EBITDA,6.36,-0.78,6.7,2.2,0.97,-16.88,52.15,-10.98,43.29,-8.24
37,EBIT,-12.48,-22.18,-16.8,-18.63,-12.23,-10.77,24.36,26.02,-17.22,37.19
