,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,780.74,605.11,832.13,445.15,1160,567.51,1125,554.75,1248,1020,1028,876.74,850.82,561.5,513.54,502.53,473.51,409.55,368.77,563.08,Upgrade
1,Other Revenue,-220.42,220.42,-,496.59,-288.08,288.08,-,513.81,-250.89,250.89,-,261.15,-19.05,19.05,-,30.45,-8.19,8.19,-,29.55,Upgrade
2,Revenue,560.32,825.53,832.13,941.74,872.18,855.59,1125,1069,996.97,1271,1028,1138,831.78,580.54,513.54,532.98,465.32,417.74,368.77,592.63,Upgrade
3,Revenue Growth (YoY),-35.76%,-3.51%,-26.02%,-11.87%,-12.52%,-32.67%,9.40%,-6.09%,19.86%,118.87%,100.20%,113.50%,78.75%,38.97%,39.26%,-10.06%,-4.67%,-31.16%,-40.23%,-44.57%,Upgrade
4,Cost of Revenue,460.35,641.44,631.08,734.54,648.01,681.51,832.4,818.5,676.1,865.93,771.76,786.28,620.04,514.38,461.57,558.04,429.65,438.24,381.11,444.44,Upgrade
5,Gross Profit,99.97,184.08,201.05,207.2,224.17,174.07,292.35,250.06,320.87,404.71,256.38,351.61,211.73,66.17,51.98,-25.06,35.68,-20.5,-12.34,148.19,Upgrade
6,"Selling, General & Admin",32.31,21.18,23.2,25.29,28.92,18.51,21.72,48.57,32.72,16.68,24.16,31.56,20.33,23.69,27.32,-46.02,42.79,45.54,56.05,59.83,Upgrade
7,Research & Development,39.08,28.72,12.45,26.51,47.8,44.34,33.18,55.2,44.72,45.89,28.56,8.78,7.61,13.21,31.87,54.94,27.84,14.43,11.28,15.27,Upgrade
8,Other Operating Expenses,7.58,-1.9,9.07,-10.09,8.47,6.42,7.82,24.96,-1.96,8.04,6.07,11.9,5.36,3.12,4.45,10,1.41,2.78,3.62,25.52,Upgrade
