,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,394.12,378.62,385.9,310.13,476.95,547.22,630.05,658.39,543.39,476.78,Upgrade
1,Revenue Growth (YoY),2.13%,22.08%,-19.09%,-43.33%,-24.30%,-16.89%,15.95%,38.09%,1.78%,-10.42%,Upgrade
2,Cost of Revenue,323.09,314.1,318.68,272.33,396.46,447.48,547.53,556.03,419.36,395.6,Upgrade
3,Gross Profit,71.03,64.52,67.22,37.8,80.49,99.74,82.52,102.36,124.03,81.18,Upgrade
4,"Selling, General & Admin",65.31,68.5,68.14,68.83,88.58,101.73,108.27,122.87,82.66,80.4,Upgrade
5,Other Operating Expenses,2.1,0.2,-,-0,0.08,0.78,1.49,6.43,-5.84,2.98,Upgrade
6,Operating Expenses,67.4,68.7,68.14,68.96,88.52,102.51,109.76,129.3,76.83,84.35,Upgrade
7,Operating Income,3.63,-4.18,-0.92,-31.16,-8.04,-2.77,-27.24,-26.94,47.2,-3.17,Upgrade
8,Interest Expense,-10.94,-14.35,-13.36,-14.47,-13.56,-14.11,-14.36,-13.93,-5.43,-8.21,Upgrade
9,Interest & Investment Income,0.33,0.11,0.2,0.41,0.2,0.35,0.55,1.16,1.77,3.45,Upgrade
10,Earnings From Equity Investments,-0.43,-,-,-,-,-,-,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,-2.13,2.13,-8.66,15.56,-1.37,1.37,-,-,4.3,Upgrade
12,Other Non Operating Income (Expenses),8.2,1.95,0.96,1.43,2.09,2.79,5.2,8.33,-,-,Upgrade
13,EBT Excluding Unusual Items,0.79,-18.6,-11,-52.45,-3.75,-15.1,-34.48,-31.37,43.54,-3.63,Upgrade
14,Merger & Restructuring Charges,-3.99,-4.32,-,-,-,-3.11,-61.41,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,0.43,-0.22,-,0.24,-0.35,-0.2,-0.15,-3.16,4.12,1.28,Upgrade
16,Gain (Loss) on Sale of Assets,-4.05,-5.04,-,0,-0.04,-0.78,25.37,-,-,-,Upgrade
17,Asset Writedown,-3.05,22.41,2.12,-7.46,-1.79,-5.67,5.9,5.89,-3.84,-14.79,Upgrade
18,Other Unusual Items,3.9,-,-,-,-,-1.35,54.15,13.36,-,-,Upgrade
19,Pretax Income,-5.98,-5.77,-8.87,-59.67,-5.93,-26.22,-10.61,-15.29,43.82,-17.14,Upgrade
20,Income Tax Expense,1.52,0.53,0.65,-0.82,2.46,4.55,-1.5,-9.85,9.73,-2.85,Upgrade
21,Earnings From Continuing Operations,-7.5,-6.3,-9.52,-58.85,-8.39,-30.77,-9.11,-5.44,34.09,-14.29,Upgrade
22,Minority Interest in Earnings,-0.12,-0.03,0,-,-,-,0.9,-1.37,0.04,-0.18,Upgrade
23,Net Income,-7.63,-6.32,-9.52,-58.85,-8.39,-30.77,-8.22,-6.8,34.13,-14.46,Upgrade
24,Net Income to Common,-7.63,-6.32,-9.52,-58.85,-8.39,-30.77,-8.22,-6.8,34.13,-14.46,Upgrade
25,Net Income Growth,-,-,-,-,-,-,-,-,29.07%,-,Upgrade
26,Shares Outstanding (Basic),331,331,331,334,344,344,344,343,348,349,Upgrade
27,Shares Outstanding (Diluted),331,331,331,334,344,344,344,343,348,349,Upgrade
28,Shares Change (YoY),-,-0.83%,-3.71%,-2.91%,-,0.33%,-1.15%,-1.83%,-1.57%,-3.13%,Upgrade
29,EPS (Basic),-0.02,-0.02,-0.03,-0.18,-0.02,-0.09,-0.02,-0.02,0.10,-0.04,Upgrade
30,EPS (Diluted),-0.02,-0.02,-0.03,-0.18,-0.02,-0.09,-0.02,-0.02,0.10,-0.04,Upgrade
31,EPS Growth,-,-,-,-,-,-,-,-,31.12%,-,Upgrade
32,Free Cash Flow,-14.22,135.57,-0.05,56.74,-0.65,-31.61,-19.25,-73.97,25.54,21.82,Upgrade
33,Free Cash Flow Per Share,-0.04,0.41,-0.00,0.17,-0.00,-0.09,-0.06,-0.22,0.07,0.06,Upgrade
34,Operating Margin,0.92%,-1.11%,-0.24%,-10.05%,-1.68%,-0.51%,-4.32%,-4.09%,8.69%,-0.66%,Upgrade
35,Profit Margin,-1.93%,-1.67%,-2.47%,-18.98%,-1.76%,-5.62%,-1.30%,-1.03%,6.28%,-3.03%,Upgrade
36,Free Cash Flow Margin,-3.61%,35.81%,-0.01%,18.30%,-0.14%,-5.78%,-3.06%,-11.23%,4.70%,4.58%,Upgrade
37,EBITDA,11.31,5.29,9.3,-20.68,2.57,10.59,-10.75,-12.68,57.35,9.98,Upgrade
38,D&A For EBITDA,7.68,9.47,10.22,10.48,10.61,13.36,16.49,14.26,10.15,13.14,Upgrade
39,EBIT,3.63,-4.18,-0.92,-31.16,-8.04,-2.77,-27.24,-26.94,47.2,-3.17,Upgrade
