,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Nov '24 Nov 19, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,60,61,54,70,94,101,151,220,217,189,188,Upgrade
1,Market Cap Growth,-11.90%,-11.90%,-42.46%,-31.25%,-37.63%,-54.04%,-30.16%,16.36%,15.15%,-5.52%,-32.63%,Upgrade
2,Enterprise Value,261,272,382,369,431,448,497,626,506,358,401,Upgrade
3,Last Close Price,0.18,0.18,0.16,0.21,0.28,0.31,0.44,0.64,0.63,0.55,0.54,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,9.62,-,Upgrade
5,PS Ratio,0.08,0.08,0.07,0.10,0.12,0.10,0.13,0.17,0.18,0.19,0.19,Upgrade
6,PB Ratio,0.12,0.12,0.11,0.14,0.18,0.17,0.24,0.34,0.33,0.30,0.32,Upgrade
7,P/TBV Ratio,0.12,0.12,0.11,0.14,0.18,0.18,0.24,0.34,0.34,0.30,0.32,Upgrade
8,P/FCF Ratio,0.49,-,0.40,-,1.68,-,-,-,-,3.99,4.53,Upgrade
9,P/OCF Ratio,0.49,-,0.39,1.06,1.40,24.46,19.25,-7.07,-,2.32,3.54,Upgrade
10,EV/Sales Ratio,0.34,0.35,0.50,0.53,0.55,0.44,0.42,0.49,0.42,0.35,0.40,Upgrade
11,EV/EBITDA Ratio,8.03,16.38,26.20,-32.44,-,34.01,-3147.45,-,-,5.31,5.66,Upgrade
12,EV/EBIT Ratio,-,-489.69,-,-,-,-,-,-,-,8.12,-,Upgrade
13,EV/FCF Ratio,2.15,-,2.82,-,7.69,-,-,-,-,7.55,9.67,Upgrade
14,Debt / Equity Ratio,0.56,0.56,0.61,0.72,0.71,0.71,0.73,0.68,0.89,0.81,0.66,Upgrade
15,Debt / FCF Ratio,2.35,-,2.33,-,6.78,-,-,-,-,10.90,9.33,Upgrade
16,Return on Capital Employed (ROCE),-,-0.08%,-,-,-,-,-,-,-,5.23%,-,Upgrade
17,Earnings Yield,-23.41%,-22.78%,-29.17%,-98.32%,-71.26%,-38.72%,-25.77%,-6.82%,12.61%,10.40%,6.37%,Upgrade
18,FCF Yield,203.62%,198.11%,249.59%,81.54%,59.45%,-31.90%,-33.62%,-42.36%,-22.36%,25.04%,22.06%,Upgrade
19,Buyback Yield / Dilution,0.42%,-,0.83%,3.71%,2.91%,-,-0.33%,1.15%,1.83%,1.57%,3.13%,Upgrade
20,Total Shareholder Return,0.42%,-,0.83%,3.71%,2.91%,-,-0.33%,1.15%,1.83%,1.57%,3.13%,Upgrade
