,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,4263,3429,2765,2993,4101,3374,3709,4200,5144,3659,2261,2433,2590,2514,2360,2154,2272,2372,2396,2156,2614,Upgrade
1,Market Cap Growth,1.63%,1.63%,-25.44%,-28.75%,-20.27%,-7.79%,64.05%,72.61%,98.59%,45.53%,-4.21%,12.96%,13.99%,5.99%,-1.49%,-0.08%,-13.07%,-3.33%,-13.21%,11.48%,56.99%,Upgrade
2,Enterprise Value,4179,3293,2669,2904,4012,3259,3559,4019,4963,3492,2119,2267,2424,2360,2250,2065,2183,2187,2327,2113,2571,Upgrade
3,Last Close Price,16.31,13.12,10.58,11.42,15.65,12.88,14.16,16.03,19.63,13.97,8.63,9.24,9.83,9.55,8.96,8.09,8.54,8.91,9.00,7.89,9.56,Upgrade
4,PE Ratio,175.35,-,134.03,147.07,205.46,-,276.46,349.72,-,-,84.04,80.99,66.54,59.95,40.70,31.10,35.79,36.96,44.84,42.66,45.45,Upgrade
5,PS Ratio,5.15,4.93,4.09,4.48,6.33,5.87,6.72,8.19,10.46,7.32,4.44,4.35,4.37,4.04,3.55,3.20,3.79,4.18,4.88,4.85,5.49,Upgrade
6,PB Ratio,5.53,4.30,3.47,3.75,5.20,4.33,4.76,5.44,6.73,4.81,3.01,3.22,3.48,3.42,3.23,2.93,3.16,3.31,3.45,3.02,3.71,Upgrade
7,P/TBV Ratio,4.99,4.99,4.02,4.37,6.05,5.03,5.51,6.32,7.82,5.55,3.43,3.66,3.63,3.56,3.37,3.06,3.30,3.50,3.65,3.19,3.92,Upgrade
8,P/FCF Ratio,-,-,125.74,-58.03,-,-,-,-,-,62.19,33.87,-,75.11,62.85,-127.01,-,-149.16,-,-,-,103.71,Upgrade
9,P/OCF Ratio,87.81,-,63.08,-113.87,-102.23,-,-,-,-,52.23,27.75,37.06,46.59,40.87,307.84,-,117.23,-,30.21,28.19,34.54,Upgrade
10,EV/Sales Ratio,6.01,4.74,3.95,4.35,6.19,5.67,6.45,7.84,10.09,6.99,4.16,4.05,4.09,3.79,3.39,3.07,3.64,3.85,4.74,4.75,5.40,Upgrade
11,EV/EBITDA Ratio,125.17,95.14,-,63.38,92.30,89.42,106.73,127.41,161.12,95.13,53.43,53.41,48.21,41.82,29.87,22.33,25.34,25.20,33.19,34.84,39.85,Upgrade
12,EV/EBIT Ratio,296.51,233.65,-,117.12,183.55,228.65,303.94,456.51,-,231.51,112.73,97.29,76.01,60.82,38.79,27.40,31.47,31.10,43.14,47.34,52.70,Upgrade
13,EV/FCF Ratio,-863.45,-,121.36,-56.32,-,-,-,-,-,59.35,31.75,-,70.29,59.00,-121.07,-,-143.28,-,-,-,102.01,Upgrade
14,Debt / Equity Ratio,0.04,0.04,0.03,0.04,0.00,0.01,0.01,0.00,0.01,-,-,-,-,-,0.03,0.01,0.01,0.01,0.01,0.03,0.01,Upgrade
15,Debt / EBITDA Ratio,0.94,0.57,-,0.44,0.02,0.25,0.12,0.02,15.07,-,-,-,-,-,0.41,0.11,0.19,0.08,0.09,0.34,0.18,Upgrade
16,Debt / FCF Ratio,-,-,0.93,-0.55,-,-,-,-,-,-,-,-,-,-,-1.08,-,-0.60,-,-,-,0.36,Upgrade
17,Asset Turnover,0.59,0.53,0.58,0.76,0.57,0.56,0.58,0.54,0.51,0.43,0.52,0.60,0.55,0.63,0.65,0.71,0.74,0.67,0.36,0.61,Upgrade,
18,Inventory Turnover,3.44,3.06,2.90,2.98,4.07,2.99,3.46,3.46,3.37,2.92,2.55,2.93,3.86,3.52,4.30,4.38,5.76,5.30,5.11,2.95,5.85,Upgrade
19,Quick Ratio,1.65,1.65,1.69,1.51,1.53,1.91,1.98,1.95,1.98,2.20,2.29,2.01,2.57,2.51,2.19,1.95,1.70,1.96,1.99,1.29,2.05,Upgrade
20,Current Ratio,2.30,2.30,2.38,2.30,2.32,2.87,2.92,2.57,2.64,2.98,3.19,2.83,3.36,3.36,2.77,2.84,2.59,2.78,2.42,2.52,2.41,Upgrade
