,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,"Property, Plant & Equipment",4125,3982.0,3970,3798.0,3389,3103.0,2846,2679,2458,2311
1,Cash & Equivalents,223.97,276.75,282.08,190.31,80.46,112.16,152.18,72.77,83.11,103.3
2,Accounts Receivable,254.26,171.71,149.53,134.16,127.06,117.25,103.58,98.08,90.01,104.13
3,Other Receivables,1.33,4.72,5.25,2.9,-,0.82,-,-,-,-
4,Investment In Debt and Equity Securities,3.12,3.91,4.59,4.51,5.91,5.63,4.85,5.74,7.67,8.17
5,Other Intangible Assets,5.58,4.48,2.74,2.37,2.52,2.72,3.02,3.26,3.5,4.07
6,Other Current Assets,435.17,369.56,228.72,173.61,155.55,120.06,100,90.25,62.65,56.63
7,Deferred Long-Term Tax Assets,43.93,47.98,47.52,47.53,44.6,52.28,47.66,39.57,43.97,37.91
8,Other Long-Term Assets,42.16,72.66,35.01,18.62,43.67,21.55,24.76,4.81,14.62,15.79
9,Total Assets,5135,4934.0,4725,4372.0,3849,3535.0,3282,2994,2764,2641
10,Current Portion of Long-Term Debt,984.59,938.92,863.41,685.59,551.17,574.88,451.48,384.68,251.23,253.56
11,Current Portion of Leases,1.82,1.76,2.45,0.3,0.47,0.51,0.69,0.7,0.64,0.73
12,Long-Term Debt,1938,1812.0,1733,1548.0,1346,1089.0,1123,864.32,713.15,650.15
13,Long-Term Leases,12.52,13.45,14.62,0.46,-,0.18,0.33,0.59,0.27,0.39
14,Accounts Payable,77.48,79.49,75.08,80.13,82.84,69.14,67.38,55.18,50.26,60.58
15,Accrued Expenses,23.16,36.57,23.34,35.12,18.78,25.04,13.16,20.68,9.52,12.23
16,Current Income Taxes Payable,20.02,17.71,18.79,18.7,18.12,25.16,16.46,15.92,14.6,12.34
17,Current Unearned Revenue,11.12,8.58,9,12.82,13.5,11.99,10.12,9.15,20.8,23.37
18,Other Current Liabilities,701.64,677.02,696.03,523.31,406.99,402.32,299.53,407.25,522.28,480.08
19,Long-Term Unearned Revenue,104.79,100.42,101.75,98.04,104.76,88.7,90.63,65.29,63.82,67.2
20,Long-Term Deferred Tax Liabilities,2.15,5.85,2.75,4.55,5.05,6.75,10.12,4.64,0.01,0.02
21,Total Liabilities,3877,3692.0,3540,3007.0,2548,2294.0,2083,1828,1647,1561
22,Common Stock,97.28,97.41,97.41,97.75,98.26,98.38,98.38,98.38,98.38,98.38
23,Additional Paid-In Capital,435.35,537.09,537.09,589.49,594.09,595.12,595.12,595.12,595.12,595.12
24,Retained Earnings,546.33,496.62,446.52,431.28,372.67,320.81,301.75,264.9,210.52,162.29
25,Treasury Stock,-,-1.36,-,-1.74,-1.42,-0.1,-,-,-,-
26,Comprehensive Income & Other,1.31,3.22,2.24,24.62,23.92,24.57,24.25,24.27,23.95,24.14
27,Total Common Equity,1080,1133.0,1083,1141.0,1088,1039.0,1020,982.67,927.97,879.93
28,Minority Interest,176.86,109.59,102.06,224.05,213.15,202.86,179.5,182.62,189.44,199.98
29,Shareholders' Equity,1257,1243.0,1185,1365.0,1301,1242.0,1199,1165,1117,1080
30,Total Liabilities & Equity,5135,4934.0,4725,4372.0,3849,3535.0,3282,2994,2764,2641
31,Total Debt,2937,2766.0,2613,2234.0,1898,1665.0,1575,1250,965.29,904.83
32,Net Cash / Debt,-2713,-2489.0,-2331,-2044.0,-1818,-1553.0,-1423,-1178,-882.18,-801.53
33,Net Cash Per Share,-2.45,-2.24,-2.10,-1.83,-1.62,-1.39,-1.27,-1.05,-0.79,-0.73
34,Filing Date Shares Outstanding,1108,1108.0,1109,1114.0,1119,1120.0,1120,1120,1120,1120
35,Total Common Shares Outstanding,1108,1108.0,1109,1114.0,1119,1120.0,1120,1120,1120,1120
36,Book Value Per Share,0.98,1.02,0.98,1.02,0.97,0.93,0.91,0.88,0.83,0.79
37,Tangible Book Value,1075,1129.0,1081,1139.0,1085,1036.0,1016,979.4,924.47,875.86
38,Tangible Book Value Per Share,0.97,1.02,0.97,1.02,0.97,0.93,0.91,0.87,0.83,0.78
39,Buildings,-,546.94,-,434.67,-,434.67,-,256.4,-,113.64
40,Construction In Progress,-,109.52,-,536.29,-,376.58,-,363.25,-,392.77
