,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,1038,1045,1027,1030,1030,920.71,853.53,842.34,772.02,901.42,Upgrade
1,Revenue Growth (YoY),1.10%,1.51%,-0.29%,11.85%,20.68%,9.30%,10.56%,-6.55%,-7.54%,16.78%,Upgrade
2,Cost of Revenue,644.43,640.12,627.65,642.09,629.78,577.16,559.18,523.93,490.68,586.11,Upgrade
3,Gross Profit,393.85,405.19,399.34,387.68,400.23,343.55,294.35,318.41,281.34,315.31,Upgrade
4,"Selling, General & Admin",362,352.77,351.18,316.07,310.7,313.94,311.92,290.54,271.84,280.34,Upgrade
5,Other Operating Expenses,-10.36,-7.95,-9.65,-4.42,-10.35,-11.81,-8.48,-10.43,-8.48,-9.6,Upgrade
6,Operating Expenses,351.64,344.82,341.53,311.65,300.35,302.14,303.44,280.11,263.36,270.73,Upgrade
7,Operating Income,42.21,60.37,57.81,76.03,99.88,41.41,-9.09,38.3,17.98,44.57,Upgrade
8,Interest Expense,-18.86,-17.86,-16.32,-17.03,-14.98,-14.85,-15.68,-12.58,-12.7,-15.29,Upgrade
9,Interest & Investment Income,5.32,6.22,8.08,9.28,3.11,2.07,2.06,5.56,3.44,2.9,Upgrade
10,Earnings From Equity Investments,-0.87,0.13,-0.67,-0.41,-0.33,-0.37,-0.57,0.17,-1.26,-9.44,Upgrade
11,Currency Exchange Gain (Loss),-0.17,0.17,-10.45,-5.14,-0.94,8.46,-0.07,1.25,1.14,-3.21,Upgrade
12,EBT Excluding Unusual Items,27.64,49.03,38.45,62.72,86.74,36.72,-23.36,32.7,8.61,19.54,Upgrade
13,Gain (Loss) on Sale of Investments,1.43,1.51,-0.3,1.08,-17.14,-9.07,29.52,12.72,27.94,-50.8,Upgrade
14,Gain (Loss) on Sale of Assets,-0.06,-1.63,0.12,-0.76,-1.77,-1.96,-3.34,-1.46,-1.26,-0.69,Upgrade
15,Asset Writedown,-25.18,-14.55,75.33,-4.43,10.95,13.55,-15.91,-32.09,-,-3.41,Upgrade
16,Other Unusual Items,-,-,-,1.88,3.97,3.53,4.54,10.26,6.41,-,Upgrade
17,Pretax Income,3.83,34.37,113.61,60.5,82.75,42.78,-8.56,22.13,41.7,-35.36,Upgrade
18,Income Tax Expense,6.26,6.75,30.49,7.83,10.37,12.02,10.1,12.45,11.12,12.02,Upgrade
19,Earnings From Continuing Operations,-2.43,27.62,83.12,52.67,72.38,30.76,-18.66,9.68,30.58,-47.38,Upgrade
20,Minority Interest in Earnings,-2.21,-3.11,-0.78,1.25,2.39,1.93,4.66,-0.03,-0.01,-0.05,Upgrade
21,Net Income,-4.64,24.51,82.34,53.92,74.76,32.69,-13.99,9.65,30.57,-47.42,Upgrade
22,Net Income to Common,-4.64,24.51,82.34,53.92,74.76,32.69,-13.99,9.65,30.57,-47.42,Upgrade
23,Net Income Growth,-,-54.54%,10.13%,64.93%,-,238.85%,-,-,23.41%,-,Upgrade
24,Shares Outstanding (Basic),1697,1714,1697,1696,1699,1650,1749,1653,1698,1834,Upgrade
25,Shares Outstanding (Diluted),1697,1714,1697,1696,1699,1650,1749,1653,1698,1834,Upgrade
26,Shares Change (YoY),-,1.11%,-0.10%,2.74%,-2.85%,-0.15%,3.00%,-9.86%,2.84%,1.28%,Upgrade
27,EPS (Basic),-0.00,0.01,0.05,0.03,0.04,0.02,-0.01,0.01,0.02,-0.03,Upgrade
28,EPS (Diluted),-0.00,0.01,0.05,0.03,0.04,0.02,-0.01,0.01,0.02,-0.03,Upgrade
29,EPS Growth,-,-55.04%,10.24%,60.54%,-,239.38%,-,-,20.00%,-,Upgrade
30,Free Cash Flow,189.01,4.35,138.28,36.8,189.67,-33.56,131.72,74.74,188.23,42.17,Upgrade
31,Free Cash Flow Per Share,0.11,0.00,0.08,0.02,0.11,-0.02,0.08,0.05,0.11,0.02,Upgrade
32,Dividend Per Share,0.011,0.012,0.011,0.015,0.012,0.012,0.012,0.012,0.011,0.012,Upgrade
33,Dividend Growth,0%,-17.24%,-8.33%,20.83%,0%,0%,9.09%,0%,0%,0%,Upgrade
34,Operating Margin,4.07%,5.78%,5.63%,7.38%,9.70%,4.50%,-1.07%,4.55%,2.33%,4.94%,Upgrade
35,Profit Margin,-0.45%,2.34%,8.02%,5.24%,7.26%,3.55%,-1.64%,1.15%,3.96%,-5.26%,Upgrade
36,Free Cash Flow Margin,18.20%,0.42%,13.46%,3.57%,18.41%,-3.64%,15.43%,8.87%,24.38%,4.68%,Upgrade
37,EBITDA,71.46,88.35,82.93,100.11,122.47,66.57,19.6,62.86,42.52,67.7,Upgrade
38,D&A For EBITDA,29.25,27.98,25.12,24.08,22.59,25.17,28.69,24.56,24.54,23.13,Upgrade
39,EBIT,42.21,60.37,57.81,76.03,99.88,41.41,-9.09,38.3,17.98,44.57,Upgrade
