,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest Income on Loans,5997,5896,5718,5508,5221,5359,5000,4909,4520,4379
1,Interest Paid on Deposits,3778,3689,3690,3595,3541,3488,3317,3132,2856,2787
2,Net Interest Income,2219,2208,2028,1913,1680,1871,1683,1777,1664,1592
3,Net Interest Income Growth (YoY),9.39%,15.43%,20.72%,2.25%,-0.18%,5.27%,1.19%,11.62%,-0.20%,6.58%
4,Income From Trading Activities,-98.93,-250.72,172.21,-48.27,15.77,150.73,150.74,-167.98,48.49,390.17
5,Gain (Loss) on Sale of Assets,0.37,1.51,-0.23,0.01,1.96,0.13,0.47,-1.18,0,10.05
6,Gain (Loss) on Sale of Investments,327.98,636.34,250.69,423.27,494.31,430.96,326.81,307.16,512.65,317.96
7,Other Non-Interest Income,314.04,372.45,383.73,402.56,377.56,376.77,400.08,352.03,376.13,306.78
8,Total Non-Interest Income,543.45,759.58,806.39,777.57,889.6,958.59,878.1,490.03,937.28,1025
9,Non-Interest Income Growth (YoY),-32.61%,-2.31%,-9.35%,-18.88%,1.31%,95.62%,-6.31%,-52.19%,16.44%,20.66%
10,Revenues Before Loan Losses,2762,2967,2835,2690,2570,2829,2561,2267,2601,2617
11,Provision for Loan Losses,808.23,572.52,859.51,502.57,735.36,810.48,842.45,398.81,1054,766.97
12,Revenue,1954,2395,1975,2188,1834,2019,1719,1868,1547,1850
13,Revenue Growth (YoY),-1.07%,9.47%,7.67%,8.37%,6.72%,8.05%,11.14%,0.99%,-1.69%,8.84%
14,Salaries and Employee Benefits,532.78,891.34,541.01,797.46,529.3,780.23,502.47,604.45,480.81,639.76
15,Occupancy Expenses,173.19,185.61,177.13,191.56,175.8,193.57,173.51,174.9,151.83,157.73
16,"Selling, General & Administrative",172.75,273.8,190.53,281.98,124.4,216.22,120.03,220.67,100.86,185.05
17,Other Non-Interest Expense,41.64,47.41,41.59,45.44,40.76,36.49,47.98,47.66,43.11,55.02
18,Total Non-Interest Expense,907.42,1402,934.2,1306,860.01,1212,833.89,1040,762.26,1030
19,EBT Excluding Unusual Items,1047,992.87,1041,881.85,974.48,806.71,885.11,827.86,784.48,820.36
20,Pretax Income,1047,992.87,1041,881.85,974.48,806.71,885.11,827.86,784.48,820.36
21,Income Tax Expense,17.19,25.34,8,16.86,4.1,9.28,3.18,31.92,9.55,80.17
22,Earnings From Continuing Operations,1029,967.53,1033,864.99,970.38,797.43,881.93,795.93,774.93,740.2
23,Minority Interest in Earnings,1.03,1.23,1.14,1.11,1.91,6.34,-0.07,-9.02,4.86,-1.97
24,Net Income,1030,968.75,1034,866.11,972.29,803.76,881.86,786.92,779.8,738.23
25,Net Income to Common,1030,968.75,1034,866.11,972.29,803.76,881.86,786.92,779.8,738.23
26,Net Income Growth,-0.36%,11.85%,6.36%,7.76%,10.25%,2.14%,13.09%,6.60%,4.61%,17.65%
27,Basic Shares Outstanding,5839,5839,5839,5839,5839,5839,5839,5839,5839,5735
28,Diluted Shares Outstanding,5839,5839,5839,5839,5839,5839,5839,5839,5839,5735
29,Shares Change (YoY),-,-,-,-,-,-,-,1.82%,19.94%,243.14%
30,EPS (Basic),0.18,0.17,0.18,0.15,0.17,0.14,0.15,0.13,0.13,0.13
31,EPS (Diluted),0.18,0.16,0.18,0.14,0.17,0.14,0.15,0.13,0.13,0.13
32,EPS Growth,-0.36%,14.29%,6.36%,1.70%,11.02%,2.14%,15.38%,4.69%,-13.33%,-65.72%
