,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,8291,7941,8349,7065,6306,6831,8583,8758,9926,8758,9108
1,Market Cap Growth,12.40%,12.40%,32.41%,3.42%,-26.53%,-22.00%,-13.53%,0%,8.97%,-,-
2,Last Close Price,1.42,1.36,1.33,1.12,0.92,0.99,1.14,1.16,1.22,1.08,1.03
3,PE Ratio,3.89,3.70,3.78,3.44,3.03,3.28,4.15,4.36,5.33,5.26,5.49
4,PS Ratio,1.77,1.70,1.73,1.57,1.39,1.51,1.87,2.03,2.45,2.35,2.38
5,PB Ratio,0.31,0.29,0.31,0.27,0.24,0.26,0.32,0.34,0.40,0.39,0.40
6,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,1.79
7,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,1.50
8,Debt / Equity Ratio,1.71,1.71,1.85,1.82,2.44,2.60,3.50,3.36,3.26,3.23,3.26
9,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,14.48
10,Earnings Yield,25.91%,27.05%,26.43%,29.06%,32.96%,30.45%,24.11%,22.92%,18.75%,19.02%,18.22%
11,FCF Yield,-303.88%,-317.28%,-324.26%,-450.48%,-487.16%,-121.04%,-269.52%,-283.71%,-218.05%,-171.04%,55.81%
12,Buyback Yield / Dilution,-,-,-,-,-,-,-,-1.82%,-19.94%,-243.14%,
13,Total Shareholder Return,7.73%,-,-,-,-,-,-,-,-1.82%,-19.94%,-243.14%
