,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,3227,3953,968,901,403,659,699,847,1076,753,551,Upgrade
1,Market Cap Growth,338.81%,338.81%,140.00%,36.73%,-42.31%,-22.22%,-35.00%,12.50%,95.12%,-6.67%,-52.33%,Upgrade
2,Enterprise Value,3640,4557,1819,1771,1350,1639,1539,1996,1924,1606,1450,Upgrade
3,Last Close Price,1.20,1.47,0.36,0.33,0.15,0.24,0.26,0.23,0.30,0.21,0.15,Upgrade
4,PE Ratio,-,-19.20,-,-,-,-,-,33.25,-,-,-,Upgrade
5,PS Ratio,24.79,30.37,8.71,6.49,2.82,8.81,-,8.97,-,4.63,3.45,Upgrade
6,PB Ratio,178.60,217.90,-121.94,4.06,1.50,1.14,0.69,0.60,0.71,0.47,0.32,Upgrade
7,P/FCF Ratio,-,-,19.07,14.39,6.63,30.94,-,2.52,-,-4.49,-,Upgrade
8,P/OCF Ratio,-,-,19.07,14.39,6.63,30.94,-,2.52,-,-4.49,-,Upgrade
9,EV/Sales Ratio,27.97,35.02,16.36,12.77,9.43,21.91,-,21.13,-,9.87,9.09,Upgrade
10,EV/EBITDA Ratio,203.93,255.31,40.67,22.53,16.48,37.97,-,30.84,-,22.55,21.04,Upgrade
11,EV/EBIT Ratio,206.71,258.79,40.89,22.60,16.52,38.06,-,30.86,-,23.02,21.72,Upgrade
12,EV/FCF Ratio,-,-,35.84,28.30,22.21,76.95,-,5.94,-,-9.57,-,Upgrade
13,Debt / Equity Ratio,24.79,24.79,-81.28,4.08,3.37,1.65,0.99,0.73,0.66,0.57,0.53,Upgrade
14,Debt / FCF Ratio,-,-,12.71,14.47,14.86,44.91,-,3.06,-,-5.39,-,Upgrade
15,Earnings Yield,-6.38%,-5.21%,-27.98%,-36.70%,-169.46%,-59.38%,-,3.01%,-,-34.26%,-5.56%,Upgrade
16,FCF Yield,-,5.24%,6.95%,15.08%,3.23%,-,39.70%,-,-22.29%,13.88%,Upgrade,
17,Buyback Yield / Dilution,-0.38%,-,0.01%,-,0.06%,-,-0.07%,-,0.07%,0.07%,Upgrade,
18,Total Shareholder Return,-0.38%,-,0.01%,-,0.06%,-,-0.07%,-,0.07%,0.07%,Upgrade,
