,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,237.11,418.46,317.97,372.73,312.58,206.05,285.64,301.35,324.66,279.91,319.05,410.06,326.99,259.01,367.77,426.91,321.36,310.74,194.68,352.69,Upgrade
1,Other Revenue,-5.39,5.39,-,36.22,-28.23,28.23,-,106.6,-51.62,51.62,-,47.92,-24.27,24.27,-,26.18,-11.54,11.54,-,29.93,Upgrade
2,Revenue,231.73,423.85,317.97,408.94,284.35,234.28,285.64,407.94,273.03,331.53,319.05,457.98,302.71,283.28,367.77,453.09,309.82,322.28,194.68,382.61,Upgrade
3,Revenue Growth (YoY),-18.51%,80.92%,11.32%,0.25%,4.14%,-29.34%,-10.47%,-10.93%,-9.81%,17.03%,-13.25%,1.08%,-2.29%,-12.10%,88.91%,18.42%,126.93%,312.60%,0.23%,22.44%,Upgrade
4,Cost of Revenue,167.13,251.64,246.63,335.88,203.76,132.03,182.88,273.34,161.37,180.6,195.74,343.04,198.47,142.79,253.71,312.07,238.92,231.76,137.72,288.86,Upgrade
5,Gross Profit,64.6,172.21,71.34,73.07,80.59,102.25,102.76,134.6,111.67,150.93,123.3,114.95,104.25,140.49,114.06,141.02,70.9,90.52,56.96,93.76,Upgrade
6,"Selling, General & Admin",41.73,51.2,36.1,42.79,38.17,39.49,34.32,44.39,32.06,44.35,32.58,37.96,34.93,34.72,24.61,32.08,24.11,25.11,23.63,26.62,Upgrade
7,Research & Development,5.26,4.08,4.54,9.55,4.33,6.12,3.96,18.16,7.94,6.79,5.69,25.03,7.54,8.08,4.21,23.05,9.35,8.36,3.5,26.81,Upgrade
8,Other Operating Expenses,-3.6,9.37,-0.46,9.46,-0.01,1.52,-1.01,15.35,-0.9,0.25,-0.62,15.6,-0.43,-0.92,-0.3,18.41,-0.4,-2.23,-3.16,19.02,Upgrade
9,Operating Expenses,34.24,77.68,29.65,72.89,35.18,36.39,39.01,86.47,31.93,60.02,21.6,-11.09,41.68,42.83,53.51,120.97,44.28,51.58,24.2,89.66,Upgrade
10,Operating Income,30.36,94.53,41.69,0.17,45.41,65.87,63.75,48.13,79.74,90.92,101.7,126.04,62.57,97.66,60.55,20.05,26.62,38.94,32.76,4.1,Upgrade
11,Interest Expense,-35.35,-34.63,-36.89,-18.79,-42.06,-51.37,-41.86,-41.9,-44.07,-43.49,-60.03,-68.62,-47.05,-41.84,-36.27,-28.06,-12.58,-18.48,-18.69,-17.97,Upgrade
12,Interest & Investment Income,7.04,16.81,21.02,71.72,6.49,4.92,12.47,9.39,0.53,24.38,2.04,51.49,-,5.41,7.06,3.88,5,8.76,6.61,3.15,Upgrade
13,Other Non Operating Income (Expenses),0.01,-0.55,-0.29,-0.15,6.06,-2.88,1.65,0.88,-0.43,0.04,-1.03,-0.65,0.42,-1.18,0.43,1.56,-0.08,-0.52,-1.71,-3.57,Upgrade
14,EBT Excluding Unusual Items,2.06,76.17,25.53,52.95,15.91,16.54,36.01,16.5,35.77,71.84,42.68,108.26,15.94,60.06,31.76,-2.57,18.95,28.7,18.96,-14.29,Upgrade
15,Impairment of Goodwill,-,-,-,-18.02,-,-,-,-,-,-,-,-17.2,-,-,-,-,-,-,-,-9.57,Upgrade
16,Gain (Loss) on Sale of Assets,0.28,-0.07,0.13,-0.01,0.05,0.38,-,0.12,-,0.1,0.16,-,-,-,-,-0.36,-0.17,-,0.22,-0.07,Upgrade
17,Asset Writedown,-0.09,-,-,-1.19,0.82,-1.13,1.13,1.8,-2.03,0.44,-0.44,-11.37,11.36,-10.79,10.79,-0,0,-,-,-,Upgrade
18,Legal Settlements,-,-,-,3.5,-,-,-,0.99,-0.11,0.11,-,0.7,-0.1,0.1,-,0.38,-0.25,0.25,-,1.18,Upgrade
19,Other Unusual Items,-5.63,5.15,0.19,9.2,-2.9,2.9,-,13.1,-0.2,0.2,-,13.28,-0.01,0.01,-,21.4,-0,0,-,21.5,Upgrade
20,Pretax Income,-3.37,81.25,25.85,46.43,13.87,18.69,37.14,32.51,33.43,72.69,42.4,93.68,27.19,49.37,42.55,18.86,18.52,28.96,19.18,-1.26,Upgrade
21,Income Tax Expense,1.6,23.14,-0.02,23.86,-2.73,-6.98,1.24,8.12,1.6,8.72,-2.41,18.94,2.62,-5.87,8.32,3.72,2.6,0.66,1.39,-10.58,Upgrade
22,Earnings From Continuing Operations,-4.97,58.1,25.87,22.57,16.6,25.67,35.9,24.4,31.84,63.98,44.81,74.75,24.57,55.24,34.24,15.14,15.92,28.3,17.79,9.32,Upgrade
23,Minority Interest in Earnings,-1.93,-2.08,-1.8,-1.3,-1.46,-2.08,-1.69,-1.26,-1.9,-11.29,-2.93,-1.6,-0.06,-1.52,-1.63,-1.23,-1.29,-2.59,-1.91,-1.33,Upgrade
24,Net Income,-6.9,56.02,24.07,21.27,15.15,23.59,34.21,23.14,29.94,52.69,41.88,73.15,24.52,53.71,32.6,13.91,14.63,25.71,15.87,7.99,Upgrade
25,Net Income to Common,-6.9,56.02,24.07,21.27,15.15,23.59,34.21,23.14,29.94,52.69,41.88,73.15,24.52,53.71,32.6,13.91,14.63,25.71,15.87,7.99,Upgrade
26,Net Income Growth,-,137.48%,-29.64%,-8.08%,-49.40%,-55.23%,-18.31%,-68.37%,22.12%,-1.91%,28.45%,425.88%,67.61%,108.94%,105.39%,74.07%,73.52%,220.43%,-38.68%,-,Upgrade
27,Shares Outstanding (Basic),686,542,602,532,668,586,570,584,597,584,598,568,584,536,543,470,609,479,445,396,Upgrade
28,Shares Outstanding (Diluted),686,542,602,532,668,586,570,584,597,584,598,637,584,536,760,470,762,479,445,531,Upgrade
