,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+10 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters
0,Revenue,20.84,20.84,20.3,20.3,20.8,20.5,26.76,16.91,17.33,15.7,20.28,20.34,17.35,14.01,24.5,15.1,16.64,14.01,17.98,17.25,Upgrade
1,Revenue Growth (YoY),0.20%,1.67%,-24.16%,20.02%,20.05%,30.62%,31.98%,-16.86%,-0.12%,12.07%,-17.22%,34.73%,4.29%,-0.03%,36.26%,-12.45%,-5.11%,-3.19%,13.15%,21.87%,Upgrade
2,Cost of Revenue,10.65,10.65,9.49,9.49,10.55,10.43,13.13,8.29,7.96,7.82,11.18,10.31,7.42,6.73,16.05,6.94,7.83,5.81,7.32,8.42,Upgrade
3,Gross Profit,10.2,10.2,10.81,10.81,10.25,10.07,13.64,8.63,9.37,7.88,9.1,10.04,9.93,7.28,8.45,8.16,8.81,8.2,10.66,8.83,Upgrade
4,"Selling, General & Admin",8.76,8.76,9.94,9.94,8.4,8.39,10.55,6.97,7.34,6.82,9.97,7.12,6.91,6.43,8.54,5.71,6.12,5.91,8.83,4.92,Upgrade
5,Operating Expenses,8.76,8.76,9.95,9.95,8.48,8.39,10.55,6.97,7.34,6.82,9.97,7.12,6.91,6.43,8.54,5.71,6.12,5.91,8.83,4.92,Upgrade
6,Operating Income,1.44,1.44,0.86,0.86,1.77,1.68,3.08,1.66,2.04,1.06,-0.87,2.92,3.02,0.85,-0.09,2.45,2.7,2.29,1.83,3.91,Upgrade
7,Interest Expense,-0.04,-0.04,-0.02,-0.02,-0.03,-0.04,-0.05,-0.04,-0.04,-0.03,-0.03,-0.04,-0.03,-0.03,-0.04,-0.03,-0.02,-0.02,-,-0.05,Upgrade
8,Interest & Investment Income,0.4,0.4,0.84,0.84,0.78,-,0.45,-,-,-,0.02,-,-,-,0.36,-,-,-,0.92,-,Upgrade
9,Earnings From Equity Investments,-0.01,-0.01,-0.06,-0.06,-0.11,-0.04,-0.06,-0.09,-0.03,-0.02,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),0.45,0.45,-0.76,-0.76,-0.12,0.03,-0.78,0.95,-0.05,0.3,-0.13,-0.08,-0.17,0.06,-1.82,0.1,0.78,1.11,-0.67,0.2,Upgrade
11,EBT Excluding Unusual Items,2.23,2.23,0.86,0.86,2.3,1.64,2.65,2.49,1.92,1.3,-1.02,2.79,2.82,0.88,-1.6,2.52,3.45,3.39,2.09,4.06,Upgrade
12,Gain (Loss) on Sale of Assets,-,-,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Unusual Items,-,-,1.26,1.26,-,-,1.02,-,-,-,-,-,-,-,1.59,-,-,-,-,-,Upgrade
14,Pretax Income,2.23,2.23,2.14,2.14,2.3,1.64,3.67,2.49,1.92,1.3,-1.02,2.79,2.82,0.88,-0.01,2.52,3.45,3.39,2.09,4.06,Upgrade
15,Income Tax Expense,0.56,0.56,-0.34,-0.34,0.67,0.43,0.63,0.51,0.46,0.22,0.1,0.69,0.5,0.15,-0.14,0.49,0.68,0.47,0.44,0.73,Upgrade
16,Earnings From Continuing Operations,1.68,1.68,2.48,2.48,1.63,1.21,3.04,1.98,1.47,1.08,-1.11,2.11,2.32,0.73,0.13,2.04,2.77,2.92,1.65,3.33,Upgrade
17,Minority Interest in Earnings,0.04,0.04,0.03,0.03,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Net Income,1.72,1.72,2.5,2.5,1.64,1.21,3.04,1.98,1.47,1.08,-1.11,2.11,2.32,0.73,0.13,2.04,2.77,2.92,1.65,3.33,Upgrade
19,Net Income to Common,1.72,1.72,2.5,2.5,1.64,1.21,3.04,1.98,1.47,1.08,-1.11,2.11,2.32,0.73,0.13,2.04,2.77,2.92,1.65,3.33,Upgrade
20,Net Income Growth,5.04%,42.22%,-17.62%,26.75%,11.59%,12.05%,-,-6.26%,-36.88%,48.42%,-,3.59%,-16.22%,-75.10%,-92.13%,-38.91%,-2.73%,68.69%,231.06%,365.22%,Upgrade
21,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Upgrade
22,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Upgrade
23,EPS (Basic),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
24,EPS (Diluted),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
25,EPS Growth,5.03%,42.22%,-17.63%,26.72%,11.62%,12.09%,-,-6.26%,-36.90%,48.46%,-,3.62%,-16.21%,-75.12%,-92.15%,-38.91%,-2.75%,68.75%,231.46%,365.14%,Upgrade
26,Free Cash Flow,0.31,0.31,4.34,4.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Free Cash Flow Per Share,0.00,0.00,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Dividend Per Share,-,-,-,-,-,-,0.004,-,-,-,0.003,-,-,-,0.004,-,-,-,0.004,-,Upgrade
29,Dividend Growth,-,-,-,-,-,-,33.33%,-,-,-,-33.33%,-,-,-,2.86%,-,-,-,250.00%,-,Upgrade
