,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4047,3768,2584,3110,3483,3730,4015,4661,4883,2788,3460,3282,3789,3111,3891,3595,3855,4648,3735,3425,3609,Upgrade
1,Market Cap Growth,1.02%,1.02%,-35.65%,-33.29%,-28.66%,33.79%,16.06%,42.01%,28.86%,-10.39%,-11.07%,-8.71%,-1.71%,-33.06%,4.17%,4.98%,6.84%,35.72%,-3.12%,-25.07%,-2.55%,Upgrade
2,Enterprise Value,3776,3465,2274,2788,3162,3380,3637,4424,4646,2559,3224,3132,3639,2960,3680,3545,3805,4614,3740,3562,3746,Upgrade
3,Last Close Price,6.39,5.95,4.08,4.91,5.50,5.89,6.34,7.36,7.71,4.40,5.46,5.18,5.98,4.91,6.14,5.67,6.08,7.33,5.89,5.40,5.69,Upgrade
4,PE Ratio,-,-,-,-,540.02,-,259.49,-,-,41.72,507.59,1167.33,-,90.36,-,65.11,77.08,-7.05,-5.58,-4.86,-,Upgrade
5,Forward PE,-,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,Upgrade
6,PS Ratio,7.83,7.29,4.72,5.06,5.41,6.18,6.16,7.70,8.07,4.05,5.04,4.61,5.28,4.09,5.28,4.99,5.46,7.07,5.23,5.03,5.03,Upgrade
7,PB Ratio,6.15,4.98,3.28,3.84,4.29,4.62,4.94,5.81,6.05,3.36,4.51,4.30,4.78,4.08,5.10,4.61,4.90,6.29,5.21,4.81,5.08,Upgrade
8,P/TBV Ratio,6.19,6.19,4.06,4.82,5.38,5.87,6.26,7.46,7.83,4.77,7.34,7.04,7.88,7.14,9.19,8.30,8.88,11.60,9.82,9.11,9.77,Upgrade
