,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,14345,13580,14019,13395,12409,12376,10197,8276,6181,7615,Upgrade
1,Revenue Growth (YoY),2.33%,1.38%,12.98%,8.23%,21.69%,49.54%,64.97%,8.68%,-1.18%,31.33%,Upgrade
2,Cost of Revenue,7110,7066,7180,7111,6208,6106,4498,4238,3124,3917,Upgrade
3,Gross Profit,7236,6513,6839,6284,6201,6270,5699,4038,3057,3698,Upgrade
4,"Selling, General & Admin",5007,5797,4539,4526,3901,3954,3292,2935,2295,2939,Upgrade
5,Other Operating Expenses,-166.09,-316.66,-121.86,-374.78,-236,-181.38,-98.6,-140.92,-112.04,-45.83,Upgrade
6,Operating Expenses,4851,5457,4407,4114,3679,3751,3195,2826,2183,2893,Upgrade
7,Operating Income,2384,1056,2432,2170,2521,2519,2504,1212,873.87,804.31,Upgrade
8,Interest Expense,-81.13,-89.18,-71.31,-56.77,-45.66,-35.07,-29.38,-59.71,-25.51,-25.57,Upgrade
9,Interest & Investment Income,221.24,236.42,240.32,204.88,149.1,100.18,44.92,-,65.87,58.2,Upgrade
10,Earnings From Equity Investments,110.86,276.1,101.87,99.51,101.65,79.65,79.57,61.72,21.77,32.99,Upgrade
11,Currency Exchange Gain (Loss),-27.45,-40.94,64.75,14.26,79.5,-30.93,0.47,-1.95,1.99,1.16,Upgrade
12,Other Non Operating Income (Expenses),-12.29,-7.75,-10.05,-7.71,-9.22,-13.22,-8.55,-4.51,-6.38,-7,Upgrade
13,EBT Excluding Unusual Items,2595,1431,2758,2424,2797,2619,2591,1207,931.6,864.09,Upgrade
14,Merger & Restructuring Charges,-,-,-,-,-,-,-2.32,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,17.66,42.18,42.97,93.78,100.6,78.52,41.85,133.33,-24.42,12.16,Upgrade
16,Asset Writedown,-,-17.79,-,-21.63,21.63,4.88,-4.88,-,-,-,Upgrade
17,Pretax Income,2613,1455,2801,2496,2919,2703,2625,1341,907.18,876.24,Upgrade
18,Income Tax Expense,661.1,389.69,679.52,621.64,729.69,654.13,663.22,325.47,223.91,172.1,Upgrade
19,Earnings From Continuing Operations,1952,1066,2121,1874,2189,2049,1962,1015,683.27,704.14,Upgrade
20,Net Income to Company,1952,1066,2121,1874,2189,2049,1962,1015,683.27,704.14,Upgrade
21,Minority Interest in Earnings,-,-,-0.05,0.06,-,-0.01,-,-,-,-0,Upgrade
22,Net Income,1952,1066,2121,1875,2189,2049,1962,1015,683.27,704.14,Upgrade
23,Net Income to Common,1952,1066,2121,1875,2189,2049,1962,1015,683.27,704.14,Upgrade
24,Net Income Growth,-7.98%,-43.15%,-3.11%,-8.50%,11.57%,101.80%,187.18%,44.18%,-14.05%,57.63%,Upgrade
25,Shares Outstanding (Basic),2575,2542,2631,2617,2613,2528,2483,2466,2442,2423,Upgrade
26,Shares Outstanding (Diluted),2586,2556,2640,2628,2638,2561,2517,2521,2502,2508,Upgrade
27,Shares Change (YoY),-2.07%,-2.76%,0.10%,2.63%,4.80%,1.58%,0.58%,0.53%,0.97%,2.15%,Upgrade
28,EPS (Basic),0.76,0.42,0.81,0.72,0.84,0.81,0.79,0.41,0.28,0.29,Upgrade
29,EPS (Diluted),0.75,0.42,0.80,0.71,0.83,0.80,0.78,0.40,0.27,0.28,Upgrade
30,EPS Growth,-6.04%,-41.54%,-3.20%,-10.84%,6.46%,98.63%,185.57%,43.45%,-14.90%,54.27%,Upgrade
31,Free Cash Flow,2122,1454,1306,945.12,924.04,1845,2919,1896,273.01,1726,Upgrade
32,Free Cash Flow Per Share,0.82,0.57,0.49,0.36,0.35,0.72,1.16,0.75,0.11,0.69,Upgrade
33,Dividend Per Share,0.378,0.185,0.362,-,-,-,-,-,-,-,Upgrade
34,Dividend Growth,4.28%,-,-,-,-,-,-,-,-,-,Upgrade
35,Operating Margin,16.62%,7.78%,17.35%,16.20%,20.32%,20.35%,24.55%,14.64%,14.14%,10.56%,Upgrade
36,Profit Margin,13.61%,7.85%,15.13%,13.99%,17.64%,16.55%,19.24%,12.27%,11.05%,9.25%,Upgrade
37,Free Cash Flow Margin,14.79%,10.71%,9.32%,7.06%,7.45%,14.91%,28.63%,22.91%,4.42%,22.67%,Upgrade
38,EBITDA,2927,1700,2917,2599,2906,2865,2814,1508,1136,1042,Upgrade
39,D&A For EBITDA,542.43,643.67,485.1,429.19,384.41,346.05,310.66,296.47,262.49,237.97,Upgrade
40,EBIT,2384,1056,2432,2170,2521,2519,2504,1212,873.87,804.31,Upgrade
