,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,47221,42805,54726,110817,178166,190013,222905,235025,131820,60216,53507,Upgrade
1,Market Cap Growth,-61.37%,-61.37%,-69.28%,-41.68%,-20.07%,-19.15%,69.10%,290.30%,146.36%,43.52%,192.33%,Upgrade
2,Enterprise Value,35889,35760,47849,104168,167318,173050,216619,227739,126445,54551,48952,Upgrade
3,Last Close Price,18.34,16.41,20.07,40.05,63.73,68.38,79.60,88.41,49.55,22.87,21.56,Upgrade
4,PE Ratio,14.54,13.20,15.59,25.67,38.78,38.28,45.28,65.63,65.35,39.56,31.91,Upgrade
5,Forward PE,13.57,11.34,11.62,19.81,28.78,32.12,40.81,58.19,54.91,32.79,31.20,Upgrade
6,PS Ratio,1.56,1.43,1.80,3.74,6.11,6.54,8.05,10.58,7.68,3.98,3.45,Upgrade
7,PB Ratio,1.70,1.54,2.04,4.04,6.48,7.32,8.60,18.91,12.77,7.23,6.71,Upgrade
8,P/TBV Ratio,1.56,1.56,2.07,4.10,6.58,7.44,8.75,19.56,13.33,7.61,6.98,Upgrade
9,P/FCF Ratio,12.29,11.14,17.99,45.55,84.32,58.57,38.11,40.58,51.17,27.46,16.68,Upgrade
10,P/OCF Ratio,7.28,7.28,10.60,24.00,40.27,33.91,27.83,34.84,40.17,20.98,13.65,Upgrade
11,PEG Ratio,3.93,1.46,1.57,1.02,1.56,1.34,0.90,1.65,1.83,1.11,0.74,Upgrade
12,EV/Sales Ratio,1.20,1.19,1.57,3.52,5.74,5.96,7.82,10.25,7.36,3.60,3.16,Upgrade
13,EV/EBITDA Ratio,5.87,7.19,9.41,17.48,26.89,25.60,31.07,43.81,40.26,22.82,22.69,Upgrade
14,EV/EBIT Ratio,8.76,9.67,12.45,20.95,31.55,29.31,35.14,50.96,51.05,29.63,29.39,Upgrade
15,EV/FCF Ratio,9.34,9.31,15.73,42.82,79.18,53.34,37.04,39.32,49.08,24.87,15.26,Upgrade
16,Debt / Equity Ratio,0.08,0.08,0.10,0.10,0.09,0.07,0.06,0.09,0.12,0.11,0.13,Upgrade
17,Debt / FCF Ratio,0.61,0.61,0.92,1.15,1.15,0.59,0.28,0.20,0.48,0.43,0.31,Upgrade
18,Return on Capital Employed (ROCE),12.17%,12.22%,12.95%,16.53%,17.77%,21.11%,22.25%,32.31%,21.77%,20.37%,19.02%,Upgrade
19,Earnings Yield,6.87%,7.58%,6.42%,3.90%,2.58%,2.61%,2.21%,1.52%,1.53%,2.53%,3.13%,Upgrade
20,FCF Yield,8.14%,8.98%,5.56%,2.20%,1.19%,1.71%,2.62%,2.46%,1.95%,3.64%,5.99%,Upgrade
21,Dividend Yield,3.36%,3.69%,3.00%,0.98%,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,2.41%,2.07%,2.76%,-0.10%,-2.63%,-4.80%,-1.58%,-0.58%,-0.53%,-0.97%,-2.15%,Upgrade
23,Total Shareholder Return,5.77%,5.76%,5.77%,0.87%,-2.63%,-4.80%,-1.58%,-0.58%,-0.53%,-0.97%,-2.15%,Upgrade
