,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Market Capitalization,209,301,333,592,872,468,37,45,50,50,69,71,95,137,106,93,100,79,74,130,159,Upgrade
1,Market Cap Growth,-35.59%,-35.59%,800.00%,1217.65%,1636.84%,831.58%,-46.15%,-37.04%,-47.22%,-63.46%,-35.00%,-22.86%,-5.26%,73.33%,42.86%,-28.57%,-36.67%,-53.85%,-65.00%,-23.44%,13.21%,Upgrade
2,Enterprise Value,211,303,334,588,868,458,27,24,29,7,26,18,42,113,81,66,74,61,55,107,136,Upgrade
3,Last Close Price,0.08,0.11,0.13,0.22,0.33,0.18,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.05,0.06,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-38.45,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,4.55,6.57,6.57,11.45,20.10,14.14,1.26,1.51,1.99,1.82,2.17,1.97,2.29,3.16,2.49,2.17,2.31,1.70,1.24,1.88,2.01,Upgrade
6,PB Ratio,-18.50,-18.50,-20.45,-53.66,-79.05,46.70,1.76,2.14,1.42,1.42,1.60,1.66,-,2.61,1.99,1.74,-,1.38,1.27,2.23,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,47.25,1.78,2.17,1.45,1.45,1.63,1.69,-,2.68,2.04,1.78,-,1.44,1.32,2.30,-,Upgrade
8,P/FCF Ratio,-,-68.75,-71.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-117.76,-116.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,4.60,6.60,6.60,11.37,20.01,13.85,0.93,0.81,1.17,0.26,0.81,0.49,1.00,2.60,1.92,1.54,1.69,1.30,0.93,1.55,1.72,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6.29,-,-2.24,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.98,-,-,-,-,Upgrade
13,EV/FCF Ratio,-48.09,-69.04,-71.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,-0.41,-0.41,-0.41,-1.41,-1.41,1.64,1.00,1.00,0.76,0.76,0.49,0.49,-,0.41,0.48,0.48,-,0.30,0.45,0.45,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.52,-,-,Upgrade
16,Debt / FCF Ratio,-,-1.53,-1.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,2.36,1.62,3.63,2.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,4.26,1.37,1.42,5.93,7.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.17,0.17,0.17,0.50,0.50,0.83,-,1.13,-,1.67,-,2.17,-,2.39,-,1.43,-,1.68,-,1.53,-,Upgrade
20,Current Ratio,0.37,0.37,0.37,0.69,0.69,1.04,-,1.45,-,1.89,-,2.26,-,2.40,-,1.44,-,1.70,-,1.55,-,Upgrade
21,Return on Equity (ROE),-,-,-,-,-159.33%,-91.91%,-125.01%,-61.66%,-54.87%,-25.11%,-,-,8.48%,-13.01%,-,-,-0.78%,-3.81%,-,-,Upgrade,
22,Return on Assets (ROA),-131.80%,-90.21%,-36.68%,-24.28%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-,-,-152.91%,-44.64%,-43.56%,-27.51%,-28.36%,-20.51%,-26.90%,-9.40%,-,-,-13.94%,-3.78%,-,-,-4.76%,-3.82%,-,-,Upgrade,
24,Earnings Yield,-12.39%,-8.59%,-8.66%,-5.13%,-3.35%,-5.32%,-65.00%,-48.96%,-40.14%,-35.01%,-16.19%,-14.26%,-6.71%,-2.60%,-4.73%,-4.43%,-44.83%,-70.77%,-84.03%,-50.55%,-19.02%,Upgrade
25,FCF Yield,-2.10%,-1.45%,-1.41%,-0.84%,-0.29%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
