,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,12968,3552,8566,1470,11116,5574,6510,-1188,11884,3944,6591,2147,7426,4266,5814,-2145,11341,1746,9772,-2375,Upgrade
1,Other Revenue,-4060,4060,-,9004,-1484,1484,-,10691,-1662,1662,-,7138,-1847,1847,-,6704,-5761,5761,-,14915,Upgrade
2,Revenue,8908,7612,8566,10475,9632,7058,6510,9503,10222,5606,6591,9285,5579,6112,5814,4559,5579,7508,9772,12540,Upgrade
3,Revenue Growth (YoY),-7.52%,7.86%,31.58%,10.23%,-5.77%,25.89%,-1.23%,2.35%,83.22%,-8.28%,13.35%,103.66%,-0.01%,-18.59%,-40.50%,-63.64%,-23.95%,-31.92%,23.71%,5.18%,Upgrade
4,Cost of Revenue,4705,3812,4933,6206,6235,3381,3239,6602,7063,2929,3357,6493,3220,3394,3327,2996,3376,5216,6312,8955,Upgrade
5,Gross Profit,4203,3801,3634,4269,3397,3677,3271,2901,3159,2677,3234,2792,2359,2718,2487,1563,2204,2292,3459,3584,Upgrade
6,"Selling, General & Admin",436.42,429.84,478.66,483.46,398.54,397.84,442.89,375.83,371.3,379.91,388.51,474.76,386.47,375.84,372.76,463.6,407.38,344.71,531.58,475.28,Upgrade
7,Other Operating Expenses,7.33,10.8,4.81,6.82,13.24,4.2,4.77,3.23,1.75,3.05,0.53,8.32,1.79,1.09,4.46,45.04,-22.8,15.79,-8.27,117.82,Upgrade
8,Operating Expenses,25.14,534.01,461.01,502.55,531.35,391.61,486,233.18,595.32,427.42,488.9,424.01,435.65,359.49,684.44,-51.81,1829,941.39,549.46,628.63,Upgrade
9,Operating Income,4178,3266,3173,3767,2865,3286,2785,2668,2563,2250,2745,2368,1924,2358,1803,1614,375.22,1350,2910,2956,Upgrade
10,Interest Expense,-2492,-2390,-2388,-2388,-2359,-2308,-2251,-2232,-2118,-2073,-1799,-1994,-2060,-2054,-2083,-2313,-2030,-1708,-2155,-2676,Upgrade
11,Interest & Investment Income,225.72,124.81,139.96,592.35,-,547.37,146,146.63,145.54,522.24,103.61,53.46,1610,7.45,11.69,9.91,30.39,-,92.45,-,Upgrade
12,Currency Exchange Gain (Loss),18.2,-18.2,-,-76.74,161.94,-161.94,-,-274.18,127.32,-127.32,-,78.89,-37.85,37.85,-,137.96,17.55,-17.55,-,-30.51,Upgrade
13,Other Non Operating Income (Expenses),-166.3,149.4,4.33,110.23,101.92,-302.41,74.75,9.75,-12.45,-205.78,-59.03,-243.79,-48.18,-3.21,46.35,-3224,1346,-1298,-19.79,-114.36,Upgrade
14,EBT Excluding Unusual Items,1764,1132,928.86,2005,769.96,1061,754.55,317.56,706.07,365.3,990.6,263.42,1388,346.1,-221.91,-3774,-260.96,-1673,827.19,134.79,Upgrade
15,Gain (Loss) on Sale of Investments,-56.64,-24.26,150.22,-237.77,3.83,-17.44,-57.65,-277.15,435.7,-200.42,108.68,-776.29,16,-7.97,-23.08,-917.12,-303.65,-485.86,6.94,-1.44,Upgrade
16,Gain (Loss) on Sale of Assets,47.07,51.09,4.92,-1.29,-0.53,162.81,-,-0.34,0.97,32.72,-,-,-,-,-,-,-,-,-,-2.57,Upgrade
