,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,23011,28387,24707,18935,21592,24948,27097,29765,32429,28468,33675,31278,32246,25703,30372,37398,49180,46649,49355,33985,22824,Upgrade
1,Market Cap Growth,13.79%,13.79%,-8.82%,-36.39%,-33.42%,-12.36%,-19.53%,-4.84%,0.57%,10.76%,10.87%,-16.36%,-34.43%,-44.90%,-38.46%,10.04%,115.47%,138.68%,179.84%,75.29%,64.98%,Upgrade
2,Enterprise Value,28598,33793,30193,24934,27591,30817,32981,35205,37869,33083,38199,34468,35435,28189,32825,39655,51438,48834,51229,36058,24897,Upgrade
3,Last Close Price,15.88,19.59,16.86,12.75,14.50,16.76,17.96,19.68,21.33,18.72,22.05,20.41,21.04,17.16,20.28,24.73,32.53,30.85,32.64,22.33,15.00,Upgrade
4,PE Ratio,20.36,24.90,24.46,20.40,26.00,22.79,23.19,24.74,27.77,41.11,62.38,84.50,-,37.86,35.03,38.79,52.89,51.93,60.69,51.91,40.07,Upgrade
5,Forward PE,15.12,19.99,18.33,14.49,15.44,17.84,19.59,21.34,24.42,18.32,23.26,23.26,90.52,90.52,90.52,90.52,90.52,90.52,90.52,74.38,72.54,Upgrade
6,PS Ratio,2.47,3.04,2.70,2.16,2.60,2.89,3.10,3.48,3.92,3.61,4.53,4.52,4.85,4.14,4.89,5.83,7.58,7.47,8.17,5.90,4.24,Upgrade
7,PB Ratio,2.69,3.17,2.76,2.23,2.62,3.02,3.21,3.75,4.19,3.88,4.59,4.52,4.76,3.69,4.36,5.36,7.31,7.34,8.06,5.65,3.95,Upgrade
8,P/TBV Ratio,3.78,3.78,3.28,2.65,3.13,3.62,3.83,4.53,5.06,4.71,5.55,5.53,5.84,4.34,5.17,6.35,8.73,8.79,9.63,6.65,4.67,Upgrade
9,P/FCF Ratio,19.65,24.24,21.05,16.63,34.57,214.31,-51.00,-,-,-,-,-,-,-,-,-,176.29,85.41,-,32.25,23.78,Upgrade
10,P/OCF Ratio,10.74,10.74,9.41,7.02,9.74,11.90,16.50,19.64,26.10,33.24,33.19,32.08,34.36,24.07,22.66,29.56,31.62,27.93,27.82,18.11,13.01,Upgrade
11,EV/Sales Ratio,3.06,3.61,3.30,2.85,3.32,3.57,3.78,4.12,4.58,4.20,5.14,4.98,5.33,4.54,5.28,6.19,7.93,7.82,8.48,6.26,4.62,Upgrade
12,EV/EBITDA Ratio,10.92,13.22,12.91,11.33,13.34,13.14,14.33,15.33,17.48,20.92,27.53,33.38,35.12,25.26,22.76,22.23,28.38,28.56,34.81,27.91,20.76,Upgrade
13,EV/EBIT Ratio,16.08,19.01,19.05,16.94,20.25,18.52,20.03,20.94,24.00,32.47,45.26,68.02,-,44.84,33.84,29.78,37.41,37.92,48.06,40.01,30.19,Upgrade
14,EV/FCF Ratio,24.42,28.86,25.73,21.90,44.17,264.73,-62.08,-,-,-,-,-,-,-,-,-,184.39,89.41,-,34.21,25.94,Upgrade
15,Debt / Equity Ratio,0.78,0.78,0.77,0.97,0.83,0.85,0.91,0.95,0.88,0.88,0.78,0.87,0.82,0.77,0.72,0.56,0.60,0.56,0.54,0.49,0.57,Upgrade
16,Debt / EBITDA Ratio,2.65,2.45,2.24,3.08,3.93,3.56,3.04,3.52,2.37,3.63,2.27,3.73,11.04,5.26,4.65,2.58,4.67,1.53,1.36,1.81,7.23,Upgrade
17,Debt / FCF Ratio,5.93,5.93,5.88,7.21,10.98,60.11,-14.49,-,-,-,-,-,-,-,-,-,14.52,6.51,-,2.81,3.45,Upgrade
18,Asset Turnover,0.43,0.53,0.52,0.45,0.40,0.47,0.45,0.55,0.49,0.51,0.45,0.54,0.43,0.45,0.46,0.52,0.54,0.63,0.59,0.49,Upgrade,
19,Inventory Turnover,1.01,0.87,1.20,1.21,0.95,0.95,1.03,1.01,1.11,0.99,1.02,0.96,1.31,0.90,0.97,0.91,1.05,0.88,1.20,1.17,1.03,Upgrade
