,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,10150,12350,11122,10435,11162,11451,11192,15903,15865,14128,Upgrade
1,Short-Term Investments,878,345,468,528,271,242,71,42,75,750,Upgrade
2,Trading Asset Securities,102,102,97,98,96,105,108,106,104,100,Upgrade
3,Cash & Short-Term Investments,11130,12797,11687,11061,11529,11798,11371,16051,16044,14978,Upgrade
4,Cash Growth,-4.77%,15.69%,1.37%,-6.25%,1.39%,-26.50%,-29.13%,7.16%,8.80%,-1.58%,Upgrade
5,Accounts Receivable,172,185,133,171,107,136,36,125,92,106,Upgrade
6,Other Receivables,-,4,-,179,-,-,267,818,-,-,Upgrade
7,Receivables,172,189,133,350,107,136,303,943,92,178,Upgrade
8,Inventory,48,55,73,67,39,44,59,21,114,40,Upgrade
9,Prepaid Expenses,986,586,1087,546,1264,632,1082,466,1208,430,Upgrade
10,Other Current Assets,-,245,-,372,-,402,-,456,10,466,Upgrade
11,Total Current Assets,12336,13872,12980,12396,12939,13012,12815,17937,17468,16092,Upgrade
12,"Property, Plant & Equipment",41161,41205,41722,42043,42867,43947,45484,46530,53755,54329,Upgrade
13,Long-Term Investments,405,534,558,511,598,605,563,577,600,565,Upgrade
14,Goodwill,-,90,-,90,-,90,-,1015,-,1184,Upgrade
15,Other Intangible Assets,270,195,317,232,366,271,1333,385,1562,417,Upgrade
16,Long-Term Accounts Receivable,-,1158,-,1188,-,1252,-,1314,-,1375,Upgrade
17,Long-Term Deferred Tax Assets,5007,5048,5488,5415,5436,5342,5758,5765,2807,2822,Upgrade
18,Other Long-Term Assets,5498,3658,5142,3929,4964,3781,5083,3968,5446,4092,Upgrade
19,Total Assets,64677,65760,66207,65804,67170,68300,71036,77491,81638,81158,Upgrade
20,Accounts Payable,110,196,181,125,111,108,92,108,106,114,Upgrade
21,Accrued Expenses,5527,2826,5218,1740,3952,1902,3996,1950,3297,2220,Upgrade
22,Current Portion of Long-Term Debt,4961,5129,4838,4442,4311,4704,4160,15932,8005,3237,Upgrade
23,Current Portion of Leases,2652,2608,2697,2762,2817,2599,2603,2906,2910,2542,Upgrade
24,Current Income Taxes Payable,423,427,305,-,606,342,281,728,607,882,Upgrade
25,Current Unearned Revenue,-,2058,-,1875,-,1569,-,1378,-,1326,Upgrade
26,Other Current Liabilities,-,773,-,672,-,773,-,803,-,858,Upgrade
27,Total Current Liabilities,13673,14017,13239,11616,11797,11997,11132,23805,14925,11179,Upgrade
28,Long-Term Debt,4819,5304,5777,5768,6333,6948,7486,754,8682,9875,Upgrade
29,Long-Term Leases,24794,25317,25791,26968,27441,28090,28857,30534,31726,32035,Upgrade
30,Other Long-Term Liabilities,2181,2141,2191,2158,2233,2244,2170,2192,2260,2270,Upgrade
31,Total Liabilities,45467,46779,46998,46510,47804,49279,49645,57285,57593,55359,Upgrade
32,Common Stock,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,Upgrade
33,Additional Paid-In Capital,13954,13954,13954,13954,13954,13954,13954,13954,13954,13954,Upgrade
34,Retained Earnings,19724,19476,19574,19301,19433,18848,21238,20029,23862,25510,Upgrade
35,Comprehensive Income & Other,-16296,-16267,-16223,-16227,-16302,-16172,-16225,-16221,-16246,-16244,Upgrade
36,Total Common Equity,20382,20163,20305,20028,20085,19630,21967,20762,24570,26220,Upgrade
37,Minority Interest,-1172,-1182,-1096,-734,-719,-609,-576,-556,-525,-421,Upgrade
38,Shareholders' Equity,19210,18981,19209,19294,19366,19021,21391,20206,24045,25799,Upgrade
39,Total Liabilities & Equity,64677,65760,66207,65804,67170,68300,71036,77491,81638,81158,Upgrade
40,Total Debt,37226,38358,39103,39940,40902,42341,43106,50126,51323,47689,Upgrade
41,Net Cash (Debt),-26096,-25561,-27416,-28879,-29373,-30543,-31735,-34075,-35279,-32711,Upgrade
42,Net Cash Per Share,-21.82,-21.37,-22.93,-24.15,-24.56,-25.54,-26.54,-28.49,-29.50,-27.35,Upgrade
43,Filing Date Shares Outstanding,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,Upgrade
44,Total Common Shares Outstanding,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,Upgrade
45,Working Capital,-1337,-145,-259,780,1142,1015,1683,-5868,2543,4913,Upgrade
46,Book Value Per Share,17.04,16.86,16.98,16.75,16.80,16.42,18.37,17.36,20.55,21.93,Upgrade
47,Tangible Book Value,20112,19878,19988,19706,19719,19269,20634,19362,23008,24619,Upgrade
48,Tangible Book Value Per Share,16.82,16.62,16.71,16.48,16.49,16.11,17.25,16.19,19.24,20.59,Upgrade
49,Land,-,7769,-,7769,-,7773,-,7756,-,7756,Upgrade
50,Buildings,-,11544,-,11503,-,11629,-,11062,-,10939,Upgrade
51,Machinery,-,15090,-,13487,-,13074,-,12782,-,13200,Upgrade
52,Construction In Progress,-,88,-,87,-,1,-,-,-,187,Upgrade
53,Leasehold Improvements,-,13822,-,13582,-,13472,-,13255,-,13783,Upgrade
