,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,14158,13766,13189,12330,12282,11414,10795,10239,8302,13655,Upgrade
1,Other Revenue,118,160,126,142,125,147,150,127,137,179,Upgrade
2,Revenue,14276,13926,13315,12472,12407,11561,10945,10366,8439,13834,Upgrade
3,Revenue Growth (YoY),7.22%,11.66%,7.32%,7.88%,13.36%,11.53%,29.70%,-25.07%,-42.29%,-1.10%,Upgrade
4,Cost of Revenue,10733,9814,10610,9338,9156,9629,8523,9257,7950,10125,Upgrade
5,Gross Profit,3543,4112,2705,3134,3251,1932,2422,1109,489,3709,Upgrade
6,"Selling, General & Admin",2095,2197,1828,2087,1713,1587,1786,1874,1679,3566,Upgrade
7,Other Operating Expenses,-69,-64,-108,-90,-104,-217,-91,-73,-69,44,Upgrade
8,Operating Expenses,2026,2133,1720,1997,1609,1370,1695,1801,1610,3610,Upgrade
9,Operating Income,1517,1979,985,1137,1642,562,727,-692,-1121,99,Upgrade
10,Interest Expense,-414,-421,-415,-393,-443,-621,-482,-781,-606,-651,Upgrade
11,Interest & Investment Income,49,37,59,57,52,52,48,61,61,58,Upgrade
12,Currency Exchange Gain (Loss),-154,38,372,-414,525,-29,29,-,-,-,Upgrade
13,Other Non Operating Income (Expenses),-61,-454,-48,-57,-52,176,-41,353,-110,6,Upgrade
14,EBT Excluding Unusual Items,937,1179,953,330,1724,140,281,-1059,-1776,-488,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-1021,-,-187,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,2,5,-1,2,-9,-3,2,2,4,-2,Upgrade
17,Gain (Loss) on Sale of Assets,-4,74,17,-20,10,30,-7,-39,-16,371,Upgrade
18,Asset Writedown,-,-396,-,-585,-,-1016,-,-5609,-,-676,Upgrade
19,Other Unusual Items,-,-,-,32,5,74,1349,128,50,151,Upgrade
20,Pretax Income,935,862,969,-241,1730,-1796,1625,-6764,-1738,-312,Upgrade
21,Income Tax Expense,484,805,361,-311,621,594,422,-2912,14,201,Upgrade
22,Earnings From Continuing Operations,451,57,608,70,1109,-2390,1203,-3852,-1752,-513,Upgrade
23,Earnings From Discontinued Operations,-,-121,-217,-22,-104,-,-,-,-,-,Upgrade
24,Net Income to Company,451,-64,391,48,1005,-2390,1203,-3852,-1752,-513,Upgrade
25,Minority Interest in Earnings,-,74,14,23,58,-,6,19,104,196,Upgrade
26,Net Income,451,10,405,71,1063,-2390,1209,-3833,-1648,-317,Upgrade
27,Net Income to Common,451,10,405,71,1063,-2390,1209,-3833,-1648,-317,Upgrade
28,Net Income Growth,11.36%,-85.92%,-61.90%,-,-12.08%,-,-,-,-,-,Upgrade
29,Shares Outstanding (Basic),1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,Upgrade
30,Shares Outstanding (Diluted),1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,Upgrade
31,Shares Change (YoY),-,-,-,-0.00%,-,0.00%,-,-,-,-,Upgrade
32,EPS (Basic),0.38,0.01,0.34,0.06,0.89,-2.00,1.01,-3.21,-1.38,-0.27,Upgrade
33,EPS (Diluted),0.38,0.01,0.34,0.06,0.89,-2.00,1.01,-3.21,-1.38,-0.27,Upgrade
34,EPS Growth,11.36%,-85.92%,-61.90%,-,-12.08%,-,-,-,-,-,Upgrade
35,Free Cash Flow,2161,3185,2699,1287,3631,2247,2417,1454,-340,1714,Upgrade
36,Free Cash Flow Per Share,1.81,2.66,2.26,1.08,3.04,1.88,2.02,1.22,-0.28,1.43,Upgrade
37,Dividend Per Share,0.090,0.170,0.090,0.110,0.170,-,-,-,-,-,Upgrade
38,Dividend Growth,0%,54.55%,-47.06%,-,-,-,-,-,-,-,Upgrade
39,Operating Margin,10.63%,14.21%,7.40%,9.12%,13.23%,4.86%,6.64%,-6.68%,-13.28%,0.72%,Upgrade
40,Profit Margin,3.16%,0.07%,3.04%,0.57%,8.57%,-20.67%,11.05%,-36.98%,-19.53%,-2.29%,Upgrade
41,Free Cash Flow Margin,15.14%,22.87%,20.27%,10.32%,29.27%,19.44%,22.08%,14.03%,-4.03%,12.39%,Upgrade
42,EBITDA,2302,2747,1761,1878,2434,1370,1584,314,-88,977,Upgrade
43,D&A For EBITDA,785,768,776,741,792,808,857,1006,1033,878,Upgrade
44,EBIT,1517,1979,985,1137,1642,562,727,-692,-1121,99,Upgrade
