,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,225,231,293,347,299,299,335,425,353,305,263,Upgrade
1,Market Cap Growth,-33.45%,-33.45%,-2.00%,16.00%,-10.71%,-29.58%,-5.08%,39.22%,34.09%,-42.05%,-65.08%,Upgrade
2,Enterprise Value,1576,1492,1673,2009,1854,2230,2510,2781,2906,2631,2869,Upgrade
3,Last Close Price,0.19,0.19,0.23,0.27,0.23,0.22,0.22,0.28,0.23,0.20,0.17,Upgrade
4,PE Ratio,5.24,9.23,13.64,13.90,4.46,-4.15,-,-2.32,-,-,-,Upgrade
5,PS Ratio,0.15,0.15,0.21,0.26,0.20,0.23,0.23,0.29,0.27,0.19,0.13,Upgrade
6,PB Ratio,0.20,0.22,0.30,0.34,0.26,0.28,0.27,0.28,0.25,0.17,0.14,Upgrade
7,P/TBV Ratio,0.21,0.21,0.28,0.33,0.26,0.28,0.27,0.29,0.26,0.18,0.15,Upgrade
8,P/FCF Ratio,0.78,0.80,0.96,1.66,1.03,0.94,1.11,1.57,4.50,-,0.91,Upgrade
9,P/OCF Ratio,0.57,0.57,0.70,1.07,0.85,0.88,0.96,1.20,1.84,1.40,0.67,Upgrade
10,EV/Sales Ratio,1.03,0.98,1.19,1.49,1.26,1.71,1.73,1.87,2.20,1.61,1.40,Upgrade
11,EV/EBITDA Ratio,3.78,5.45,7.17,10.53,7.28,10.80,13.17,20.99,182.94,-,10.11,Upgrade
12,EV/EBIT Ratio,8.31,7.87,10.91,18.06,11.30,18.65,30.19,1138.38,-,-,23.54,Upgrade
13,EV/FCF Ratio,5.44,5.15,5.50,9.61,6.38,6.99,8.34,10.29,37.11,-,9.90,Upgrade
14,Debt / Equity Ratio,1.94,1.94,2.02,2.04,2.07,2.11,2.23,2.02,2.48,2.13,1.85,Upgrade
15,Debt / FCF Ratio,6.96,6.96,6.52,9.81,8.12,6.96,9.08,11.14,45.00,-,11.85,Upgrade
16,Return on Capital Employed (ROCE),6.86%,6.85%,5.73%,4.01%,5.13%,3.98%,2.29%,0.06%,-,-,2.42%,Upgrade
17,Earnings Yield,11.12%,10.83%,7.33%,7.20%,22.40%,-24.08%,-22.75%,-43.14%,-109.22%,-47.35%,4.90%,Upgrade
18,FCF Yield,128.96%,125.62%,103.91%,60.26%,97.14%,106.67%,89.84%,63.64%,22.20%,33.11%,110.18%,Upgrade
19,Dividend Yield,7.25%,7.48%,5.82%,3.90%,7.28%,4.21%,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,0.00%,-,-0.00%,-,-,-,-,Upgrade,
21,Total Shareholder Return,7.25%,7.48%,5.82%,3.90%,7.28%,4.21%,-0.00%,-,-,-,-,Upgrade
